Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
beigene,,$6.37 B,$8.64 B,$5.60 B,$1.61 B,$2.24 B,$1.04 B,$0.40 B,$0.11 B,$53.62 M,$11.79 M,,,,,,,,,,,,
ptc,$6.28 B,$4.68 B,$4.51 B,$3.38 B,$2.66 B,$2.32 B,$2.36 B,$2.35 B,$2.20 B,$2.19 B,$1.81 B,$1.77 B,$1.62 B,$1.30 B,$1.35 B,$1.34 B,$1.09 B,$0.89 B,$0.78 B,$0.66 B,$0.57 B,$0.67 B,$0.79 B
antofagasta,,$18.23 B,$17.27 B,$16.60 B,$14.61 B,$14.10 B,$14.20 B,$13.72 B,$13.53 B,$12.81 B,$12.38 B,$12.86 B,$11.70 B,$11.58 B,$9.51 B,$7.95 B,$5.85 B,$5.08 B,$3.77 B,$3.19 B,$2.40 B,$2.45 B,$2.49 B
edp-renovaveis,,$29.44 B,$24.95 B,$22.33 B,$19.81 B,$20.06 B,$19.47 B,$17.61 B,$17.20 B,$17.41 B,$18.10 B,$17.59 B,$16.92 B,$17.07 B,$16.18 B,$13.13 B,$10.20 B,,,,,,
cameco,,$6.38 B,$5.89 B,$5.94 B,$5.68 B,$5.88 B,$6.18 B,$6.14 B,$6.33 B,$7.30 B,$7.55 B,$8.26 B,$7.64 B,$7.67 B,$6.97 B,$5.76 B,$5.38 B,$4.41 B,$4.09 B,$3.37 B,$2.58 B,$2.16 B,$2.16 B
jb-hunt,,$7.74 B,$6.79 B,$5.94 B,$5.47 B,$5.09 B,$4.34 B,$3.82 B,$3.63 B,$3.39 B,$2.81 B,$2.46 B,$2.26 B,$1.96 B,$1.85 B,$1.79 B,$1.86 B,$1.77 B,$1.54 B,$1.49 B,$1.34 B,$1.31 B,$1.26 B
china-unicom,,$93.18 B,$92.76 B,$89.02 B,$80.52 B,$78.56 B,$87.92 B,$88.44 B,$94.17 B,$88.02 B,$87.44 B,$82.78 B,$72.59 B,$66.76 B,$61.05 B,$50.62 B,$20.51 B,$18.74 B,$17.68 B,$17.61 B,$18.12 B,$18.02 B,$15.45 B
geberit,,$3.71 B,$4.12 B,$4.25 B,$3.84 B,$3.56 B,$3.84 B,$3.53 B,$3.59 B,$2.45 B,$2.50 B,$2.19 B,$2.26 B,$2.32 B,$2.13 B,$1.96 B,$2.03 B,$1.65 B,$1.47 B,$1.69 B,$1.21 B,$1.70 B,
united-microelectronics,,$17.39 B,$16.79 B,$13.44 B,$12.30 B,$11.93 B,$13.29 B,$11.91 B,$10.54 B,$10.21 B,$9.86 B,$9.68 B,$9.49 B,$9.67 B,$7.93 B,$6.59 B,$9.23 B,$11.28 B,$10.94 B,$11.96 B,$11.05 B,$10.40 B,$10.18 B
ke-holdings,,$15.85 B,$15.74 B,$15.99 B,$9.62 B,$5.65 B,$4.85 B,,,,,,,,,,,,,,,,
crrc,,$64.10 B,$66.98 B,$60.16 B,$54.90 B,$51.98 B,$57.66 B,$48.72 B,$48.09 B,$24.31 B,$20.01 B,$16.87 B,$14.76 B,$11.12 B,$8.05 B,$6.67 B,$4.48 B,$3.37 B,,,,,
teledyne,,$14.35 B,$14.44 B,$5.06 B,$4.57 B,$3.80 B,$3.84 B,$2.77 B,$2.68 B,$2.86 B,$2.75 B,$2.40 B,$1.82 B,$1.55 B,$1.42 B,$1.53 B,$1.15 B,$1.06 B,$0.72 B,$0.62 B,$0.42 B,$0.39 B,$0.34 B
dlf,$6.56 B,$6.92 B,$7.46 B,$7.59 B,$9.63 B,$9.62 B,$9.92 B,$10.17 B,$10.60 B,$10.77 B,$11.90 B,$12.46 B,$14.34 B,$13.78 B,$9.63 B,$9.92 B,$4.19 B,$1.56 B,,,,,
daiwa-house,$46.11 B,$45.25 B,$45.80 B,$42.83 B,$39.04 B,$37.95 B,$31.81 B,$28.99 B,$25.17 B,$25.91 B,$25.15 B,$25.17 B,$23.26 B,$20.49 B,$18.29 B,$17.93 B,$13.84 B,$12.52 B,$12.68 B,$10.43 B,$9.27 B,$8.90 B,$8.42 B
targa-resources,,$19.56 B,$15.20 B,$15.87 B,$18.81 B,$16.93 B,$14.38 B,$12.87 B,$13.25 B,$6.45 B,$6.04 B,$5.10 B,$3.83 B,$3.39 B,$3.36 B,$3.64 B,,,,,,,
darden-restaurants,$10.24 B,$10.13 B,$10.65 B,$9.94 B,$5.89 B,$5.46 B,$5.50 B,$4.58 B,$5.99 B,$7.10 B,$6.93 B,$5.94 B,$5.46 B,$5.24 B,$5.02 B,$4.73 B,$2.88 B,$3.01 B,$2.93 B,$2.78 B,$2.66 B,$2.52 B,$2.21 B
upm-kymmene,,$23.78 B,$20.01 B,$18.27 B,$16.49 B,$16.01 B,$15.68 B,$14.64 B,$15.51 B,$17.26 B,$20.16 B,$17.05 B,$19.94 B,$18.37 B,$19.49 B,$19.26 B,$20.37 B,$19.12 B,$18.35 B,$21.52 B,$18.24 B,$16.56 B,$17.72 B
centrais-electricas-brasileiras,,$51.12 B,$33.80 B,$34.47 B,$44.19 B,$46.77 B,$52.29 B,$53.19 B,$37.82 B,$54.49 B,$58.65 B,$84.19 B,$87.60 B,$88.38 B,$76.77 B,$64.70 B,$68.22 B,$57.24 B,,,,,
tata-steel,$35.08 B,$37.64 B,$33.42 B,$33.21 B,$33.64 B,$32.21 B,$26.75 B,$24.59 B,$25.42 B,$28.68 B,$27.06 B,$28.94 B,$30.37 B,$24.49 B,$23.94 B,$31.34 B,$11.48 B,$4.61 B,$4.05 B,,,,
bank-of-ningbo,,$343.06 B,$316.31 B,$249.41 B,$188.63 B,$162.33 B,$158.63 B,$127.45 B,$110.54 B,$89.48 B,$77.29 B,$59.91 B,$41.44 B,$39.81 B,$23.91 B,$15.15 B,$10.35 B,$7.24 B,$5.25 B,$4.14 B,,,
suzuki-motor,$34.36 B,$34.05 B,$36.59 B,$30.91 B,$30.64 B,$31.42 B,$27.87 B,$24.04 B,$27.10 B,$27.93 B,$26.38 B,$27.78 B,$26.75 B,$25.46 B,$21.80 B,$24.12 B,$19.71 B,$15.70 B,$15.80 B,$15.13 B,$13.02 B,$10.10 B,$10.26 B
iron-mountain,,$16.14 B,$14.45 B,$14.14 B,$13.81 B,$11.85 B,$10.97 B,$9.48 B,$6.35 B,$6.57 B,$6.65 B,$6.35 B,$6.04 B,$6.40 B,$6.84 B,$6.35 B,$6.30 B,$5.20 B,$4.76 B,$4.44 B,$3.89 B,$3.23 B,$2.85 B
asahi-group,,$36.91 B,$39.52 B,$43.05 B,$28.84 B,$27.91 B,$29.70 B,$17.86 B,$15.78 B,$16.21 B,$17.07 B,$20.15 B,$19.86 B,$17.24 B,$15.43 B,$14.33 B,$11.86 B,$10.83 B,$10.34 B,$12.20 B,$11.58 B,$10.90 B,$10.18 B
ppl,,$37.83 B,$33.22 B,$48.11 B,$45.68 B,$43.39 B,$41.47 B,$38.31 B,$39.30 B,$48.86 B,$46.25 B,$43.63 B,$42.64 B,$32.83 B,$22.16 B,$21.40 B,$19.97 B,$19.74 B,$17.92 B,$17.76 B,$17.12 B,$15.56 B,$12.57 B
svenska-handelsbanken,,$332.14 B,$369.93 B,$382.87 B,$328.49 B,$331.64 B,$338.26 B,$289.32 B,$299.92 B,$363.33 B,$388.36 B,$367.28 B,$356.93 B,$319.15 B,$299.91 B,$275.70 B,$287.89 B,$261.64 B,$198.86 B,,,,
ajinomoto,$11.34 B,$11.94 B,$12.97 B,$12.52 B,$12.55 B,$13.41 B,$12.07 B,$11.24 B,$10.45 B,$10.60 B,$11.57 B,$13.23 B,$12.95 B,$11.57 B,$10.68 B,$11.02 B,$9.01 B,$8.46 B,$8.43 B,$8.36 B,$7.32 B,$6.30 B,
nexon,,$7.97 B,$8.57 B,$8.36 B,$6.60 B,$5.89 B,$4.84 B,$3.78 B,$3.53 B,$3.65 B,$3.99 B,$3.65 B,$3.06 B,$1.51 B,,,,,,,,,
genuine-parts-company,,$16.49 B,$14.35 B,$13.44 B,$14.64 B,$12.68 B,$12.41 B,$8.85 B,$8.14 B,$8.24 B,$7.68 B,$6.80 B,$5.87 B,$5.46 B,$5.00 B,$4.78 B,$4.77 B,$4.49 B,$4.77 B,$4.45 B,$4.11 B,$4.01 B,$4.20 B
ericsson,,$33.61 B,$33.78 B,$33.15 B,$29.57 B,$29.92 B,$31.85 B,$31.19 B,$33.81 B,$37.86 B,$41.98 B,$42.29 B,$40.77 B,$41.76 B,$4.72 B,$36.48 B,$38.02 B,$31.32 B,$26.21 B,$27.74 B,$25.30 B,$24.01 B,$24.36 B
ase-group,,$23.08 B,$24.32 B,$20.80 B,$18.50 B,$17.45 B,$12.27 B,$11.03 B,$11.41 B,$10.88 B,$9.56 B,$8.49 B,$7.59 B,$7.16 B,$5.07 B,$4.63 B,$4.69 B,$4.20 B,$4.13 B,$4.24 B,$3.56 B,$3.33 B,$3.37 B
alinma-bank,,$53.33 B,$46.26 B,$41.85 B,$35.17 B,$32.34 B,$30.66 B,$27.91 B,$23.64 B,$21.55 B,$16.81 B,$14.41 B,$9.81 B,$7.11 B,$4.61 B,$4.14 B,,,,,,,
blue-owl-capital,,$8.89 B,$8.26 B,$0.12 B,,,,,,,,,,,,,,,,,,,
cboe,,$6.99 B,$6.81 B,$6.51 B,$5.11 B,$5.32 B,$5.26 B,$0.47 B,$0.38 B,$0.38 B,$0.44 B,$0.33 B,$0.32 B,$0.25 B,$0.57 B,$0.49 B,,,,,,,
talanx,,$206.84 B,$223.69 B,$222.67 B,$198.94 B,$186.33 B,$190.14 B,$164.82 B,$167.02 B,$179.14 B,$183.48 B,$172.29 B,$149.38 B,$148.13 B,$147.57 B,$133.55 B,,,,,,,
ventas,,$24.15 B,$24.71 B,$23.92 B,$24.69 B,$22.58 B,$23.95 B,$23.16 B,$22.26 B,$21.22 B,$19.73 B,$18.98 B,$17.27 B,$5.75 B,$5.61 B,$5.76 B,$5.71 B,$3.25 B,$2.63 B,$1.12 B,$0.81 B,$0.89 B,$0.94 B
coterra-energy,,$20.15 B,$19.90 B,$4.52 B,$4.48 B,$4.19 B,$4.72 B,$5.12 B,$5.26 B,$5.43 B,$4.98 B,$4.61 B,$4.33 B,$4.00 B,$3.68 B,$3.70 B,$2.20 B,$1.83 B,$1.49 B,$1.21 B,$1.02 B,$1.05 B,$1.06 B
steel-dynamics,,$14.15 B,$12.53 B,$9.26 B,$8.27 B,$7.70 B,$6.85 B,$6.42 B,$6.20 B,$7.31 B,$5.93 B,$5.81 B,$5.97 B,$5.58 B,$5.12 B,$5.25 B,$4.51 B,$2.24 B,$1.75 B,$1.73 B,$1.44 B,$1.27 B,$1.18 B
samsara,$1.61 B,$1.56 B,$0.88 B,$0.63 B,,,,,,,,,,,,,,,,,,,
fleetcor,,$14.09 B,$13.36 B,$11.19 B,$12.20 B,$11.18 B,$11.31 B,$9.59 B,$8.15 B,$8.66 B,$3.97 B,$2.72 B,$2.32 B,$1.48 B,$1.20 B,$0.92 B,,,,,,,
philips,,$32.86 B,$35.06 B,$34.08 B,$30.22 B,$29.76 B,$30.39 B,$34.00 B,$33.86 B,$34.48 B,$36.67 B,$38.46 B,$37.54 B,$42.92 B,$43.73 B,$44.44 B,$53.14 B,$50.88 B,$39.98 B,$41.64 B,$36.44 B,$34.79 B,$41.47 B
kao,,$13.19 B,$14.80 B,$16.15 B,$15.19 B,$13.24 B,$12.66 B,$11.45 B,$10.64 B,$10.03 B,$10.79 B,$11.96 B,$12.30 B,$11.39 B,$11.31 B,$12.34 B,$10.59 B,$10.36 B,$6.43 B,,,,
netapp,$9.81 B,$10.02 B,$9.36 B,$7.52 B,$8.74 B,$9.86 B,$9.49 B,$10.03 B,$9.40 B,$9.21 B,$11.24 B,$9.53 B,$8.49 B,$6.49 B,$5.47 B,$4.07 B,$3.65 B,$3.26 B,$2.37 B,$1.87 B,$1.31 B,$1.10 B,$1.03 B
kaspi-kz,,$11.13 B,$8.29 B,$6.69 B,$5.76 B,$4.57 B,$4.46 B,$3.67 B,,,,,,,,,,,,,,,
coca-cola-femsa,,$14.29 B,$13.27 B,$13.22 B,$13.62 B,$13.42 B,$14.53 B,$13.46 B,$12.17 B,$14.41 B,$16.63 B,$12.93 B,$10.89 B,$9.24 B,$8.45 B,$7.12 B,$7.98 B,$6.94 B,$6.31 B,$6.01 B,$5.47 B,$0.92 B,$0.79 B
advanced-info-service,,$9.78 B,$10.68 B,$11.70 B,$9.66 B,$8.93 B,$8.91 B,$7.70 B,$5.04 B,$3.84 B,$3.41 B,$3.37 B,$2.74 B,$3.26 B,$3.79 B,$3.75 B,$4.33 B,$3.80 B,$2.90 B,$3.13 B,$3.15 B,$3.53 B,$3.18 B
repsol,,$64.21 B,$63.70 B,$60.64 B,$64.85 B,$69.52 B,$71.85 B,$68.26 B,$68.96 B,$63.10 B,$89.88 B,$85.87 B,$91.96 B,$89.95 B,$83.21 B,$69.10 B,$68.86 B,$59.75 B,$54.05 B,$52.78 B,$47.79 B,$41.01 B,$55.47 B
baxter,,$28.28 B,$33.52 B,$20.01 B,$18.19 B,$15.64 B,$17.11 B,$15.54 B,$20.97 B,$25.91 B,$25.86 B,$20.39 B,$19.07 B,$17.48 B,$17.35 B,$15.40 B,$15.29 B,$14.68 B,$12.72 B,$14.14 B,$13.77 B,$12.47 B,$10.34 B
illumina,,$12.25 B,$15.21 B,$7.58 B,$7.31 B,$6.95 B,$5.25 B,$4.28 B,$3.68 B,$3.33 B,$3.01 B,$2.56 B,$2.19 B,$1.83 B,$1.42 B,$1.37 B,$0.98 B,$0.30 B,$0.10 B,$94.9 M,$99.23 M,$0.12 B,$0.12 B
kellogg-company,,$18.49 B,$18.17 B,$17.99 B,$17.56 B,$17.78 B,$16.35 B,$15.11 B,$15.26 B,$15.12 B,$15.47 B,$15.24 B,$11.90 B,$11.84 B,$11.20 B,$10.94 B,$11.39 B,$10.71 B,$10.57 B,$10.79 B,$10.23 B,$10.21 B,$10.36 B
sabb,,$83.67 B,$72.63 B,$73.76 B,$70.82 B,$46.53 B,$50.03 B,$49.59 B,$50.03 B,$50.00 B,$47.31 B,$41.81 B,$36.98 B,$33.43 B,$33.81 B,$35.08 B,$26.47 B,$20.58 B,,,,,
swiss-life,,$236.35 B,$263.13 B,$269.44 B,$235.48 B,$216.53 B,$218.54 B,$196.06 B,$191.55 B,$195.08 B,$192.21 B,$179.04 B,$161.89 B,$157.52 B,$139.18 B,$129.24 B,$158.79 B,$153.66 B,$134.97 B,$144.44 B,,,
labcorp,,$20.15 B,$20.38 B,$20.07 B,$18.02 B,$16.18 B,$16.56 B,$14.24 B,$14.28 B,$7.30 B,$6.94 B,$6.80 B,$6.17 B,$6.18 B,$4.85 B,$4.66 B,$4.36 B,$4.00 B,$3.87 B,$3.60 B,$3.41 B,$2.61 B,$1.92 B
power-corp-canada,,$542.31 B,$519.15 B,$493.38 B,$365.41 B,$332.03 B,$354.12 B,$314.80 B,$304.82 B,$325.53 B,$324.10 B,$273.17 B,$250.26 B,$146.12 B,$135.91 B,$118.16 B,$133.46 B,$113.96 B,$96.99 B,$88.20 B,$83.04 B,$51.56 B,$50.53 B
pembina-pipeline,,$23.26 B,$24.68 B,$24.63 B,$25.38 B,$19.57 B,$20.32 B,$11.17 B,$9.32 B,$9.70 B,$8.58 B,$8.32 B,$3.27 B,$2.80 B,$2.45 B,$1.74 B,$1.97 B,$1.43 B,$1.33 B,$1.28 B,$1.21 B,$0.92 B,$0.95 B
wr-berkley,,$33.86 B,$32.08 B,$28.60 B,$26.64 B,$24.89 B,$24.31 B,$23.36 B,$21.73 B,$21.71 B,$20.55 B,$20.15 B,$18.48 B,$17.52 B,$17.32 B,$16.12 B,$16.83 B,$15.65 B,$13.89 B,$11.45 B,$9.33 B,$7.03 B,$5.63 B
tyson-foods,$36.25 B,$36.82 B,$36.30 B,$34.74 B,$33.09 B,$29.10 B,$28.06 B,$22.37 B,$23.00 B,$23.95 B,$12.17 B,$11.89 B,$11.07 B,$10.75 B,$10.59 B,$10.85 B,$10.22 B,$11.12 B,$10.50 B,$10.46 B,$10.48 B,$10.37 B,$10.59 B
rivian,,$17.87 B,$22.29 B,$4.60 B,$2.63 B,,,,,,,,,,,,,,,,,,
china-tower,,$44.30 B,$50.73 B,$51.72 B,$48.39 B,$45.85 B,$49.59 B,$44.88 B,$41.52 B,,,,,,,,,,,,,,
builders-firstsource,,$10.59 B,$10.71 B,$4.17 B,$3.24 B,$2.93 B,$3.00 B,$2.90 B,$2.88 B,$0.58 B,$0.51 B,$0.55 B,$0.48 B,$0.41 B,$0.43 B,$0.52 B,$0.64 B,$0.74 B,$0.72 B,$0.69 B,$0.62 B,,$0.56 B
techtronic-industries,,$13.31 B,$13.00 B,$9.39 B,$7.69 B,$6.34 B,$5.59 B,$5.12 B,$4.80 B,$4.35 B,$4.01 B,$3.58 B,$3.36 B,$3.27 B,$3.06 B,$2.81 B,$3.20 B,$2.74 B,$2.62 B,$1.78 B,$1.24 B,$0.81 B,$0.48 B
mc-cormick,,$13.12 B,$12.90 B,$12.08 B,$10.36 B,$10.25 B,$10.38 B,$4.63 B,$4.50 B,$4.41 B,$4.44 B,$4.16 B,$4.08 B,$3.41 B,$3.38 B,$3.22 B,$2.78 B,$2.56 B,$2.27 B,$2.36 B,$2.14 B,$1.93 B,$1.77 B
china-overseas-land-and-investment,,$132.41 B,$136.51 B,$126.28 B,$103.62 B,,,,,,,,,,,,,,,,,,
uwm-holdings,,$13.60 B,$22.52 B,$11.49 B,,,,,,,,,,,,,,,,,,,
legal-and-eneral,,$622.10 B,$786.46 B,$777.71 B,$735.12 B,$625.18 B,$683.74 B,$577.75 B,$588.02 B,$622.06 B,$599.04 B,$559.72 B,$506.80 B,$499.96 B,$480.67 B,$376.26 B,$558.80 B,$427.93 B,$329.85 B,$294.89 B,$223.46 B,$133.78 B,$135.75 B
centerpoint-energy,,$38.54 B,$37.67 B,$33.47 B,$35.52 B,$27.00 B,$22.73 B,$21.82 B,$21.33 B,$23.20 B,$21.87 B,$22.87 B,$21.70 B,$20.11 B,$19.77 B,$19.67 B,$17.87 B,$17.63 B,$17.11 B,$18.16 B,$21.37 B,$19.63 B,$30.68 B
aeon,$90.53 B,$100.64 B,$107.80 B,$102.72 B,$90.65 B,$87.99 B,$77.61 B,$72.37 B,$65.59 B,$66.74 B,$62.03 B,$50.30 B,$46.24 B,$42.45 B,$38.55 B,$34.60 B,$29.76 B,$25.29 B,$26.32 B,$25.53 B,$18.32 B,$15.34 B,$17.00 B
ball-corporation,,$19.90 B,$19.71 B,$18.25 B,$17.36 B,$16.55 B,$17.18 B,$16.37 B,$9.77 B,$7.57 B,$7.81 B,$7.50 B,$7.28 B,$6.92 B,$6.48 B,$6.36 B,$6.02 B,$5.84 B,$4.34 B,$4.47 B,$4.06 B,$4.13 B,$2.31 B
nippon-paint,,$18.66 B,$16.99 B,$15.66 B,$13.58 B,$8.64 B,$8.17 B,$7.04 B,$6.75 B,$3.14 B,$3.05 B,$3.30 B,$3.19 B,$2.88 B,$2.51 B,$2.89 B,$2.54 B,$2.06 B,$2.14 B,,,,
markel,,$49.79 B,$48.44 B,$41.71 B,$37.47 B,$33.30 B,$32.80 B,$25.87 B,$24.94 B,$25.20 B,$23.95 B,$12.55 B,$11.53 B,$10.82 B,$10.24 B,$9.47 B,$10.13 B,$10.08 B,$9.81 B,$9.39 B,$8.53 B,$7.40 B,$6.44 B
didi,,$19.02 B,$24.01 B,$22.57 B,$20.71 B,$20.76 B,,,,,,,,,,,,,,,,,
mitsubishi-heavy-industries,,$41.92 B,$43.61 B,$46.14 B,$46.33 B,$51.61 B,$49.04 B,$48.87 B,$45.99 B,$47.48 B,$41.73 B,$47.83 B,$47.97 B,$45.58 B,$45.73 B,$45.23 B,$37.29 B,$34.36 B,$35.75 B,$35.65 B,$31.07 B,$29.36 B,$33.45 B
pkn-orlen,,$62.43 B,$26.33 B,$22.51 B,$18.75 B,$17.07 B,$17.41 B,$13.29 B,$12.36 B,$13.29 B,$17.21 B,$17.10 B,$17.05 B,$17.18 B,$17.19 B,$15.85 B,$18.72 B,$15.67 B,$10.22 B,,,,
principal,,$292.70 B,$304.70 B,$296.60 B,$276.10 B,$243.03 B,$253.94 B,$228.01 B,$218.68 B,$219.08 B,$208.19 B,$161.92 B,$148.29 B,$145.63 B,$137.75 B,$128.18 B,$154.52 B,$143.65 B,$127.03 B,$113.79 B,$107.75 B,$89.86 B,$88.35 B
deckers-brands,$2.55 B,$2.33 B,$2.16 B,$1.76 B,$1.42 B,$1.26 B,$1.19 B,$1.27 B,$1.16 B,$1.06 B,$1.25 B,$1.06 B,$1.14 B,$0.80 B,$0.59 B,$0.48 B,$0.37 B,$0.24 B,$0.20 B,$0.17 B,$0.12 B,$0.12 B,$85.88 M
biomarin,,$6.37 B,$6.00 B,$5.84 B,$4.69 B,$4.42 B,$4.63 B,$4.02 B,$3.72 B,$2.49 B,$2.24 B,$1.60 B,$1.30 B,$1.26 B,$0.91 B,$0.90 B,$0.81 B,$0.46 B,$0.19 B,$0.23 B,$0.25 B,$0.11 B,$0.17 B
telefonica-brasil,,$22.53 B,$20.76 B,$20.94 B,$26.96 B,$26.47 B,$30.65 B,$31.37 B,$25.69 B,$27.52 B,$29.47 B,$34.35 B,$35.16 B,$12.01 B,$11.73 B,$8.60 B,$10.70 B,$8.48 B,$8.74 B,$3.80 B,$6.90 B,$5.08 B,$5.37 B
sirius-xm,,$10.02 B,$10.27 B,$10.33 B,$11.14 B,$8.17 B,$8.32 B,$8.00 B,$8.04 B,$8.37 B,$8.84 B,$9.05 B,$7.49 B,$7.38 B,$7.26 B,$7.49 B,$1.69 B,$1.65 B,$2.08 B,$1.95 B,$1.61 B,$1.34 B,$1.52 B
axon,,$2.85 B,$1.68 B,$1.38 B,$0.84 B,$0.71 B,$0.33 B,$0.27 B,$0.22 B,$0.18 B,$0.14 B,$0.11 B,$0.10 B,$0.13 B,$0.13 B,$0.13 B,$0.13 B,$0.11 B,$0.11 B,$0.10 B,$31.44 M,$7.9 M,$8.05 M
celltrion,,$4.67 B,$4.76 B,$4.62 B,$3.33 B,$3.13 B,$3.08 B,$2.50 B,$2.33 B,$2.12 B,$1.87 B,$1.66 B,$1.21 B,$1.02 B,$0.48 B,$0.40 B,$66.34 M,,,,,,
china-railway,,$233.89 B,$213.70 B,$184.00 B,$151.19 B,$137.07 B,$129.74 B,$108.65 B,$110.11 B,$110.31 B,$103.80 B,$88.33 B,$74.57 B,$58.87 B,$45.64 B,$37.00 B,$29.50 B,$18.37 B,$12.85 B,$10.30 B,,,
nokia,,$45.99 B,$45.35 B,$44.63 B,$43.83 B,$45.21 B,$49.24 B,$47.26 B,$22.81 B,$25.61 B,$34.78 B,$39.61 B,$46.92 B,$52.03 B,$51.20 B,$55.46 B,$54.98 B,$29.89 B,$26.32 B,$30.72 B,$30.06 B,$25.13 B,$24.18 B
essity,,$20.25 B,$19.34 B,$18.88 B,$17.36 B,$17.17 B,$17.97 B,$12.58 B,$13.71 B,$15.28 B,$17.38 B,,,,,,,,,,,,
pbbank-public-bank,,$112.04 B,$110.92 B,$111.83 B,$105.38 B,$101.10 B,$97.38 B,$84.76 B,$84.71 B,$98.89 B,$93.33 B,$89.91 B,$78.79 B,$74.88 B,$64.13 B,$57.74 B,$53.12 B,$41.94 B,$29.55 B,,,,
clorox,$5.94 B,$6.15 B,$6.33 B,$6.21 B,$5.11 B,$5.06 B,$4.57 B,$4.51 B,$4.16 B,$4.25 B,$4.31 B,$4.35 B,$4.16 B,$4.55 B,$4.57 B,$4.70 B,$3.66 B,$3.61 B,$3.61 B,$3.83 B,$3.65 B,$3.63 B,$3.99 B
mfhc,,$132.50 B,$150.70 B,$137.38 B,$122.48 B,$115.93 B,$119.63 B,$102.33 B,$106.24 B,$106.63 B,$103.78 B,$93.93 B,$88.87 B,$86.42 B,$78.17 B,$73.35 B,$71.25 B,$68.70 B,,,,,
vertiv-holdings,,$7.09 B,$6.93 B,$5.07 B,$4.65 B,$0.69 B,$0.02 M,$0.02 M,,,,,,,,,,,,,,,
sbi-life-insurance,$38.32 B,$36.04 B,$30.88 B,$21.96 B,$21.13 B,$18.69 B,$15.78 B,$12.57 B,$11.85 B,$10.13 B,$9.89 B,,,,,,,,,,,,
zto-express,,$11.38 B,$9.85 B,$9.07 B,$6.56 B,$5.77 B,$3.97 B,$3.37 B,$1.63 B,$0.80 B,,,,,,,,,,,,,
ems-chemie,,$2.50 B,$2.54 B,$2.35 B,$2.28 B,$2.19 B,$2.15 B,$1.94 B,$1.91 B,$1.86 B,$1.95 B,$1.83 B,$1.74 B,$1.78 B,$1.65 B,$1.61 B,$2.01 B,$1.91 B,$1.78 B,$2.27 B,$2.52 B,$3.59 B,
warner-music-group,,$7.82 B,$7.21 B,$6.41 B,$6.01 B,$5.34 B,$5.71 B,$5.36 B,$5.67 B,$5.95 B,$6.25 B,$5.27 B,$5.38 B,$3.77 B,$4.07 B,$4.47 B,$4.57 B,$4.52 B,$4.49 B,$5.09 B,$4.48 B,$5.67 B,
arca-continental,,$13.17 B,$12.61 B,$12.36 B,$12.60 B,$12.10 B,$12.22 B,$6.69 B,$7.58 B,$5.45 B,$5.09 B,$5.02 B,$4.34 B,$2.80 B,$1.95 B,$1.57 B,$1.58 B,$1.44 B,$1.34 B,$1.21 B,$1.12 B,$0.78 B,
carlsberg,,$16.60 B,$19.24 B,$19.64 B,$18.45 B,$18.03 B,$18.41 B,$17.96 B,$18.30 B,$22.37 B,$27.98 B,$27.30 B,$25.73 B,$25.74 B,$25.91 B,$26.91 B,$11.98 B,$10.36 B,$9.87 B,$10.32 B,$7.90 B,$6.71 B,
yankuang-energy,,$42.88 B,$45.30 B,$39.69 B,$29.74 B,$29.61 B,$29.95 B,$20.97 B,$21.45 B,$21.17 B,$20.77 B,$19.45 B,$15.51 B,$11.01 B,$9.11 B,$4.71 B,$3.47 B,$2.93 B,$2.61 B,$2.20 B,$1.68 B,$1.56 B,$1.37 B
expeditors,,$5.59 B,$7.60 B,$4.92 B,$3.69 B,$3.31 B,$3.11 B,$2.79 B,$2.58 B,$2.89 B,$3.01 B,$2.95 B,$2.86 B,$2.67 B,$2.32 B,$2.10 B,$2.06 B,$1.82 B,$1.56 B,$1.36 B,$1.04 B,$0.87 B,$0.68 B
sonova,$6.07 B,$6.05 B,$6.29 B,$4.67 B,$4.31 B,$4.50 B,$3.93 B,$2.85 B,$2.78 B,$2.92 B,$2.82 B,$2.53 B,$2.36 B,$2.28 B,$1.25 B,$1.28 B,$1.03 B,$0.71 B,$0.62 B,$0.54 B,$0.43 B,$0.84 B,
olympus,$11.32 B,$11.12 B,$10.70 B,$9.40 B,$8.39 B,$9.20 B,$8.86 B,$8.90 B,$9.01 B,$9.98 B,$10.18 B,$11.66 B,$12.79 B,$12.32 B,$11.17 B,$13.60 B,$9.27 B,$8.28 B,$8.00 B,$6.55 B,$5.13 B,$4.21 B,$4.61 B
ypf,,$25.96 B,$23.27 B,$22.85 B,$26.27 B,$26.37 B,$26.49 B,$26.49 B,$28.08 B,$24.64 B,$20.81 B,$16.30 B,$12.86 B,$11.75 B,$10.52 B,$11.50 B,$12.21 B,$11.57 B,$10.63 B,$10.59 B,$11.62 B,$8.79 B,$4.35 B
fresenius,,$81.83 B,$81.49 B,$81.97 B,$75.06 B,$64.86 B,$63.78 B,$48.89 B,$47.20 B,$48.52 B,$45.23 B,$40.56 B,$34.11 B,$31.36 B,$29.91 B,$28.72 B,$22.37 B,$19.86 B,$13.70 B,$11.10 B,$10.50 B,$9.59 B,
