Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
suzuki-motor,$7.53 B,$8.90 B,$11.11 B,$5.59 B,$6.29 B,$8.90 B,$9.23 B,$6.91 B,$9.52 B,$9.44 B,$8.89 B,$10.06 B,$8.96 B,$8.01 B,$4.85 B,$4.76 B,$4.00 B,$2.25 B,$3.06 B,$2.56 B,$2.02 B,$2.02 B,$2.15 B
iron-mountain,,$0.14 B,$0.25 B,$0.20 B,$0.19 B,$0.16 B,$0.92 B,$0.23 B,$0.12 B,$0.12 B,$0.12 B,$0.24 B,$0.17 B,$0.25 B,$0.44 B,$0.27 B,$0.12 B,$45.36 M,$53.41 M,$31.94 M,$74.68 M,$56.29 M,$21.35 M
asahi-group,,$0.36 B,$0.52 B,$0.51 B,$0.91 B,$0.58 B,$0.57 B,$0.44 B,$0.40 B,$0.54 B,$0.40 B,$0.40 B,$0.21 B,$0.14 B,$0.21 B,$0.14 B,$0.10 B,$0.13 B,$0.13 B,$0.13 B,$0.10 B,$0.15 B,$0.15 B
ppl,,$0.35 B,$3.57 B,$0.70 B,$0.81 B,$0.62 B,$0.48 B,$0.34 B,$0.83 B,$1.87 B,$1.10 B,$0.90 B,$1.21 B,$1.08 B,$0.80 B,$1.42 B,$0.63 B,$0.89 B,$0.55 B,$0.66 B,$0.47 B,$0.24 B,$0.95 B
svenska-handelsbanken,,,$32.36 B,$51.16 B,$37.18 B,$39.06 B,$32.42 B,$24.76 B,$28.15 B,$65.05 B,$57.64 B,$37.85 B,$54.64 B,$15.94 B,$7.04 B,$8.54 B,$2.10 B,$0.70 B,$0.88 B,,,,
ajinomoto,$1.08 B,$1.38 B,$1.75 B,$1.39 B,$1.53 B,$1.86 B,$1.76 B,$1.96 B,$1.40 B,$1.28 B,$1.98 B,$1.81 B,$1.71 B,$1.04 B,$0.70 B,$0.83 B,$0.69 B,$0.63 B,$0.86 B,$0.66 B,$0.47 B,$0.42 B,
nexon,,$3.30 B,$3.42 B,$2.71 B,$2.40 B,$1.94 B,$1.41 B,$1.33 B,$1.62 B,$1.01 B,$1.34 B,$1.48 B,$1.72 B,$0.40 B,,,,,,,,,
genuine-parts-company,,$0.65 B,$0.71 B,$0.99 B,$0.27 B,$0.33 B,$0.31 B,$0.24 B,$0.21 B,$0.13 B,$0.19 B,$0.40 B,$0.52 B,$0.52 B,$0.33 B,$67.77 M,$0.23 B,$0.13 B,$0.18 B,$0.13 B,$15.39 M,$19.99 M,$85.77 M
ericsson,,$4.52 B,$7.40 B,$6.15 B,$5.54 B,$5.01 B,$5.20 B,$5.53 B,$7.88 B,$9.30 B,$12.02 B,$11.79 B,$12.12 B,$12.91 B,$0.56 B,$9.83 B,$8.95 B,$9.07 B,$10.23 B,$11.60 B,$10.15 B,$7.63 B,$6.70 B
ase-group,,$2.14 B,$2.86 B,$2.01 B,$2.16 B,$2.13 B,$1.74 B,$1.30 B,$1.84 B,$1.89 B,$1.67 B,$0.84 B,$0.85 B,$0.86 B,$0.86 B,$0.83 B,$0.87 B,$0.81 B,$0.55 B,$0.29 B,$0.36 B,$0.39 B,$0.51 B
alinma-bank,,,$2.55 B,$2.49 B,$2.70 B,$4.17 B,$1.92 B,$1.82 B,$1.42 B,$1.18 B,$0.91 B,$0.67 B,$0.37 B,$0.17 B,$3.78 B,$1.08 M,,,,,,,
blue-owl-capital,,$68.07 M,$42.56 M,$11.63 M,,,,,,,,,,,,,,,,,,,
cboe,,$0.52 B,$0.37 B,$0.33 B,$0.30 B,$0.31 B,$0.19 B,$97.29 M,$0.10 B,$0.14 B,$0.22 B,$0.13 B,$0.13 B,$53.78 M,$0.38 B,$0.28 B,,,,,,,
talanx,,$102.31 B,$120.28 B,$120.22 B,$97.53 B,$86.17 B,$85.94 B,$74.36 B,$69.44 B,$70.93 B,$64.61 B,$57.48 B,$49.25 B,$46.41 B,$43.76 B,$38.65 B,,,,,,,
ventas,,$0.12 B,$0.14 B,$0.41 B,$0.10 B,$72.27 M,$0.13 B,$0.28 B,$0.11 B,$0.11 B,$94.81 M,$67.9 M,$45.8 M,$21.81 M,$0.10 B,$0.17 B,$28.33 M,$1.24 M,$1.64 M,$3.36 M,$82.1 M,$19.16 M,$90.8 M
coterra-energy,,$0.67 B,$1.03 B,$0.14 B,$0.20 B,$2.28 M,$0.48 B,$0.49 B,$0.51 M,$20.95 M,$23.4 M,$30.73 M,$29.91 M,$55.94 M,$40.15 M,$28.1 M,$18.49 M,$41.85 M,$10.62 M,$10.02 M,$0.72 M,$2.56 M,$5.7 M
steel-dynamics,,$2.25 B,$1.24 B,$1.36 B,$1.64 B,$1.05 B,$1.02 B,$0.84 B,$0.72 B,$0.36 B,$0.39 B,$0.40 B,$0.47 B,$0.18 B,$9 M,$16.23 M,$28.48 M,$29.37 M,$65.51 M,$16.33 M,$65.43 M,$24.21 M,$78.24 M
samsara,$0.68 B,$0.92 B,$0.39 B,$0.20 B,,,,,,,,,,,,,,,,,,,
fleetcor,,$1.43 B,$1.52 B,$0.93 B,$1.27 B,$1.03 B,$0.94 B,$0.47 B,$0.44 B,$0.47 B,$0.33 B,$0.28 B,$0.28 B,$0.11 B,$84.7 M,$70.35 M,,,,,,,
philips,,$1.26 B,$2.61 B,$3.96 B,$1.59 B,$2.42 B,$2.33 B,$2.56 B,$1.94 B,$2.42 B,$3.41 B,$5.07 B,$4.07 B,$7.75 B,$6.28 B,$5.06 B,$12.82 B,$7.96 B,$6.24 B,$5.89 B,$3.86 B,$2.00 B,$1.09 B
kao,,$2.07 B,$2.97 B,$3.49 B,$2.78 B,$2.54 B,$3.17 B,$2.70 B,$2.35 B,$1.82 B,$2.06 B,$1.59 B,$1.75 B,$1.24 B,$1.09 B,$1.12 B,$0.74 B,$0.57 B,$0.71 B,,,,
netapp,$3.07 B,$4.13 B,$4.59 B,$2.88 B,$3.89 B,$5.39 B,$4.92 B,$5.30 B,$5.32 B,$5.00 B,$6.95 B,$5.39 B,$5.17 B,$3.72 B,$2.60 B,$1.16 B,$1.30 B,$1.32 B,$1.16 B,$0.80 B,$0.61 B,$0.45 B,$0.36 B
kaspi-kz,,$1.33 B,$2.18 B,$2.85 B,$0.63 B,$0.45 B,$0.92 B,$0.47 B,,,,,,,,,,,,,,,
coca-cola-femsa,,$2.07 B,$2.30 B,$2.18 B,$1.08 B,$1.20 B,$0.95 B,$0.50 B,$0.92 B,$0.87 B,$1.17 B,$1.80 B,$0.91 B,$1.01 B,$0.74 B,$0.45 B,$0.69 B,$0.41 B,$0.18 B,$0.32 B,$0.24 B,$0.35 B,$0.24 B
advanced-info-service,,$0.29 B,$0.43 B,$0.67 B,$0.65 B,$0.34 B,$0.41 B,$0.39 B,$0.40 B,$0.59 B,$0.51 B,$0.83 B,$0.71 B,$0.49 B,$0.73 B,$0.48 B,$0.28 B,$0.36 B,$0.28 B,$0.24 B,$0.22 B,$0.11 B,$0.43 B
repsol,,$9.64 B,$8.87 B,$6.78 B,$6.47 B,$7.43 B,$5.83 B,$6.28 B,$4.02 B,$8.69 B,$10.39 B,$8.35 B,$4.34 B,$9.48 B,$3.30 B,$4.04 B,$4.16 B,$3.38 B,$3.12 B,$5.49 B,$6.63 B,$4.81 B,$4.51 B
baxter,,$1.71 B,$2.95 B,$3.73 B,$3.33 B,$1.83 B,$3.39 B,$2.80 B,$7.36 B,$2.92 B,$2.73 B,$3.27 B,$2.90 B,$2.68 B,$2.78 B,$2.13 B,$2.53 B,$2.48 B,$0.84 B,$1.10 B,$0.92 B,$1.16 B,$0.58 B
illumina,,$2.03 B,$1.33 B,$3.47 B,$3.41 B,$3.51 B,$2.14 B,$1.55 B,$1.38 B,$1.33 B,$1.16 B,$1.35 B,$1.18 B,$0.89 B,$0.69 B,$0.64 B,$0.38 B,$0.13 B,$50.82 M,$54.78 M,$32.78 M,$53.76 M,$90.49 M
kellogg-company,,$0.29 B,$0.28 B,$0.43 B,$0.39 B,$0.32 B,$0.28 B,$0.28 B,$0.25 B,$0.44 B,$0.27 B,$0.28 B,$0.46 B,$0.44 B,$0.33 B,$0.25 B,$0.52 B,$0.41 B,$0.21 B,$0.41 B,$0.14 B,$0.10 B,$0.23 B
sabb,,,$5.57 B,$11.08 B,$7.00 B,$6.96 B,$10.76 B,$8.62 B,$5.96 B,$5.80 B,$7.84 B,$7.60 B,$5.96 B,$4.03 B,$4.43 B,$3.01 B,$4.48 B,$2.07 B,,,,,
swiss-life,,$90.54 B,$118.94 B,$131.92 B,$120.41 B,$110.66 B,$114.54 B,$105.61 B,$102.55 B,$104.42 B,$98.24 B,$96.05 B,$5.41 B,$10.59 B,$9.15 B,$10.31 B,$4.02 B,$6.26 B,$10.76 B,$7.58 B,,,
labcorp,,$0.43 B,$1.47 B,$1.32 B,$0.33 B,$0.42 B,$0.31 B,$0.43 B,$0.71 B,$0.58 B,$0.40 B,$0.46 B,$0.15 B,$0.23 B,$0.14 B,$0.21 B,$0.16 B,$0.18 B,$63.1 M,$0.20 B,$0.12 B,$56.4 M,$0.14 B
power-corp-canada,,$16.44 B,$6.40 B,$7.43 B,$5.21 B,$4.72 B,$4.69 B,$3.85 B,$3.66 B,$3.81 B,$4.47 B,$3.55 B,$3.66 B,$4.01 B,$5.11 B,$4.37 B,$6.33 B,$4.96 B,$4.57 B,$3.44 B,$3.20 B,$2.20 B,$1.90 B
pembina-pipeline,,$69.48 M,$33.74 M,$63.52 M,$98.77 M,$0.11 B,$0.25 B,$26.05 M,$20.18 M,$45.67 M,$47.9 M,$27.48 M,$N/A,,,$11.21 M,$16.77 M,$1.59 M,,,$2.51 M,$3.13 M,$3.35 M
wr-berkley,,$2.63 B,$2.51 B,$2.99 B,$1.50 B,$1.09 B,$1.52 B,$1.46 B,$0.91 B,$0.84 B,$1.12 B,$1.28 B,$0.91 B,$0.64 B,$0.51 B,$1.13 B,$0.95 B,$0.75 B,$0.67 B,$0.93 B,$1.43 B,$0.59 B,$9.53 M
tyson-foods,$0.57 B,$1.03 B,$2.50 B,$1.42 B,$0.48 B,$0.27 B,$0.31 B,$0.34 B,$0.68 B,$0.43 B,$1.14 B,$1.07 B,$0.71 B,$0.97 B,$1.00 B,$0.25 B,$42 M,$0.79 B,$40 M,$33 M,$25 M,$51 M,$70 M
rivian,,$11.56 B,$18.13 B,$2.97 B,$2.26 B,,,,,,,,,,,,,,,,,,
china-tower,,$0.74 B,$1.01 B,$0.77 B,$0.89 B,$0.70 B,$1.20 B,$2.48 B,$2.10 B,,,,,,,,,,,,,,
builders-firstsource,,$80.44 M,$42.6 M,$0.42 B,$14.09 M,$10.12 M,$57.53 M,$14.44 M,$65.06 M,$17.77 M,$54.69 M,$0.13 B,$0.14 B,$0.10 B,$84.09 M,$0.10 B,$97.57 M,$93.25 M,$30.73 M,$50.62 M,$5.58 M,,$3.3 M
techtronic-industries,,$1.44 B,$1.89 B,$1.55 B,$1.43 B,$1.13 B,$0.89 B,$0.80 B,$0.77 B,$0.69 B,$0.69 B,$0.62 B,$0.46 B,$0.52 B,$0.43 B,$0.30 B,$0.42 B,$0.47 B,$0.52 B,$0.70 B,$0.33 B,$0.23 B,$79.69 M
mc-cormick,,$0.33 B,$0.35 B,$0.42 B,$0.15 B,$96.6 M,$0.18 B,$0.11 B,$0.11 B,$77.3 M,$63 M,$79 M,$53.9 M,$50.8 M,$39.5 M,$38.9 M,$45.9 M,$49 M,$30.3 M,$70.3 M,$25.1 M,$47.3 M,$31.3 M
china-overseas-land-and-investment,,$15.99 B,$20.55 B,$16.93 B,$13.66 B,,,,,,,,,,,,,,,,,,
uwm-holdings,,,$0.73 B,$1.22 B,,,,,,,,,,,,,,,,,,,
legal-and-eneral,,$43.37 B,$22.25 B,$24.56 B,$18.25 B,$21.98 B,$25.57 B,$31.75 B,$30.64 B,$35.35 B,$28.71 B,$26.91 B,$21.89 B,$20.12 B,$17.23 B,$15.66 B,$17.35 B,$9.68 B,$6.87 B,$5.74 B,,,
centerpoint-energy,,$0.58 B,$1.66 B,$0.14 B,$1.06 B,$4.23 B,$0.26 B,$0.34 B,$0.26 B,$0.29 B,$0.97 B,$1.18 B,$0.60 B,$0.56 B,$1.07 B,$0.16 B,$0.12 B,$0.12 B,$74 M,$0.16 B,$0.13 B,$0.31 B,$0.13 B
aeon,$13.33 B,$15.44 B,$17.91 B,$15.63 B,$11.55 B,$10.49 B,$9.11 B,$8.56 B,$8.39 B,$8.06 B,$7.56 B,$2.31 B,$3.97 B,$3.34 B,$2.51 B,$1.62 B,$3.29 B,$2.52 B,$2.69 B,$2.60 B,$0.93 B,$0.79 B,$0.91 B
ball-corporation,,$0.54 B,$0.56 B,$1.36 B,$1.79 B,$0.72 B,$0.44 B,$0.59 B,$0.22 B,$0.19 B,$0.41 B,$0.17 B,$0.16 B,$0.15 B,$0.21 B,$0.12 B,$0.15 B,$0.15 B,$61 M,$0.19 B,$36.5 M,$0.25 B,$83.1 M
nippon-paint,,$1.98 B,$1.55 B,$2.89 B,$1.73 B,$1.71 B,$1.24 B,$1.28 B,$1.10 B,$0.42 B,$0.45 B,$0.42 B,$0.34 B,$0.30 B,$0.17 B,$0.23 B,$0.19 B,$0.26 B,$0.30 B,,,,
markel,,$18.66 B,$18.36 B,$17.05 B,$14.23 B,$13.13 B,$14.30 B,$13.96 B,$13.66 B,$13.97 B,$13.57 B,$6.92 B,$1.31 B,$1.07 B,$1.34 B,$1.14 B,$0.52 B,$0.69 B,$0.58 B,$0.50 B,$0.45 B,$0.51 B,$0.36 B
didi,,$5.56 B,$8.90 B,$8.70 B,$7.75 B,$7.66 B,,,,,,,,,,,,,,,,,
mitsubishi-heavy-industries,,$3.15 B,$2.50 B,$2.87 B,$2.77 B,$2.94 B,$2.21 B,$2.76 B,$3.06 B,$3.70 B,$3.48 B,$3.16 B,$3.62 B,$2.93 B,$4.42 B,$2.78 B,$2.09 B,$1.67 B,$2.00 B,$2.03 B,$1.86 B,$1.68 B,$2.20 B
pkn-orlen,,$4.46 B,$0.65 B,$0.27 B,$1.33 B,$1.12 B,$1.79 B,$1.21 B,$0.60 B,$1.10 B,$0.94 B,$0.71 B,$1.57 B,$0.96 B,$1.05 B,$0.45 B,$0.60 B,$0.90 B,$0.34 B,,,,
principal,,$67.73 B,$80.48 B,$81.56 B,$72.62 B,$63.08 B,$61.95 B,$57.66 B,$52.63 B,$51.65 B,$51.23 B,$55.25 B,$2.83 B,$1.87 B,$2.24 B,$4.42 B,$3.46 B,$3.00 B,$2.75 B,$2.03 B,$3.15 B,$2.23 B,$1.45 B
deckers-brands,$0.98 B,$0.84 B,$1.08 B,$0.64 B,$0.58 B,$0.42 B,$0.29 B,$0.24 B,$0.22 B,$0.24 B,$0.23 B,$0.11 B,$0.26 B,$0.44 B,$0.34 B,$0.19 B,$0.16 B,$98.89 M,$53.24 M,$25.85 M,$6.66 M,$3.94 M,$16.68 M
biomarin,,$1.29 B,$1.01 B,$1.06 B,$0.75 B,$1.08 B,$1.39 B,$0.78 B,$0.59 B,$0.94 B,$0.78 B,$0.45 B,$0.19 B,$0.27 B,$0.30 B,$0.55 B,$0.58 B,$0.28 B,$47.79 M,$48.81 M,$0.20 B,$73.97 M,$0.13 B
telefonica-brasil,,$0.43 B,$1.15 B,$1.11 B,$0.84 B,$0.87 B,$1.22 B,$1.56 B,$1.34 B,$1.76 B,$2.77 B,$3.51 B,$1.64 B,$0.93 B,$1.30 B,$0.74 B,$0.52 B,$99.65 M,$0.21 B,$48.44 M,$73.78 M,$99.59 M,$41.87 M
sirius-xm,,$57 M,$0.19 B,$71 M,$0.10 B,$54.43 M,$69.02 M,$0.21 B,$0.11 B,$0.14 B,$0.13 B,$0.52 B,$0.77 B,$0.58 B,$0.38 B,$0.38 B,$0.43 B,$0.40 B,$0.90 B,$0.76 B,$0.54 B,$0.17 B,$0.33 B
axon,,$0.97 B,$0.44 B,$0.56 B,$0.35 B,$0.34 B,$81.96 M,$89.06 M,$0.10 B,$81.14 M,$51.37 M,$37.8 M,$26.4 M,$42.68 M,$45.5 M,$49.37 M,$51.3 M,$22.33 M,$16.35 M,$31.95 M,$15.87 M,$3.57 M,$5.63 M
celltrion,,$0.47 B,$1.02 B,$0.64 B,$0.54 B,$0.47 B,$0.52 B,$0.22 B,$0.13 B,$0.12 B,$0.10 B,$99.38 M,$50.57 M,$0.10 B,$19.09 M,$3.37 M,$4.55 M,,,,,,
china-railway,,$36.06 B,$29.20 B,$27.57 B,$23.41 B,$20.17 B,$20.49 B,$17.88 B,$15.56 B,$12.51 B,$13.47 B,$11.65 B,$10.12 B,$8.66 B,$7.56 B,$7.26 B,$8.09 B,$4.00 B,$2.14 B,$1.64 B,,,
nokia,,$9.81 B,$10.87 B,$10.17 B,$6.91 B,$8.14 B,$10.30 B,$10.12 B,$10.88 B,$9.70 B,$12.78 B,$13.72 B,$14.12 B,$16.83 B,$13.18 B,$9.55 B,$17.18 B,$11.28 B,$11.70 B,$15.99 B,$15.22 B,$10.07 B,$6.60 B
essity,,$0.43 B,$0.45 B,$0.62 B,$0.32 B,$0.33 B,$0.50 B,$0.46 B,$0.57 B,$0.49 B,$0.67 B,,,,,,,,,,,,
pbbank-public-bank,,,$4.92 B,$5.61 B,$6.21 B,$5.75 B,$5.56 B,$4.17 B,$5.51 B,$6.94 B,$8.71 B,$7.99 B,$7.65 B,$12.01 B,$14.08 B,$12.12 B,$12.38 B,$8.90 B,$7.71 B,,,,
clorox,$0.36 B,$0.18 B,$0.31 B,$0.87 B,$0.11 B,$0.13 B,$0.41 B,$0.40 B,$0.38 B,$0.32 B,$0.29 B,$0.26 B,$0.25 B,$87 M,$0.20 B,$0.21 B,$0.18 B,$0.19 B,$0.29 B,$0.23 B,$0.17 B,$0.17 B,$0.25 B
mfhc,,,$21.04 B,$17.63 B,$21.06 B,$21.07 B,$23.98 B,$19.67 B,$20.38 B,$172.90 B,$18.37 B,$16.00 B,$17.08 B,$13.71 B,$12.67 B,$11.41 B,$10.78 B,$9.46 B,,,,,
vertiv-holdings,,$0.26 B,$0.43 B,$0.53 B,$0.22 B,$0.83 M,,,,,,,,,,,,,,,,,
sbi-life-insurance,$0.28 B,$0.35 B,$0.20 B,$0.15 B,$0.20 B,$0.21 B,$0.15 B,$0.23 B,$0.13 B,$0.17 B,$0.11 B,,,,,,,,,,,,
zto-express,,$2.52 B,$1.97 B,$2.74 B,$2.34 B,$2.64 B,$1.63 B,$1.62 B,$0.37 B,$26.38 M,,,,,,,,,,,,,
ems-chemie,,$0.38 B,$0.12 B,$0.17 B,$0.26 B,$0.29 B,$0.31 B,$0.42 B,$0.47 B,$0.54 B,$0.49 B,$0.50 B,$0.46 B,$0.62 B,$0.65 B,$0.55 B,$0.91 B,$0.99 B,$1.02 B,$1.11 B,$0.44 B,$0.90 B,
warner-music-group,,$0.58 B,$0.49 B,$0.55 B,$0.61 B,$0.51 B,$0.64 B,$0.35 B,$0.24 B,$0.15 B,$0.15 B,$0.30 B,$0.15 B,$0.43 B,$0.38 B,$0.41 B,$0.33 B,$0.38 B,$0.28 B,$0.55 B,$0.14 B,$41 M,
arca-continental,,$1.42 B,$1.56 B,$1.37 B,$1.16 B,$0.81 B,$1.21 B,$0.26 B,$0.48 B,$0.61 B,$0.19 B,$0.20 B,$0.23 B,$0.29 B,$0.33 B,$69.68 M,$0.25 B,$0.22 B,$0.18 B,$0.16 B,$97.7 M,$82.81 M,
carlsberg,,$1.17 B,$1.27 B,$1.33 B,$0.78 B,$0.85 B,$0.55 B,$0.49 B,$0.45 B,$0.39 B,$0.68 B,$1.02 B,$0.55 B,$0.49 B,$0.52 B,$0.53 B,$0.44 B,$0.44 B,$0.37 B,$0.32 B,$0.87 B,$0.57 B,
yankuang-energy,,$6.56 B,$7.19 B,$3.78 B,$3.92 B,$4.77 B,$4.39 B,$2.88 B,$3.63 B,$3.31 B,$2.56 B,$2.58 B,$2.87 B,$1.66 B,$1.79 B,$1.42 B,$0.79 B,$0.85 B,$0.98 B,$0.74 B,$0.25 B,$0.20 B,$0.14 B
expeditors,,$2.03 B,$1.72 B,$1.52 B,$1.23 B,$0.92 B,$1.05 B,$0.97 B,$0.80 B,$0.96 B,$1.27 B,$1.26 B,$1.29 B,$1.08 B,$0.92 B,$0.74 B,$0.57 B,$0.51 B,$0.46 B,$0.40 B,$0.29 B,$0.21 B,$0.21 B
sonova,$0.45 B,$0.66 B,$1.88 B,$0.46 B,$0.37 B,$0.57 B,$0.37 B,$0.33 B,$0.40 B,$0.46 B,$0.45 B,$0.22 B,$0.21 B,$0.33 B,$0.20 B,$0.31 B,$0.28 B,$0.14 B,$0.15 B,$0.11 B,$54.34 M,$83.02 M,
olympus,$1.35 B,$2.56 B,$2.06 B,$1.53 B,$1.05 B,$1.86 B,$1.78 B,$1.48 B,$1.74 B,$2.45 B,$2.43 B,$2.41 B,$2.56 B,$2.21 B,$1.38 B,$1.58 B,$1.91 B,$1.41 B,$1.13 B,$1.43 B,$1.16 B,$1.02 B,$1.07 B
ypf,,$1.09 B,$1.10 B,$0.99 B,$1.24 B,$1.51 B,$2.18 B,$1.15 B,$1.18 B,$1.15 B,$1.64 B,$0.96 B,$0.33 B,$0.63 B,$0.56 B,$0.35 B,$0.27 B,$0.35 B,$0.17 B,$0.30 B,$0.46 B,$0.20 B,$36.39 M
fresenius,,$2.51 B,$3.10 B,$2.45 B,$2.00 B,$3.21 B,$1.97 B,$1.69 B,$1.14 B,$1.42 B,$1.25 B,$1.26 B,$0.82 B,$1.02 B,$0.60 B,$0.51 B,$0.52 B,$0.34 B,$0.29 B,$0.18 B,$0.15 B,$0.17 B,
aker-bp,,$2.75 B,$1.97 B,$0.53 B,$0.10 B,$44.94 M,$0.23 B,$0.10 B,$89.1 M,$0.29 B,$0.27 B,$0.20 B,$0.14 B,$0.13 B,$0.27 B,$0.21 B,$0.10 B,$86.79 M,$15.81 M,,,,
wsp-global,,$0.44 B,$0.83 B,$0.43 B,$0.28 B,$0.18 B,$0.14 B,$0.17 B,$0.14 B,$0.17 B,$0.11 B,$0.12 B,$0.14 B,$26.97 M,$49.31 M,$12.09 M,$12.88 M,$3.42 M,,,,,
huntington-bancshares,,$6.91 B,$5.91 B,$6.71 B,$1.27 B,$2.72 B,$1.56 B,$1.44 B,$0.89 B,$1.28 B,$1.05 B,$1.33 B,$1.20 B,$0.98 B,$1.84 B,$1.09 B,$1.75 B,$1.15 B,$0.98 B,$0.89 B,$0.93 B,$1.00 B,$1.15 B
hormel-foods,,$0.99 B,$0.63 B,$1.73 B,$0.68 B,$0.45 B,$0.44 B,$0.41 B,$0.34 B,$0.33 B,$0.43 B,$0.75 B,$0.53 B,$0.51 B,$0.38 B,$0.15 B,$0.14 B,$0.17 B,$0.16 B,$0.28 B,$97.97 M,$0.30 B,$0.18 B
standard-bank-group,,,$5.98 B,$6.04 B,$5.46 B,$5.99 B,$6.23 B,$10.02 B,$8.62 B,$14.33 B,$13.49 B,$18.68 B,$3.95 B,$4.33 B,$3.37 B,$2.74 B,$3.03 B,$10.59 B,$11.22 B,$5.56 B,$3.31 B,$2.17 B,
waters-corporation,,$0.48 B,$0.56 B,$0.44 B,$0.33 B,$1.73 B,$3.39 B,$2.81 B,$2.39 B,$2.05 B,$1.80 B,$1.53 B,$1.28 B,$0.94 B,$0.63 B,$0.42 B,$0.69 B,$0.51 B,$0.49 B,$0.53 B,$0.35 B,$0.26 B,$0.22 B
hdfc-life,$0.14 B,$0.42 B,$0.47 B,$0.21 B,$0.44 B,$0.49 B,$0.17 B,$0.26 B,$0.13 B,$0.16 B,$0.19 B,,,,,,,,,,,,
akamai,,$1.10 B,$1.07 B,$1.09 B,$1.53 B,$1.89 B,$0.71 B,$0.83 B,$0.74 B,$0.75 B,$0.67 B,$0.43 B,$0.84 B,$0.60 B,$0.56 B,$0.33 B,$0.54 B,$0.26 B,$0.29 B,$70.63 M,$0.16 B,$0.11 B,$0.19 B
southwest-airlines,,$12.29 B,$15.50 B,$13.33 B,$4.07 B,$3.68 B,$3.27 B,$3.30 B,$3.05 B,$2.98 B,$3.15 B,$2.97 B,$3.14 B,$3.53 B,$2.59 B,$1.80 B,$2.77 B,$1.75 B,$2.53 B,$1.30 B,$1.86 B,$1.81 B,$2.27 B
guotai-junan-securities,,,$53.30 B,$45.91 B,$31.10 B,$23.56 B,$14.18 B,$13.52 B,$16.26 B,$15.16 B,$6.25 B,$2.75 B,$8.87 B,$12.58 B,$13.64 B,$8.24 B,$11.45 B,$3.73 B,$1.72 B,$1.50 B,$1.84 B,$2.30 B,
kakao,,$5.21 B,$5.98 B,$3.41 B,$1.88 B,$2.15 B,$1.42 B,$0.73 B,$0.65 B,$0.58 B,$0.26 B,$0.25 B,$0.18 B,$0.17 B,$0.11 B,$79.11 M,$24.21 M,,,,,,
abiomed,,$0.75 B,$0.58 B,$0.44 B,$0.49 B,$0.36 B,$0.22 B,$0.21 B,$0.13 B,$76.57 M,$76.7 M,$77.22 M,$60.31 M,$58.26 M,$57.17 M,$38.29 M,$75.12 M,$30.83 M,$41.5 M,$27.32 M,$54.44 M,$71.32 M,$92.49 M
royalty-pharma,,$2.42 B,$2.80 B,$1.99 B,$0.79 B,$2.38 B,,,,,,,,,,,,,,,,,
ctbc-financial-holding,,,$17.69 B,$17.81 B,$12.90 B,$12.47 B,$14.67 B,$12.14 B,$16.13 B,$111.15 B,$8.00 B,$5.40 B,$5.41 B,$4.23 B,$4.28 B,$4.24 B,$5.13 B,$5.91 B,,,,,
tdk,$4.19 B,$4.14 B,$4.04 B,$3.38 B,$2.97 B,$3.04 B,$3.45 B,$2.73 B,$2.38 B,$2.52 B,$2.38 B,$2.10 B,$2.37 B,$2.14 B,$2.09 B,$1.71 B,$2.55 B,$2.04 B,$2.36 B,$2.14 B,$1.42 B,$0.94 B,$1.21 B
hydro-one,,$0.39 B,$0.42 B,$0.59 B,$22.96 M,$0.35 B,$19.87 M,$37.21 M,$67.76 M,$86.17 M,$0.76 B,$0.19 B,$0.22 B,$0.17 B,$N/A,$13.15 M,,,,,,,
snam,,$1.88 B,$1.51 B,$3.74 B,$3.19 B,$2.14 B,$0.86 B,$35.79 M,$18.58 M,$89.99 M,$2.76 M,$19.84 M,$2.59 M,$10.64 M,$51.57 M,,$1.46 M,$1.32 M,$1.18 M,,,,
nan-ya-plastics,,$4.12 B,$4.35 B,$3.56 B,$2.97 B,$3.07 B,$3.14 B,$3.17 B,$2.82 B,$2.52 B,$2.25 B,$2.19 B,$2.33 B,$2.82 B,$1.44 B,$1.24 B,$1.94 B,$1.74 B,,,,,
ck-asset--holdings,,$7.84 B,$8.12 B,$7.67 B,$7.63 B,$7.24 B,$7.21 B,$8.07 B,$5.91 B,$1.33 B,$1.29 B,$1.66 B,,,,,,,,,,,
atmos-energy,$15.4 M,$51.55 M,$0.11 B,$20.8 M,$24.55 M,$13.77 M,$26.4 M,$47.53 M,$28.65 M,$42.25 M,$66.19 M,$64.23 M,$0.13 B,$0.13 B,$0.11 B,$46.71 M,$60.72 M,$0.11 B,$0.12 B,$0.20 B,$15.68 M,$46.82 M,$15.26 M
safco,,$3.45 B,$1.50 B,$0.42 B,$0.20 B,$0.27 B,$65.27 M,$84.43 M,$0.38 B,$0.43 B,$0.57 B,$0.95 B,$1.31 B,$1.03 B,$1.24 B,$1.34 B,$0.76 B,$0.88 B,,,,,
tyler-technologies,,$0.21 B,$0.36 B,$0.70 B,$0.29 B,$0.21 B,$0.25 B,$79.73 M,$70.77 M,$0.20 B,$78.87 M,$6.4 M,$1.35 M,$2.13 M,$9.74 M,$2.53 M,$51.23 M,$36.75 M,$32.48 M,$26.4 M,$21.93 M,$13.74 M,$5.27 M
