Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
seagate,-$3.57,$2.87,$8.12,$3.87,$6.22,$5.86,$2.22,$1.72,$2.00,$6.20,$4.60,$7.84,$2.14,$2.49,$0.72,-$4.65,$2.81,$0.82,$2.25,$0.70,$1.67,,
seres-group,-$0.36,-$0.40,-$0.21,-$0.23,$0.009379,$0.01797,$0.12,$0.09376,$0.07831,$0.06493,,,,,,,,,,,,,
sun-communities,$1.83,$1.98,$3.32,$1.34,$1.80,$1.30,$0.85,$0.27,$2.46,$0.60,$0.32,$0.20,-$0.04000,-$0.15,-$0.33,-$1.90,-$0.93,-$1.42,-$0.31,-$2.20,$0.75,$0.69,$1.96
hubbell,$13.25,$10.46,$7.33,$6.46,$7.35,$6.57,$4.41,$5.26,$4.79,$5.52,$5.51,$5.05,$4.47,$3.61,$3.16,$3.96,$3.55,$2.62,$2.71,$2.55,$1.91,$1.84,$0.83
ntt-data,$0.72,$0.74,$0.75,$0.58,$0.60,$0.56,$0.49,$0.42,$0.32,$0.23,$0.23,$0.31,$0.27,$0.30,$0.26,,,,,,,,
align-technology,$4.73,$4.62,$9.78,$22.59,$5.57,$5.00,$2.89,$2.38,$1.80,$1.81,$0.80,$1.03,$0.86,$0.98,-$0.42,$1.21,$0.53,-$0.55,$0.03000,$0.15,-$0.35,-$1.51,-$2.76
terna,$0.46,$0.45,$0.46,$0.48,$0.42,$0.41,$0.39,$0.35,$0.33,$0.35,$0.34,$0.30,$0.31,$0.40,$0.54,,,,,,,,
vanke,$0.29,$0.29,$0.30,$0.54,$0.50,$0.45,$0.38,$0.28,$0.26,$0.23,$0.22,$0.18,$0.14,$0.09933,$0.07033,$0.05396,$0.06051,$0.03311,$0.02161,$0.01473,$0.01029,$0.008220,
northern-trust,$5.27,$6.15,$7.17,$5.48,$6.66,$6.68,$4.95,$4.35,$4.03,$3.34,$3.01,$2.81,$2.47,$2.75,$3.16,$3.52,$3.28,$3.06,$2.69,$2.30,$1.84,$2.03,$2.19
yum-china,$1.88,$1.05,$2.34,$2.00,$1.89,$1.84,,,,,,,,,,,,,,,,,
abu-dhabi-commercial-bank-adcb,,,,,,,,,,,,,,,,,,,,,,,
hologic,$1.95,$3.95,$6.71,$5.33,$0.93,-$1.50,$3.86,$1.19,$0.66,$0.18,-$4.39,-$0.34,$0.64,-$0.30,-$8.69,$0.03000,-$0.92,$0.38,$0.34,$0.19,$0.06500,$0.007500,-$0.25
weichai-power,$0.09445,$0.08437,$0.17,$0.17,$0.17,$0.16,$0.13,$0.04639,$0.02788,$0.10,$0.07305,$0.05994,$0.11,$0.13,$0.06260,$0.03502,$0.03869,$0.01659,,,,,
sungrow-power-supply,$0.46,$0.35,$0.17,$0.20,$0.08789,$0.08260,$0.11,$0.06249,$0.06103,$0.03858,$0.02602,$0.01014,$0.02365,,,,,,,,,,
siemens-india,$0.70,$0.61,$0.40,$0.30,$0.45,$0.28,$0.53,$0.08869,$0.19,,,,,,,,,,,,,,
hindustan-zinc,$0.24,$0.30,$0.29,$0.22,$0.25,$0.29,$0.36,$0.26,$0.29,$0.31,$0.31,$0.27,,,,,,,,,,,
regions-financial,$2.42,$2.30,$2.51,$1.03,$1.51,$1.55,$1.02,$0.87,$0.75,$0.80,$0.78,$0.70,$0.51,-$0.63,-$1.12,-$8.12,$1.77,$2.70,$2.18,$2.13,$2.93,$2.76,$2.26
grasim-industries,$1.20,$1.58,$1.33,$0.84,$0.89,$0.31,$0.81,$1.00,$0.59,$0.69,$0.82,$1.10,,,,,,,,,,,
kubota,$1.18,$0.99,$1.30,$1.00,$1.12,$1.02,$0.98,$0.98,$1.26,$1.01,$0.66,$0.54,$0.51,$0.28,$0.42,$0.48,$0.52,$0.79,$0.43,$0.03861,$0.11,$0.02691,
zte,$0.27,$0.25,$0.23,$0.13,$0.17,-$0.26,$0.16,-$0.07037,$0.12,$0.10,$0.05334,-$0.11,$0.08111,$0.13,$0.07830,$0.05364,$0.03829,$0.02148,$0.03317,$0.03103,$0.02254,$0.01814,
booz-allen-hamilton,$2.23,$3.24,$4.23,$3.94,$3.08,$2.88,$1.92,$1.69,$1.83,$1.59,$1.71,$1.53,$1.60,$0.65,,,,,,,,,
george-weston,$8.97,$9.36,$2.04,$4.42,$1.03,$3.03,$4.44,$3.02,$2.78,$0.46,$4.67,$3.38,$4.55,$3.06,$6.25,$5.44,$3.79,$0.56,$4.32,$2.39,$4.33,$3.69,$1.86
formosa-plastics,$0.008900,$0.19,$0.40,$0.11,$0.19,$0.26,$0.26,$0.19,$0.15,$0.09496,$0.11,$0.07983,$0.19,$0.23,,,,,,,,,
bollore,$2.34,$0.18,$0.08962,$0.09152,$0.29,$0.16,$0.22,$0.11,$0.15,$0.38,$0.19,$0.20,$0.07035,$0.03215,$0.21,$0.34,$14.53,$0.02577,,,,,
omnicom,$6.96,$6.42,$6.57,$4.38,$6.10,$5.87,$4.68,$4.79,$4.43,$4.27,$3.72,$3.64,$3.38,$2.75,$2.54,$3.17,$2.95,$2.53,$2.18,$1.95,$1.65,$1.54,$1.24
jacobs-engineering,$5.84,$5.05,$2.28,$3.80,$7.23,$2.10,$1.95,$1.87,$2.02,$2.58,$3.22,$3.04,$2.82,$1.93,$2.90,$3.59,$2.72,$1.84,$1.27,$1.01,$1.04,$1.05,$0.87
sompo-holdings,$3.89,$1.90,$6.10,$2.62,$3.41,$2.97,$4.42,$4.06,$2.03,$0.84,$2.12,$1.65,-$5.71,,,,,,,,,,
china-longyuan-power-group,$0.08653,$0.08850,$0.14,$0.08935,$0.08236,$0.08100,$0.07183,$0.06711,$0.05747,$0.04814,,,,,,,,,,,,,
cincinnati-financial,$10.64,-$2.97,$18.30,$7.62,$12.23,$1.76,$6.37,$3.59,$3.86,$3.22,$3.17,$2.60,$1.02,$2.30,$2.66,$2.62,$5.00,$5.36,$3.44,$3.30,$2.12,$1.34,$1.09
wuxi-biologics,$0.25,$0.13,$0.07730,$0.05041,$0.02459,$0.01194,$0.004037,$0.003985,,,,,,,,,,,,,,,
nomura-research-institute,$0.92,$0.92,$1.01,$0.69,$0.94,$0.64,$0.61,$0.64,$0.41,$0.52,$0.45,$0.50,$0.56,$0.32,$0.32,,,,,,,,
best-buy,$5.83,$6.74,$10.45,$6.65,$5.72,$3.89,$4.04,$3.35,$2.68,$2.90,-$4.14,$2.87,$3.40,$2.67,$2.76,$3.10,$2.59,$2.17,$1.81,$1.13,$1.12,$0.86,
erie-indemnity,$8.60,$6.41,$6.40,$6.30,$6.80,$6.19,$4.24,$4.53,$3.75,$3.59,$3.46,$3.39,$3.45,$3.19,$2.10,$1.34,$3.79,$3.45,$3.68,$3.54,$3.09,$2.68,$1.71
watsco,$14.30,$14.11,$9.83,$6.30,$5.85,$6.11,$5.27,$4.71,$4.52,$4.00,$3.43,$2.54,$2.74,$2.47,$1.37,$2.15,$2.49,$3.15,$2.69,$1.88,$1.40,$1.13,$0.94
entegris,$1.34,$1.55,$3.03,$2.19,$1.89,$1.71,$0.60,$0.69,$0.58,$0.05000,$0.54,$0.50,$0.92,$0.64,-$0.50,-$4.65,$0.35,$0.46,$0.40,$0.12,$0.03901,$0.20,
jeronimo-martins,$1.25,$0.98,$0.86,$0.58,$0.69,$0.75,$0.71,$1.05,$0.59,$0.63,$0.81,$0.74,$0.74,$0.59,$0.45,,,,,,,,
adnoc-drilling-company,,,,,,,,,,,,,,,,,,,,,,,
symrise,$1.50,$2.19,$2.10,$1.95,$1.93,$1.73,$1.71,$1.44,$1.55,,,,,,,,,,,,,,
vinfast-auto,-$1.03,,,,,,,,,,,,,,,,,,,,,,
ptt-exploration-and-production,$0.52,$0.50,$0.30,$0.18,$0.38,$0.27,$0.14,$0.07925,-$0.22,$0.16,$0.47,$0.56,$0.44,$0.40,$0.19,,,,,,,,
first-solar,$4.44,-$0.42,$4.43,$3.76,-$1.09,$1.38,-$1.58,-$3.63,$5.38,$3.96,$3.70,-$1.14,-$0.46,$7.82,$7.67,$4.33,$2.11,$0.18,-$0.13,-$0.39,,,
air-china,-$0.34,-$0.42,-$0.19,-$0.15,$0.06782,$0.08007,$0.07988,$0.08378,$0.08771,$0.05022,$0.04401,$0.06358,$0.09294,$0.16,$0.06155,-$0.11,$0.04210,,,,,,
dynatrace,$0.58,$0.10,$0.28,$0.35,-$1.86,,,,,,,,,,,,,,,,,,
continental,$3.69,$0.50,$8.42,-$5.51,-$6.56,$17.05,$17.14,$15.45,$15.10,$15.58,$12.72,$12.39,$8.55,$3.79,-$13.51,$9.14,$8.29,$14.00,,,,,
sodexo,N/A,$2.82,$2.10,$1.33,$1.26,$1.39,,,,,,,,,,,,,,,,,
polyus,$16.83,$11.86,$14.53,$3.45,$9.57,$10.16,,,,,,,,,,,,,,,,,
dassault-aviation,$8.24,$4.48,$9.60,$7.91,$9.17,$4.74,$1.75,$3.43,$6.27,$6.56,$4.13,$3.51,$3.64,$5.30,$5.52,$3.67,$3.56,$4.19,$3.66,$3.35,,,
erste-group-bank,$7.23,$5.35,$4.92,$1.87,$3.59,$4.86,$3.53,$3.40,$2.57,-$4.61,$0.05737,$1.36,-$3.05,$2.59,$3.32,,,,,,,,
moncler,N/A,$0.74,$0.65,$0.41,,,,,,,,,,,,,,,,,,,
magna-international,$3.25,$2.03,$5.05,$2.51,$5.51,$6.64,$5.89,$5.20,$4.94,$4.42,$3.43,$3.08,$2.13,$2.18,-$1.10,$0.14,$1.49,$1.21,$1.50,$1.74,$1.12,$1.45,$1.64
heidelbergcement,$9.36,$6.68,$5.44,$3.77,$4.78,$3.31,$5.29,$1.88,$2.53,$2.40,$0.44,,,,,,,,,,,,
tourmaline-oil,$2.19,$10.12,$5.13,$1.79,$0.90,$1.11,$1.00,-$0.12,$0.28,$2.18,$0.78,$0.10,$0.29,$0.05927,,,,,,,,,
telenor,$4.24,$3.34,$0.12,$1.36,$0.63,$1.24,$0.98,$0.21,$0.31,$0.97,$0.97,$0.98,$0.83,$1.38,$0.87,$1.43,$1.92,$1.49,$0.78,$0.39,$0.28,-$0.35,-$0.33
avery-dennison,$5.98,$9.29,$8.92,$6.66,$3.64,$5.38,$3.18,$3.61,$3.01,$2.67,$2.10,$2.10,$1.79,$2.91,-$7.56,$2.71,$3.09,$3.74,$2.27,$2.81,$2.69,$2.61,$2.49
hyundai-mobis,$24.60,$20.95,$22.16,$14.22,$20.84,$18.13,$14.53,$27.94,$27.96,$34.00,$33.00,$34.03,$28.31,$21.95,$14.49,$11.37,$9.87,,,,,,
alfa-laval,$1.37,$1.06,$1.29,$0.92,$1.39,$1.22,$0.84,$0.64,$1.09,$0.99,$1.11,$1.15,$1.17,$1.04,$0.86,,,,,,,,
pidilite,$0.33,$0.31,$0.33,$0.26,$0.34,$0.27,$0.26,$0.25,$0.21,$0.16,$0.15,$0.15,,,,,,,,,,,
china-merchants-securities,$0.14,$0.13,$0.19,$0.15,$0.12,$0.06703,$0.09662,$0.11,$0.25,$0.09644,$0.06500,$0.04613,$0.05513,$0.08556,$0.11,,,,,,,,
idex,$8.16,$7.75,$5.90,$5.00,$5.63,$5.37,$4.41,$3.58,$3.64,$3.48,$3.11,$0.43,$2.34,$1.93,$1.41,$1.55,$1.93,$1.84,$1.43,$1.15,$0.85,$0.76,$0.48
celanese,$11.70,$17.48,$17.03,$17.04,$6.81,$8.94,$6.11,$6.21,$2.01,$4.00,$6.97,$3.90,$2.73,$2.39,$3.33,$1.82,$2.70,$2.51,$1.70,-$0.97,,,
porsche-se,$11.11,$16.88,$17.37,$10.50,$16.09,,,,,,,,,,,,,,,,,,
santos,$1.64,$0.07845,$1.00,$0.86,$0.43,$0.38,$0.29,$0.37,,,,,,,,,,,,,,,
ucb,$2.36,$6.34,$4.76,$9.48,$9.70,$9.60,$5.81,$7.11,$2.68,$2.43,$3.68,$3.47,$1.52,$8.17,$0.67,$2.60,$6.72,$12.43,$6.16,$5.83,$4.01,,
b3,$0.15,$0.14,$0.14,$0.13,$0.11,$0.08942,$0.06677,$0.08101,$0.11,$0.07489,$0.08609,$0.09427,$0.11,$0.11,$0.07528,,,,,,,,
western-digital,-$7.66,-$0.27,$6.45,$0.55,-$4.06,$2.80,$1.35,-$1.48,$4.92,$6.73,$4.44,$8.51,$2.96,$4.72,$4.28,$3.22,$3.22,$2.08,$1.33,$0.79,$0.76,$0.67,-$0.15
sgs,$3.59,$2.91,$3.61,$3.44,$3.39,$2.81,$2.91,$3.32,$3.54,$3.13,$3.01,$3.32,$2.92,$3.49,$2.31,$1.92,$1.50,$1.31,$0.96,$0.63,-$0.43,,
pko-bank-polski,$0.67,$0.61,$0.96,-$0.55,$0.85,$0.80,$0.71,$0.55,$0.54,$0.74,$0.87,$0.97,$0.92,$0.86,$0.72,$0.97,$1.10,$0.69,$0.49,,,,
sany-heavy-industry,$0.07196,$0.07567,$0.22,$0.27,$0.20,$0.12,$0.04038,$0.004047,$0.0002147,$0.01500,$0.06169,$0.12,$0.18,$0.10,$0.04476,$0.02940,$0.03577,$0.01212,$0.004465,$0.006714,$0.006988,,
reliance-steel-aluminum,$24.09,$30.27,$22.37,$5.76,$10.48,$8.80,$8.41,$4.20,$4.18,$4.79,$4.19,$5.36,$4.60,$2.61,$2.02,$6.59,$5.39,$4.82,$3.12,$2.62,$0.54,$0.48,$0.66
loews-corporation,$5.83,$3.41,$6.08,-$3.28,$3.07,$1.98,$3.46,$1.93,$0.68,$1.56,$1.53,$1.44,$2.73,$3.08,$1.30,$8.61,$3.65,$3.76,$1.72,$1.88,-$1.28,$1.64,-$0.96
mid-america-apartment-communities,$5.01,$5.49,$4.61,$2.20,$3.06,$1.93,$2.86,$2.74,$4.41,$1.97,$2.80,$2.55,$1.32,$0.57,$0.86,$0.64,$1.00,$0.29,$0.25,$0.51,-$0.07000,-$0.11,$0.72
epam-systems,$8.21,$7.32,$8.52,$5.88,$4.76,$4.48,$1.41,$1.97,$1.74,$1.47,$1.35,$1.29,$0.37,$0.83,,,,,,,,,
adani-total-gas,$0.06300,$0.06008,$0.07030,$0.05405,$0.05057,$0.02536,,,,,,,,,,,,,,,,,
quest-diagnostics,$6.76,$8.06,$15.87,$10.60,$6.36,$5.39,$5.63,$4.57,$4.92,$3.83,$5.60,$3.49,$4.18,$4.08,$3.91,$2.99,$1.77,$2.98,$2.71,$2.46,$2.11,$1.66,$0.88
bunge,$13.08,$10.95,$14.49,$7.99,-$9.33,$1.65,$0.89,$5.06,$5.13,$4.19,$1.57,$0.19,$6.20,$15.98,$2.19,$8.11,$6.11,$4.32,$4.73,$4.37,$4.12,$2.51,$1.81
anhui-conch-cement,$0.33,$0.44,$0.97,$0.97,$0.91,$0.84,$0.45,$0.24,$0.23,$0.33,$0.29,$0.19,$0.34,$0.17,$0.09868,$0.07527,$0.07635,$0.05023,$0.01330,$0.03240,$0.02456,$0.008978,
power-finance-corp,$0.67,$0.58,$0.59,$0.38,$0.44,,,,,,,,,,,,,,,,,,
eqt-corporation,$8.07,$4.88,-$4.24,-$3.80,-$4.78,-$8.57,$7.17,-$2.67,$0.57,$2.55,$2.60,$1.22,$3.22,$1.60,$1.19,$2.01,$2.12,$1.84,$2.15,$2.27,$1.37,$2.11,$2.17
albemarle,$28.36,$22.96,$1.09,$3.53,$5.03,$6.38,$0.48,$5.72,$2.99,$1.69,$4.96,$3.16,$4.32,$3.47,$1.95,$2.12,$2.41,$1.50,$1.23,$0.66,$0.86,$0.87,$0.75
nissan,$0.52,$0.25,$0.27,-$2.56,$0.09906,$1.13,$1.88,$1.12,$1.13,$1.01,$0.93,$0.91,$0.90,$0.78,-$0.53,$0.81,$0.97,$0.69,$1.08,$1.14,$1.10,$0.92,$0.73
avantor,$0.54,$1.03,$0.86,$0.09000,-$1.05,-$0.72,,,,,,,,,,,,,,,,,
almarai,$0.55,$0.48,$0.42,$0.54,$0.49,$0.53,$0.57,$0.56,$0.50,$0.44,$0.40,$0.39,,,,,,,,,,,
jg-health,-$0.05493,-$1.20,-$0.04449,$0.009994,$0.008776,,,,,,,,,,,,,,,,,,
gulf-energy-development-public-company,$0.03242,$0.02814,$0.02014,$0.01280,$0.01474,$0.008831,$0.02316,$0.001126,,,,,,,,,,,,,,,
tatneft,$1.19,$0.60,$1.33,$1.48,$0.95,$0.75,$0.71,$1.05,$0.97,$1.06,,,,,,,,,,,,,
jabil,$6.14,$7.05,$5.03,$1.42,$1.32,$0.89,$0.59,$1.12,$1.78,$0.98,$1.90,$1.88,$1.84,$1.16,-$4.17,-$0.99,$0.46,$0.62,$1.11,$0.94,$0.30,$0.18,$0.41
sqm,$12.54,$13.68,$2.07,$0.62,$1.05,$1.66,$1.61,$1.05,$0.80,$1.12,$1.76,$2.45,$2.05,$1.44,$1.28,$1.89,$0.68,$0.53,$0.43,$0.28,$0.22,$0.15,$0.08935
bentley-systems,$0.51,$0.56,$0.31,$0.45,,,,,,,,,,,,,,,,,,,
sage,$0.28,$0.35,$0.37,$0.30,$0.35,$0.37,$0.25,$0.27,$0.28,$0.06419,$0.39,$0.24,$0.29,$0.24,$0.24,$0.26,$0.23,$0.19,$0.19,$0.15,$0.09184,$0.08659,
nec-corp,$3.41,$4.22,$4.01,$3.74,$2.86,$1.28,$1.64,$2.13,$1.54,$2.57,$0.16,-$0.02194,-$2.90,$0.82,-$11.06,,,,,,,,
lennox,$15.21,$13.93,$12.48,$9.32,$10.51,$8.86,$7.25,$6.40,$4.14,$4.30,$3.45,$1.78,$1.70,$2.15,$0.90,$2.21,$2.56,$2.36,$2.35,-$2.29,$1.41,-$3.55,-$0.72
leidos,$1.07,$4.98,$5.33,$4.43,$4.64,$3.86,$2.42,$2.44,-$4.42,$3.52,$2.16,$3.88,$6.36,$4.84,$4.36,$3.88,$5.48,,,,,,
kb-financial-group,$7.97,$7.60,$9.64,$7.54,$7.26,$7.05,$7.39,$4.88,$3.83,$3.45,$3.04,$4.13,$5.94,$0.42,$21.75,$9.47,$7.96,$3.07,-$2.59,$3.08,$3.62,,
textron,$4.69,$4.05,$3.33,$1.35,$3.51,$4.92,$1.14,$3.57,$2.53,$2.16,$1.78,$2.04,$0.82,$0.31,-$0.10,$1.97,$3.66,$2.36,$0.76,$1.33,$0.95,$1.30,$0.59
secom,$3.37,$3.22,$3.84,$3.26,$3.80,$3.89,$3.31,$3.44,$2.94,$3.27,$3.14,$2.37,$3.31,$2.99,$2.35,,,,,,,,
grupo-elektra,$1.68,-$1.76,$2.85,-$0.28,$3.66,$3.35,$3.62,$1.16,-$1.41,$2.17,$0.25,-$5.90,$9.33,$2.24,$1.62,,,,,,,,
essex-property-trust,$8.15,$6.28,$7.51,$8.66,$6.67,$5.91,$6.59,$6.27,$3.49,$2.08,$4.04,$3.42,$1.24,$1.13,$3.04,$2.15,$4.39,$2.50,$3.38,$3.39,$1.58,$2.62,$2.61
cf-industries,$10.79,$16.38,$4.27,$1.47,$2.23,$1.24,$1.53,-$1.20,$2.96,$5.30,$4.96,$5.79,$4.45,$1.03,$1.51,$2.47,$1.34,$0.12,,,,,
lenovo,$0.14,$0.16,$0.08060,$0.06210,$0.04340,-$0.009500,$0.05510,-$0.01900,$0.08430,$0.07570,$0.05580,$0.04450,$0.02540,-$0.01710,$0.01990,$0.04630,,,,,,,
snap-on,$18.77,$17.12,$15.23,$11.54,$12.59,$12.08,$9.71,$9.41,$8.24,$7.26,$6.02,$5.25,$4.75,$3.22,$2.34,$4.11,$3.12,$1.71,$1.61,$1.40,$1.35,$1.82,$0.33
astra-international,$0.04598,$0.04795,$0.03451,$0.02666,$0.03801,$0.03713,$0.03479,$0.02830,$0.02608,$0.03965,$0.04467,$0.05099,$0.04971,,,,,,,,,,
wisetech-global,$0.41,$0.25,$0.35,$0.12,$0.10,$0.08377,$0.005976,$0.03223,$0.03890,$0.01288,,,,,,,,,,,,,
aviva,$0.68,$1.26,$1.10,$0.64,$0.62,$0.25,$0.44,$1.03,$1.42,-$2.41,$0.12,$1.02,$0.80,-$0.71,$1.28,$2.26,$1.66,$1.41,$0.97,-$0.40,$0.01149,,
xpeng,-$1.43,-$1.37,-$0.91,-$1.29,,,,,,,,,,,,,,,,,,,
packaging-corporation-of-america,$8.73,$11.06,$8.86,$4.87,$7.37,$7.82,$7.09,$4.76,$4.46,$3.99,$4.52,$1.69,$1.58,$2.02,$2.61,$1.32,$1.62,$1.21,$0.50,$0.65,-$0.14,$0.46,$0.99
grupo-financiero-inbursa,$0.25,$0.23,$0.16,$0.08729,$0.10,$0.13,$0.16,$0.09636,$0.11,$0.20,$0.19,$0.10,$0.06120,$0.10,$0.09065,,,,,,,,
eisai,$2.18,$1.60,$7.11,$12.24,$12.36,$8.10,$3.61,$7.14,$5.21,$5.90,$6.10,$7.49,$8.87,$9.21,$9.34,,,,,,,,
godaddy,$2.09,$2.23,$1.44,-$3.00,$0.80,$0.46,$1.13,-$0.22,-$1.21,$0.30,-$0.48,,,,,,,,,,,,
commerzbank,$1.53,$1.20,$0.24,-$2.82,$0.55,$0.82,$0.12,$0.23,$0.98,$0.34,$0.01360,$0.04833,$9.46,$12.81,-$52.57,,,,,,,,
lamb-weston,$6.97,$3.28,$1.33,$2.02,$3.47,$3.22,$2.17,$2.13,,,,,,,,,,,,,,,
roku,-$6.17,-$3.59,$1.84,-$0.17,-$0.52,-$0.09000,-$8.99,,,,,,,,,,,,,,,,
bouygues,$2.88,$2.61,$3.43,$2.25,$3.53,$4.12,$3.57,$2.28,$1.35,$3.16,-$3.20,$2.56,$4.20,$3.97,$5.38,,,,,,,,
supermicro,$11.55,$11.01,$2.46,$1.71,$1.67,$1.60,$0.79,$1.23,$2.21,$1.89,$0.86,$0.44,$0.97,$0.90,$0.42,$0.74,$0.80,$0.89,$0.48,,,,
obic,$4.22,$4.14,$4.20,$3.84,$3.59,$3.18,$2.67,$2.26,$2.12,$1.84,$1.91,$1.75,$0.71,$1.47,$1.29,,,,,,,,
aercap,$10.93,-$3.05,$6.83,-$2.35,$8.52,$7.00,$6.68,$5.65,$5.78,$4.21,$2.58,$1.21,$1.17,$1.77,$1.95,$1.79,$2.21,$1.34,$34.58,,,,
carlisle-companies,$14.54,$17.79,$8.02,$5.86,$8.29,$9.98,$5.76,$3.86,$4.89,$3.89,$3.29,$4.29,$2.90,$2.36,$2.36,$0.92,$3.50,$3.54,$1.72,$1.28,$1.45,$0.46,$0.42
cnh-industrial,$1.74,$1.49,$1.27,-$0.37,$1.05,$0.78,$0.20,-$0.18,$0.19,$0.52,$0.72,,,,,,,,,,,,
shinhan-financial-group,$5.92,$6.64,$6.34,$5.64,$6.02,$5.99,$5.42,$5.00,$4.18,$3.99,$3.50,$4.23,$5.55,$4.53,$4.60,$3.88,$4.68,$3.29,$0.84,,,,
synchrony,$5.44,$6.15,$7.38,$2.28,$5.57,$3.77,$2.42,$2.72,$2.66,$2.58,$2.38,,,,,,,,,,,,
prada,$0.19,$0.13,-$0.02583,$0.11,$0.09152,$0.12,$0.14,$0.20,$0.33,$0.33,$0.22,$0.14,$0.56,,,,,,,,,,
enphase-energy,$4.19,$2.94,$1.08,$1.06,$1.32,-$0.12,-$0.55,-$1.38,-$0.49,-$0.19,-$0.62,-$6.67,-$25.81,-$14.49,,,,,,,,,
china-communications-construction,$0.16,$0.16,$0.16,$0.13,$0.17,$0.17,$0.18,$0.14,$0.15,$0.14,$0.12,$0.12,$0.12,$0.09530,,,,,,,,,
formula-one-group,$2.09,$2.39,-$0.82,-$2.15,-$1.34,-$0.65,$1.18,$1.06,-$0.37,-$0.06418,$51.28,$8.20,,,,,,,,,,,
novozymes,$1.67,$1.87,$1.77,$1.56,$1.66,$1.75,$1.63,$1.50,$1.37,$1.42,$1.25,$1.12,$1.07,$0.91,$0.73,,,,,,,,
huaneng-power,-$0.006818,-$0.08989,-$0.11,$0.02700,$0.01177,$0.01373,$0.01601,$0.10,$0.15,$0.14,$0.12,$0.06681,$0.01508,$0.04304,$0.06157,-$0.04545,$0.06650,$0.06080,$0.03967,$0.04525,$0.04891,$0.03668,$0.03561
tech-mahindra,$0.49,$0.74,$0.79,$0.64,$0.71,$0.72,$0.56,$0.53,$0.46,$0.48,$0.56,$0.44,,,,,,,,,,,
masco,$3.70,$3.65,$1.65,$4.59,$3.30,$2.42,$1.70,$1.50,$1.04,$2.45,$0.80,-$0.34,-$1.66,-$3.00,-$0.52,-$1.12,$1.05,$1.23,$2.23,$2.03,$1.70,$1.26,$0.45
kingspan-group,$3.53,$3.46,$2.54,$2.29,$2.10,$1.91,$1.51,$1.17,$0.76,$0.71,$0.58,$0.48,$0.39,$0.41,$0.37,$1.61,$1.19,$0.78,$0.64,$0.39,$0.33,$0.36,
qbe-insurance,$0.52,$0.51,-$1.08,$0.29,$0.20,-$0.71,$0.44,$0.37,$0.47,-$0.19,$0.68,$0.66,$1.26,$1.59,$1.03,$1.73,$1.16,$0.81,$0.60,$0.43,$0.17,-$0.01767,
american-homes-4-rent,$1.05,$0.71,$0.41,$0.28,$0.29,$0.08000,-$0.08072,-$0.14,-$0.40,-$0.34,-$0.44,-$0.11,,,,,,,,,,,
britannia-industries,$1.28,$1.10,$0.85,$1.05,$0.79,$0.68,$0.61,$0.54,$0.51,$0.43,$0.27,,,,,,,,,,,,
stanley-black-and-decker,-$0.40,$7.23,$10.57,$7.80,$6.45,$4.31,$8.20,$6.62,$5.99,$4.87,$3.16,$5.44,$4.06,$3.88,$2.81,$3.88,$4.09,$3.54,$3.22,$4.48,$1.29,$2.14,$1.85
celulosa-argentina,-$0.01042,-$0.01284,$0.04843,-$0.003277,-$0.003444,-$0.006656,-$0.006584,-$0.17,$0.02599,-$0.18,-$0.001771,-$0.0008632,,,,,,,,,,,
edenred,$1.43,$1.19,$1.46,$1.22,$1.24,$0.82,$0.85,$0.89,$0.98,$1.07,$1.11,$0.57,$0.07164,$3.63,$5.72,,,,,,,,
james-hardie-industries,$1.14,$1.09,$1.13,$0.39,$0.53,$0.39,$0.56,$0.60,$0.54,$0.16,$0.49,$1.37,$0.27,-$0.80,-$0.50,$0.30,$0.33,-$1.06,$0.50,$0.21,$0.34,$0.29,
shionogi,$4.82,$5.14,$2.79,$3.60,$4.04,$3.57,$2.68,$2.59,$1.51,$0.83,$2.31,$1.34,$0.95,$0.90,$0.97,,,,,,,,
nitori-holdings,$5.78,$5.99,$7.32,$7.58,$6.02,$5.27,$5.12,$4.91,$3.31,$3.61,$3.39,$4.21,$3.60,$2.86,,,,,,,,,
teradyne,$3.26,$4.52,$6.18,$4.72,$2.82,$2.43,$1.29,-$0.21,$0.97,$0.44,$0.86,$1.16,$1.97,$2.13,-$0.78,-$2.32,$0.42,$1.02,$0.45,$0.84,-$1.02,-$3.93,-$1.15
conagra-brands,$2.27,$1.42,$2.28,$2.27,$1.65,$1.85,$1.70,$1.43,-$4.26,$0.95,$1.68,$1.58,$1.73,$1.51,$1.73,$2.38,$1.63,$0.81,$1.47,$1.47,$1.44,$1.50,$1.25
gen-digital,$2.11,$0.94,$1.56,$1.00,$5.94,-$0.07000,$1.70,$3.21,$0.92,$1.32,$1.25,$1.58,$1.04,$0.77,$0.29,-$7.66,$0.39,$0.48,$0.31,$0.84,$0.53,$0.32,-$0.12
kerry-group,$4.88,$3.85,$3.59,$3.50,$4.00,$3.19,$3.27,$3.32,$0.66,$2.01,$2.66,$2.46,$1.65,$1.42,$2.01,$1.26,$1.49,$1.49,$1.09,$0.61,$0.82,,
singapore-airlines,$0.47,$0.20,-$0.33,-$1.24,$0.30,$0.34,$0.39,$0.32,$0.27,$0.16,$0.19,$0.13,$0.25,$0.53,,,,,,,,,
