Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
unimicron,$0.35,$0.66,$0.32,$0.13,$0.07305,$0.03792,$0.009648,$0.00008234,$0.005475,$0.01094,$0.02625,$0.07609,$0.11,$0.15,,,,,,,,,
rumo,$0.08167,$0.05129,$0.01791,$0.03044,$0.12,$0.04043,-$0.05887,-$0.16,-$0.70,,,,,,,,,,,,,,
yara-international,$2.25,$10.91,$1.75,$2.60,$2.19,$0.58,$1.75,$2.59,$3.46,$3.85,$3.42,$6.49,$7.36,$4.90,$2.11,,,,,,,,
bath-body-works,$3.08,$3.85,$5.71,-$0.76,-$1.32,$2.71,$3.33,$4.03,$4.05,$3.26,$2.79,$2.38,$3.02,$2.19,$0.30,$1.65,$1.95,$1.89,$1.23,$1.42,$1.33,$1.04,$0.96
abu-dhabi-ports,,,,,,,,,,,,,,,,,,,,,,,
ono-pharmaceutical,$1.70,$1.70,$1.32,$1.41,$1.09,$0.91,$0.94,$0.84,$0.09182,-$0.03320,$0.41,$0.63,$0.54,$0.48,$0.49,,,,,,,,
liberty-media,$2.78,$3.94,$1.81,-$2.17,$1.52,$1.99,$3.35,$1.17,$0.76,$0.68,$25.67,$4.13,,,,,,,,,,,
gjensidige-forsikring,$0.82,$0.93,$1.61,$1.16,$1.50,$0.85,$1.10,$1.08,$0.86,$1.13,$1.21,$1.54,$0.92,$1.00,$0.80,$0.09050,$1.48,$1.32,$1.01,$0.57,,,
wistron-corporation,$0.13,$0.13,$0.14,$0.11,$0.07851,$0.05827,$0.04745,$0.03492,$0.01554,$0.04416,$0.07295,$0.09275,$0.12,$0.15,,,,,,,,,
elia-group,$5.14,$4.55,$4.46,$4.36,$5.08,$4.04,$3.05,$3.73,$3.31,$3.94,$3.34,$2.91,$9.62,$2.46,$2.86,$2.27,$2.06,$1.84,$1.87,$12.41,$1.60,,
pearson,$0.56,$0.37,$1.07,$1.69,$0.88,$0.62,-$0.30,-$0.68,,,,,,,,,,,,,,,
hainan-airlines,-$0.06996,-$0.08756,$0.04167,-$0.58,$0.004649,-$0.03252,$0.04231,$0.03215,$0.03927,$0.03448,$0.02888,$0.04894,$0.05000,$0.05552,$0.006747,-$0.03458,$0.01137,$0.008380,-$0.01834,$0.01379,-$0.08716,$0.008531,
aluar-aluminio-argentino,$0.005962,$0.02625,$0.11,-$0.01532,$0.02974,$0.05712,$0.04895,$0.04227,$0.02888,$0.05139,$0.02143,$0.01904,,,,,,,,,,,
yandex,$0.98,$2.03,-$0.55,$0.90,$0.61,$2.23,$0.46,$0.33,$0.47,$1.23,$1.28,$0.82,$0.59,$0.03830,,,,,,,,,
bupa-arabia-for-cooperative-insurance-company,$1.91,$1.45,$1.12,$1.24,$1.05,$0.72,$0.89,$1.12,$1.15,$0.54,$0.26,$0.24,,,,,,,,,,,
croda-international,$5.65,$3.10,$2.11,$2.27,$2.30,$2.50,$1.87,$2.10,$2.01,$2.30,$1.92,$2.04,$1.57,$0.30,$0.70,$1.37,$0.13,$0.47,$0.47,$0.43,-$0.005293,$0.21,
banco-bpm,$0.02476,$1.88,-$5.13,$11.63,-$4.00,-$9.21,$0.74,,,,,,,,,,,,,,,,
meridian-energy,$0.11,$0.12,$0.04435,$0.08875,$0.05287,$0.05628,$0.05129,$0.06565,$0.07898,$0.14,$0.03752,$0.16,$0.08226,,,,,,,,,,
jindal-steel-power,$0.35,$0.53,$0.82,$0.24,-$0.39,$0.02126,-$0.20,-$0.47,-$0.48,-$0.05184,$0.41,$0.67,,,,,,,,,,,
universal-display-corporation,$4.36,$4.41,$3.87,$2.80,$2.92,$1.24,$2.19,$1.02,$0.32,$0.91,$1.62,$0.21,$0.02000,-$0.53,-$0.56,-$0.54,-$0.48,-$0.49,-$0.56,-$0.60,-$0.82,-$1.70,-$1.11
sagax,$0.14,$0.80,$2.79,$0.89,$0.97,$0.93,$0.89,$0.87,$0.62,$0.33,$0.41,$0.19,$0.06801,$0.23,,,,,,,,,
sino-land,$0.09686,$0.17,$0.03097,$0.13,$0.28,$0.15,$0.15,$0.20,$0.19,$0.25,$0.24,$0.24,$0.15,$0.09040,$0.19,$0.16,$0.16,$0.14,$0.04118,$0.001054,$0.007937,$0.01536,
unum,$6.24,$6.48,$4.03,$3.88,$5.24,$2.37,$4.39,$3.96,$3.51,$1.57,$3.24,$3.19,$0.96,$2.69,$2.58,$1.63,$1.92,$1.30,$1.75,-$0.87,-$1.44,$1.66,$2.24
vipshop,$1.91,$1.47,$1.06,$1.29,$0.87,$0.49,$0.50,$0.52,$0.44,$0.24,$0.09624,-$0.03608,-$0.37,,,,,,,,,,
sarepta-therapeutics,-$7.83,-$8.03,-$5.15,-$7.07,-$9.68,-$5.42,-$0.77,-$5.46,-$5.19,-$3.39,-$3.39,-$5.12,-$0.07000,-$1.80,-$1.56,-$2.04,-$3.24,-$3.24,-$2.22,-$4.14,-$2.94,-$6.84,-$7.02
garantibank,$0.65,$0.61,$0.21,$0.26,$0.24,$0.42,$0.42,$0.31,$0.39,$0.41,$0.43,$0.45,,,,,,,,,,,
torrent-pharmaceuticals,$0.48,$0.30,$0.49,$0.49,$0.23,$0.35,$0.30,$0.45,$0.72,$0.42,$0.26,$0.17,,,,,,,,,,,
cg-power,$0.08734,$0.05354,$0.18,$0.15,-$0.47,-$0.22,-$0.25,-$0.03355,-$0.19,$0.12,$0.05365,$0.01323,,,,,,,,,,,
aptar,$4.29,$3.65,$3.73,$3.32,$3.81,$3.12,$3.53,$3.27,$3.19,$2.95,$2.60,$2.45,$2.68,$2.58,$1.83,$2.27,$2.07,$1.48,$1.42,$1.28,$1.10,$0.93,$0.82
central-pattana,$0.07961,$0.06819,$0.04936,$0.06726,$0.08578,$0.07723,$0.09040,$0.05828,$0.05103,$0.05010,$0.04637,$0.04639,$0.01519,$0.008688,$0.03401,,,,,,,,
wartsila,$0.35,-$0.12,$0.37,$0.27,$0.42,$0.76,$0.73,$0.65,$0.83,$0.76,$0.88,$0.75,$0.66,$0.86,$0.92,,,,,,,,
osaka-gas,$1.90,$1.52,$1.69,$1.47,$1.39,$0.25,$1.15,$1.13,$2.04,$1.75,$0.54,$2.29,$0.85,$1.04,$1.79,,,,,,,,
tube-investments-of-india,$0.64,$0.53,$0.71,$0.14,$0.23,$0.17,$0.13,,,,,,,,,,,,,,,,
hmm,$6.84,$15.87,$10.88,$0.18,-$2.06,-$3.76,-$5.73,-$46.01,-$132.38,$1.34,-$25.37,-$37.51,-$18.67,$17.08,-$29.45,$27.18,$7.60,,,,,,
carl-zeiss-meditec,$3.61,$3.60,$2.98,$1.72,$2.12,$1.66,$1.73,$1.52,$0.83,$1.18,$1.46,$1.27,$1.19,$0.93,$0.85,,,,,,,,
curtiss-wright,$8.97,$7.67,$6.61,$4.84,$7.19,$6.29,$4.88,$4.23,$3.15,$2.36,$2.93,$2.43,$2.78,$2.24,$2.09,$2.45,$2.35,$1.83,$1.73,$1.54,$1.27,$1.10,$1.56
indofood-cbp,$0.04746,$0.02639,$0.03792,$0.03831,$0.03061,$0.02728,$0.02436,$0.02339,$0.01885,$0.01903,$0.01826,,,,,,,,,,,,
toast,-$0.72,-$0.54,-$1.54,,,,,,,,,,,,,,,,,,,,
intertek,$2.41,$2.09,$2.55,$2.24,$2.41,$1.96,-$3.32,$1.70,$2.05,$1.75,$1.35,$1.25,$1.17,$0.87,$0.93,$0.80,$0.63,$0.65,$0.56,$0.34,-$0.12,,
sk-telecom,$2.02,$1.76,$3.45,$3.22,$1.92,$9.69,$5.97,$3.73,$3.36,$4.36,$3.90,$2.80,$3.74,$4.05,$2.54,$2.41,$4.48,$3.74,$4.40,$3.19,$4.35,$8.80,$1.86
saputo,$1.10,$0.90,$0.66,$1.13,$1.18,$1.48,$1.79,$1.37,$1.20,$1.31,$1.26,$0.97,$1.19,$1.06,$0.76,$0.65,$0.64,$0.45,$0.43,$0.44,$0.36,$0.30,$0.27
regal-rexnord,-$0.18,$7.33,$5.66,$4.66,$5.67,$5.30,$4.78,$4.55,$3.20,$0.66,$2.67,$4.68,$3.85,$3.91,$2.72,$4.02,$3.79,$3.55,$2.33,$1.24,$1.01,$1.01,$0.94
marico,$0.12,$0.12,$0.12,$0.12,$0.14,$0.10,$0.09638,$0.08986,$0.08382,$0.06986,$0.06258,$0.05606,,,,,,,,,,,
kline,$12.66,$22.98,$14.88,$1.52,-$1.75,-$0.96,-$2.41,-$3.81,$0.08543,$1.08,$0.61,$0.42,-$2.52,$1.38,-$3.94,,,,,,,,
turkiye-is-bankasi,$0.35,$0.13,$0.12,$0.18,$0.21,$0.40,,,,,,,,,,,,,,,,,
technipfmc,-$0.06910,-$0.23,$0.01000,-$7.35,-$5.40,-$4.27,$0.24,$3.27,$0.03612,$2.47,$3.43,$4.89,$5.96,$5.05,$1.05,$3.11,$1.67,$2.53,$1.15,$0.80,-$0.20,-$0.25,
webster-financial,$5.23,$3.55,$4.43,$2.36,$4.07,$3.83,$2.69,$2.17,$2.16,$2.10,$1.91,$1.96,$1.69,$0.60,-$1.35,-$6.44,$1.78,$2.50,$3.46,$3.03,$3.55,$3.21,$2.70
federal-realty-investment-trust,$4.67,$4.68,$3.26,$1.62,$4.59,$3.18,$3.97,$3.52,$3.03,$2.42,$2.47,$2.36,$2.28,$1.98,$1.62,$1.58,$3.48,$1.94,$1.96,$1.41,$1.59,$0.86,$1.09
hochtief,$7.10,$7.06,$3.63,$7.14,-$3.31,$9.71,$7.56,$5.48,$3.43,$4.69,$3.11,$2.73,-$2.98,$5.68,$4.06,,,,,,,,
wesco-international,$15.34,$15.83,$8.09,$1.54,$5.25,$4.89,$3.43,$2.36,$4.90,$6.20,$6.26,$4.53,$4.24,$2.66,$2.49,$4.82,$5.29,$4.46,$2.19,$1.55,$0.67,$0.51,$0.45
guidewire-software,-$1.35,-$2.38,-$1.17,-$0.39,-$0.01001,$0.13,$0.27,$0.11,$0.17,$0.27,$0.15,$0.21,$0.25,,,,,,,,,,
omron,$2.92,$2.54,$2.41,$1.78,$3.86,$2.39,$2.59,$1.88,$1.78,$2.59,$1.99,$1.41,$1.50,$0.81,,,,,,,,,
chewy,$0.12,-$0.06000,$0.02000,-$0.43,-$0.65,,,,,,,,,,,,,,,,,,
sino-biopharmaceutical,$0.02157,$0.02124,$0.07169,$0.01939,$0.01475,$0.01417,$0.01174,$0.007924,$0.006845,$0.003501,,,,,,,,,,,,,
us-steel,$5.08,$9.99,$15.49,-$6.50,-$3.79,$6.31,$2.21,-$2.93,-$10.32,$0.71,-$14.27,-$0.87,-$0.48,-$3.36,-$10.67,$18.18,$7.43,$11.84,$7.86,$9.92,-$4.17,$0.49,-$2.45
old-republic-international,$3.16,$2.31,$5.10,$1.90,$3.53,$1.23,$2.13,$1.81,$1.62,$1.58,$1.75,-$0.27,-$0.55,$0.14,-$0.66,-$2.41,$1.19,$2.01,$2.40,$1.90,$2.01,$1.74,$1.56
berger-paints,$0.11,$0.10,$0.09988,$0.07313,$0.08407,$0.06099,$0.06111,$0.05309,$0.04312,$0.03829,$0.03544,$0.03659,,,,,,,,,,,
sobi,$0.70,$0.67,$1.00,$1.20,$1.17,$0.98,$0.50,$0.35,$0.02631,-$0.15,-$0.05198,-$0.05962,$0.01785,-$0.06829,$0.04311,,,,,,,,
global-unichip-corp,$1.00,$0.91,$0.39,$0.22,$0.15,$0.24,$0.21,$0.13,$0.12,$0.11,$0.07318,$0.16,$0.13,$0.15,,,,,,,,,
americold,-$0.42,-$0.07000,-$0.12,$0.13,$0.25,$0.31,-$0.42,,,,,,,,,,,,,,,,
metso,$0.66,$0.48,$0.39,,,,,,,,,,,,,,,,,,,,
mbme-group,,,,,,,,,,,,,,,,,,,,,,,
bangkok-bank,$0.54,$0.44,$0.43,$0.28,$0.61,$0.57,$0.52,$0.47,$0.52,$0.59,$0.62,$0.55,$0.46,$0.41,$0.32,,,,,,,,
woodward,$3.40,$2.82,$3.12,$3.67,$4.26,$3.43,$2.81,$3.28,$2.55,$2.83,$2.09,$2.05,$2.01,$1.62,$1.32,$1.83,$1.56,$1.10,$0.28,$0.53,$0.20,$0.56,$0.65
informatica,-$0.69,-$0.20,-$0.37,,,,,,,,,,,,,,,,,,,,
mineral-resources,$1.27,$5.06,$3.66,$0.61,$1.08,$0.83,-$0.09942,$0.05256,$1.17,$0.89,$1.35,$0.96,$0.58,$0.29,$0.37,$0.15,,,,,,,
toray-industries,$0.21,$0.31,$0.60,$0.22,$0.42,$0.56,$0.56,$0.53,$0.44,$0.41,$0.37,$0.35,$0.53,$0.37,-$0.30,,,,,,,,
gerdau,$1.02,$1.21,$1.61,$0.25,$0.30,$0.34,-$0.04886,-$0.50,-$0.63,$0.33,$0.40,$0.41,$0.67,$0.82,$0.34,$0.67,$1.70,$1.88,$0.58,$1.05,$0.41,$0.18,$0.09564
gap-inc,$0.29,$0.16,$1.34,-$2.92,$2.13,$2.41,$2.19,$1.68,$2.46,$2.84,$2.84,$2.06,$1.72,$1.81,$1.66,$1.36,$0.98,$1.05,$1.30,$1.25,$1.04,$0.20,$0.35
globalwafers,$1.54,$1.16,$0.98,$1.04,$1.02,$1.03,$0.41,$0.07949,$0.18,$0.22,,,,,,,,,,,,,
trina-solar,$0.33,$0.25,$0.13,$0.09506,$0.01800,$0.01580,-$0.02220,-$0.07500,-$0.01055,$0.08823,$0.03944,$0.01998,$0.01993,$0.006319,$0.00003400,N/A,,,,,,,
trex,$1.78,$1.63,$1.81,$1.52,$1.24,$1.14,$0.81,$0.57,$0.38,$0.32,$0.26,$0.03250,-$0.09250,-$0.07380,-$0.14,$0.06375,-$0.64,$0.01875,$0.01875,$0.24,$0.18,$0.15,$0.08000
core-main,$2.12,$2.14,$0.38,,,,,,,,,,,,,,,,,,,,
yageo,$1.42,$1.58,$2.09,$1.10,$0.67,$3.33,$0.58,$0.30,$0.34,$0.17,$0.19,$0.15,$0.27,$0.64,,,,,,,,,
norwegian-cruise-line,-$0.51,-$5.41,-$12.40,-$16.80,$4.32,$4.29,$3.33,$2.79,$1.88,$1.66,$0.49,$0.84,$0.63,$0.11,$0.33,,,,,,,,
eastgroup-properties,$3.95,$4.39,$3.90,$2.76,$3.24,$2.50,$2.44,$2.94,$1.49,$1.52,$1.08,$1.12,$0.83,$0.68,$1.04,$1.31,$1.15,$1.19,$0.91,$0.99,$0.72,$0.86,$1.55
acciona,$11.36,$8.59,$7.28,$6.95,$4.41,$6.84,$4.04,$4.21,-$47.78,$4.30,$4.96,$1.03,,,,,,,,,,,
ageas,N/A,$0.17,$3.94,$2.68,$3.23,$3.82,-$3.14,$0.95,,,,,,,,,,,,,,,
otsuka,$1.63,$1.60,$1.88,$1.95,$2.10,$1.61,$1.48,$1.30,$1.03,$1.16,$1.04,$1.05,$0.84,$0.64,$0.48,,,,,,,,
teleperformance,$11.73,$10.75,$6.79,$7.68,$6.18,$6.48,$3.93,$3.84,$3.19,$3.13,$3.04,$2.11,$1.69,$2.24,$2.92,$2.58,$2.51,$1.83,$184.82,$0.80,$0.73,$0.61,
evergreen-marine,$1.93,$3.09,$2.43,$0.44,$0.0006801,$0.004210,$0.15,-$0.14,-$0.08915,$0.02484,-$0.03520,$0.008058,-$0.06872,$0.33,,,,,,,,,
adecco-group,$2.07,$2.16,$4.21,-$0.51,$5.02,$3.29,$5.38,$4.67,-$0.03199,$4.69,$4.16,$2.59,$3.75,$2.91,$0.08482,$4.30,$5.55,$4.19,$2.91,$2.26,$1.96,$1.46,-$1.71
whitbread,$1.67,$0.28,-$6.73,$1.60,$23.36,$2.86,$2.47,$2.57,$2.71,$2.62,$2.23,$2.07,$1.76,$1.19,$0.64,$5.03,$2.08,$1.98,$1.43,$1.37,$0.85,-$0.26,$0.61
national-instruments,$1.37,$1.06,$0.67,$1.10,$1.24,$1.19,$0.40,$0.64,$0.74,$0.99,$0.65,$0.74,$0.80,$0.93,$0.15,$0.72,$0.90,$0.60,$0.51,$0.41,$0.28,$0.27,$0.32
tempur-sealy,$2.30,$2.61,$3.19,$1.68,$0.87,$0.46,$0.71,$0.87,$0.30,$0.45,$0.31,$0.43,$0.82,$0.56,$0.28,$0.20,$0.44,$0.33,$0.25,$0.19,$0.86,,
korea-zinc,$23.71,$33.70,$39.37,$27.87,$30.81,$27.18,$31.81,$29.07,$25.19,$26.80,$23.39,$28.91,$35.48,$24.11,$19.12,$14.60,$25.95,,,,,,
luckin-coffee,$1.15,$0.21,$0.43,-$2.62,-$2.52,,,,,,,,,,,,,,,,,,
seven-group-holdings,$1.06,$1.38,$0.23,$0.46,$1.00,$0.05695,$0.45,-$0.99,$0.73,$1.36,$0.44,$0.25,$2.30,$0.05144,$0.61,$6.22,$0.27,$0.21,$0.20,$0.12,$0.16,$0.03983,
lear-corporation,$9.52,$5.51,$6.21,$2.63,$12.34,$17.39,$18.91,$13.50,$9.71,$8.41,$5.10,$13.25,$5.20,$4.41,$5.70,-$4.46,$1.56,-$5.16,-$10.28,$3.09,$2.86,$2.39,$0.20
allegro-eu,-$0.32,-$0.35,$0.27,-$0.15,,,,,,,,,,,,,,,,,,,
sei-investments,$3.39,$3.49,$3.86,$3.05,$3.31,$3.23,$2.56,$2.07,$2.00,$1.89,$1.68,$1.18,$1.12,$1.22,$0.92,$0.73,$1.32,$1.20,$0.94,$0.82,$0.68,$0.65,$0.58
jll,$4.79,$13.51,$18.95,$7.82,$10.70,$10.63,$6.14,$7.04,$9.74,$8.62,$6.08,$4.72,$3.79,$3.63,-$0.32,$2.52,$8.02,$5.49,$3.30,$2.08,$1.16,$0.89,-$0.48
wh-group,$0.11,$0.07550,$0.05620,$0.09960,$0.06430,$0.07790,$0.07580,$0.05750,$0.06440,-$0.02455,,,,,,,,,,,,,
max-healthcare-institute,$0.15,$0.12,$0.07895,-$0.01423,,,,,,,,,,,,,,,,,,,
boliden,$2.43,$4.50,$3.62,$2.80,$2.25,$3.00,$2.98,$1.78,$1.15,$0.95,$0.73,$1.84,$1.89,$2.06,$1.24,$0.36,$1.98,$2.97,$0.92,-$1.38,-$0.01652,$0.14,-$4.57
orient-overseas-container-line,$11.08,$1.44,$2.16,$0.17,$0.22,-$0.35,$0.45,$0.43,$0.07500,$0.47,$0.29,$2.98,-$0.64,$0.44,$4.07,$0.93,$1.04,$1.08,$0.59,$0.10,$0.12,,
alchip-technologies,$1.02,,,,,,,,,,,,,,,,,,,,,,
taiwan-cement,$0.03975,$0.02434,$0.10,$0.14,$0.12,$0.12,$0.04761,$0.03953,$0.03634,$0.07192,$0.06805,$0.05274,$0.05798,$0.05814,,,,,,,,,
royal-gold,$3.55,$3.64,$4.17,$3.88,$2.54,-$1.35,$0.88,$0.17,$0.15,$0.75,$0.65,$1.62,$1.58,$0.65,$0.71,$1.12,$0.64,$0.69,$0.56,$0.50,$0.37,$0.64,$0.13
china-oilfield-services,$0.07436,$0.07207,$0.009515,$0.08182,$0.07493,$0.0005898,$0.002016,-$0.36,$0.03705,$0.25,$0.25,$0.16,$0.14,$0.14,$0.10,$0.10,$0.07167,,,,,,
new-fortress-energy,$1.91,$0.94,$0.44,-$2.93,-$1.84,-$2.37,,,,,,,,,,,,,,,,,
fti-consulting,$7.16,$6.99,$7.02,$5.93,$5.89,$4.06,$2.89,$2.10,$1.62,$1.48,-$0.27,-$0.94,$2.54,$1.50,$2.86,$2.46,$2.15,$1.05,$1.38,$1.01,$1.46,$1.15,$0.61
houlihan-lokey,$4.17,$4.09,$7.22,$4.18,$2.75,$2.43,$2.70,$1.60,$1.18,,,,,,,,,,,,,,
immunogen,-$0.31,-$0.88,-$0.67,-$0.27,-$0.71,-$1.21,-$1.02,-$1.78,-$1.37,-$0.85,-$0.37,-$1.12,-$0.88,-$0.82,-$0.76,-$0.91,-$0.39,-$0.45,-$0.36,-$0.13,-$0.41,-$0.48,-$0.22
csn-mineracao,$0.08443,$0.10,$0.21,$0.13,$0.16,,,,,,,,,,,,,,,,,,
hulic,$0.83,$0.79,$0.90,$0.91,$0.82,$0.68,$0.57,$0.49,$0.44,$0.35,$0.27,$0.29,-$3.18,$0.57,-$1.91,,,,,,,,
washington-h-soul-pattinson,-$0.03026,$0.84,$2.87,$0.71,$0.83,$1.11,$0.47,$0.25,$0.51,$0.40,$0.63,$1.68,$0.84,$3.90,$0.36,$0.46,$0.29,$1.15,$0.43,$0.24,$0.20,$0.16,
kajima,$1.65,$1.58,$1.84,$2.03,$1.73,$1.96,$2.24,$1.71,$0.64,$0.52,$0.40,$0.41,-$0.05953,$0.47,$0.45,,,,,,,,
shimadzu,$1.34,$1.26,$1.40,$1.09,$1.07,$0.97,$0.87,$0.76,$0.65,$0.81,$0.01870,$0.39,$0.37,$0.31,$0.12,,,,,,,,
borgwarner,$3.10,$4.01,$2.24,$2.20,$3.62,$4.46,$2.08,$0.52,$2.72,$2.89,$2.73,$2.23,$2.52,$1.66,$0.12,-$0.16,$1.24,$0.92,$1.06,$0.98,$0.81,-$0.57,$0.32
ktng-korea-tobacco,$5.48,$6.37,$6.82,$8.00,$7.04,$6.54,$8.62,$8.30,$7.26,$6.10,$4.10,$5.19,$5.66,$6.92,$5.31,$6.14,$5.42,,,,,,
ssab,-$1.79,-$0.96,$1.62,-$0.05309,$0.11,$0.39,$0.26,$0.11,-$0.07945,-$0.29,-$0.36,-$0.003495,$0.53,$0.16,-$0.30,,,,,,,,
equatorial-energia,$0.29,$0.24,$0.69,$0.55,$0.95,$0.24,$0.31,$0.21,$0.22,$0.24,-$0.04129,$0.13,$0.17,$0.21,$0.24,,,,,,,,
new-york-times,$1.07,$1.05,$1.32,$0.60,$0.84,$0.75,$0.03000,$0.18,$0.39,$0.22,$0.44,$0.89,-$0.25,$0.74,$0.13,-$0.40,$1.45,-$3.76,$1.74,$1.95,$2.01,$1.98,$2.83
willscot,$2.34,$1.57,$0.71,$0.64,-$1.11,-$0.26,-$1.74,$0.04685,,,,,,,,,,,,,,,
wacker-chemie,-$14.52,$5.86,$19.10,$3.99,$5.52,$5.42,$0.02288,$3.13,$10.19,$13.01,-$2.00,,,,,,,,,,,,
kesko,$1.41,$1.60,$1.69,$1.28,$0.95,$0.46,$0.75,$0.28,$0.30,$0.32,$0.59,$0.41,$0.63,$0.69,$0.46,,,,,,,,
ccl-industries,$2.65,$2.67,$2.64,$2.20,$2.03,$2.01,$2.11,$1.51,$1.30,$1.14,$0.59,$0.58,$0.51,$0.42,$0.23,$0.31,$0.89,$0.42,$0.84,$0.29,$0.25,$0.09504,$0.10
trelleborg,$3.86,$1.95,$1.57,$1.10,-$0.08546,$1.34,$1.24,$2.86,$1.14,$1.18,$0.93,$1.12,$1.03,$0.61,$0.23,,,,,,,,
sofi,-$0.45,-$0.40,-$2.29,,,,,,,,,,,,,,,,,,,,
sumitomo-metal-mining,$2.75,$7.36,$7.12,$1.90,$1.72,$2.95,$2.64,-$1.36,$0.16,$3.80,$3.38,$3.20,$3.32,$3.13,$0.70,,,,,,,,
yunnan-energy-new-material,$0.61,$0.66,$0.47,$0.20,$0.15,$0.11,$0.06450,$0.06679,,,,,,,,,,,,,,,
zydus-lifesciences,$0.30,$0.25,$0.63,$0.25,$0.17,$0.28,$0.24,$0.24,$0.26,$0.17,$0.14,$0.10,,,,,,,,,,,
jefferies,$1.42,$3.11,$6.27,$2.73,$3.10,$0.45,$0.33,$0.72,$0.54,$1.24,$3.49,$0.10,$7.97,$2.25,-$11.03,$2.22,$0.88,$7.58,$0.68,$0.53,$0.97,-$0.04500,
ternium,$1.50,$9.10,$19.48,$2.86,$2.90,$7.69,$4.50,$3.10,-$0.04287,-$0.89,$2.34,$0.50,$2.50,$3.00,$3.50,$3.70,$3.90,$4.20,$4.60,,,,
agc,-$1.31,-$0.18,$5.04,$1.41,$1.83,$3.63,$2.69,$4.96,$1.52,$0.61,$0.67,$2.06,$5.11,$6.01,$1.00,,,,,,,,
daito-trust-construction,$7.48,$6.46,$9.08,$11.43,$10.22,$10.20,$10.22,$9.94,$6.97,$6.88,$8.11,$7.72,$6.78,$4.88,$4.93,,,,,,,,
roivant-sciences,-$1.34,-$1.78,-$1.58,,,,,,,,,,,,,,,,,,,,
simpson-manufacturing-company,$8.36,$7.77,$6.15,$4.29,$3.01,$2.80,$1.96,$1.87,$1.38,$1.30,$1.05,$0.87,$1.04,$0.59,$0.25,$1.11,$1.42,$2.11,$2.05,$1.45,$0.91,$1.06,$0.51
swiss-prime-site,$7.19,$9.12,$8.26,$4.34,$4.39,$4.30,$5.32,$4.74,$6.30,$6.09,$6.74,$4.49,$5.70,$4.59,$6.95,$3.13,$2.70,$0.41,$1.79,$2.31,,,
bm-european-value-retail,$0.43,$0.55,$0.59,$0.11,$0.25,$0.26,$0.18,$0.18,$0.05776,-$0.005509,$0.06721,$0.06297,,,,,,,,,,,
mssl,$0.03370,$0.01476,$0.03979,$0.01531,$0.04221,$0.05301,$0.04294,$0.04598,$0.04185,$0.03022,$0.02470,$0.01906,,,,,,,,,,,
salmar,$0.93,$2.90,$2.62,$1.79,$2.55,$3.84,$2.47,$2.81,$1.18,$1.64,$2.62,$0.74,$0.22,$1.53,$0.74,,,,,,,,
rexel,$0.53,$0.39,$0.52,$0.06540,$0.90,$1.03,$1.54,$1.53,$1.14,$0.45,,,,,,,,,,,,,
wex,$6.26,$4.52,N/A,-$5.49,$2.29,$3.90,$3.73,$1.50,$2.63,$5.21,$3.82,$2.50,$3.44,$2.27,$3.65,$3.28,$1.35,$1.84,$0.46,,,,
doosan-enerbility,-$0.50,-$1.00,$0.94,-$3.53,-$1.98,-$3.45,-$2.09,-$1.12,-$7.17,-$0.79,$0.55,$0.12,$2.23,$0.82,-$2.27,-$0.88,$3.28,,,,,,
karuna-therapeutics,-$10.93,-$8.72,-$4.93,-$2.58,-$147.29,-$1.61,,,,,,,,,,,,,,,,,
singapore-exchange,$0.32,$0.29,$0.26,$0.24,$0.23,$0.25,$0.23,$0.26,$0.22,$0.22,$0.21,,,,,,,,,,,,
coca-cola-consolidated,$48.11,$45.89,$20.23,$18.40,$1.21,-$2.13,$10.35,$5.39,$6.35,$3.38,$2.99,$2.95,$3.11,$3.93,$4.16,$1.00,$2.18,$2.55,$2.53,$2.41,$3.40,$2.60,$1.08
light-wonder,$4.02,$38.66,$3.84,-$6.02,-$1.40,-$3.90,-$2.72,-$4.05,-$16.20,-$2.76,-$0.36,-$0.71,-$0.14,-$1.62,-$0.43,-$0.09000,$0.57,$0.73,$0.84,$0.85,$0.74,$0.62,-$0.30
idemitsu-kosan,$2.75,$8.17,$7.29,-$2.87,$1.12,$5.08,$8.44,$2.91,-$5.65,-$3.22,$4.93,$2.66,$5.12,$2.87,-$0.81,,,,,,,,
bosch-india,$6.20,$5.87,$6.18,$0.38,$4.72,$5.51,$4.77,$5.74,,,,,,,,,,,,,,,
darling-ingredients,$4.91,$4.59,$4.01,$1.82,$1.91,$0.62,$0.79,$0.61,$0.48,$0.39,$0.90,$1.11,$1.47,$0.53,$0.51,$0.67,$0.56,$0.06531,$0.11,$0.22,$0.29,$0.17,-$0.76
texas-roadhouse,$4.37,$3.98,$3.51,$0.45,$2.47,$2.21,$1.85,$1.64,$1.38,$1.25,$1.15,$1.02,$0.90,$0.81,$0.68,$0.53,$0.53,$0.46,$0.32,$0.17,,,
omega-healthcare,$1.03,$1.80,$1.77,$0.71,$1.60,$1.40,$0.50,$1.90,$1.30,$1.75,$1.47,$1.12,$0.45,$0.52,$0.87,$0.92,$0.90,$0.78,$0.48,-$0.92,$0.10,-$0.90,-$1.34
full-truck-alliance,$0.23,$0.05521,-$1.43,,,,,,,,,,,,,,,,,,,,
