Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
hewlett-packard-enterprise,$20.80 B,$20.45 B,$20.39 B,$15.32 B,$20.50 B,$18.47 B,$22.88 B,$38.52 B,$26.48 B,,,,,,,,,,,,,,
otsuka-holdings,$20.99 B,$17.46 B,$19.65 B,$23.23 B,$24.32 B,$22.06 B,$23.75 B,$23.73 B,$19.42 B,$16.40 B,$15.94 B,$15.79 B,$15.54 B,$11.69 B,,,,,,,,,
cathay-financial-holding,$20.93 B,$17.11 B,$29.75 B,$19.82 B,$18.63 B,$19.32 B,$22.54 B,$18.76 B,$18.18 B,$19.23 B,$19.24 B,$11.57 B,$11.19 B,$18.07 B,$18.07 B,$9.01 B,$19.33 B,$20.91 B,,,,,
alexandria-real-estate,$20.75 B,$23.90 B,$35.23 B,$24.04 B,$19.51 B,$12.79 B,$12.59 B,$8.82 B,$6.55 B,$6.34 B,$4.52 B,$4.38 B,$4.27 B,$4.02 B,$2.81 B,$1.94 B,$3.21 B,$2.91 B,$1.80 B,$1.45 B,$1.11 B,$0.80 B,$0.67 B
dollarama,$20.73 B,$16.83 B,$14.79 B,$12.66 B,$10.66 B,$7.62 B,$13.90 B,$8.56 B,$7.24 B,$6.72 B,$5.88 B,$4.34 B,$3.21 B,$2.10 B,$1.54 B,,,,,,,,
rocket-companies,$20.88 B,$13.91 B,$1.89 B,$40.12 B,,,,,,,,,,,,,,,,,,,
itausa,$20.68 B,$16.01 B,$14.34 B,$19.34 B,$29.48 B,$27.13 B,$24.16 B,$18.63 B,$11.84 B,$21.85 B,$22.87 B,$27.34 B,$19.39 B,$11.31 B,$3.27 B,$3.92 B,,,,,,,
franco-nevada,$20.84 B,$26.15 B,$26.23 B,$23.88 B,$19.44 B,$13.12 B,$14.84 B,$10.61 B,$8.08 B,$7.71 B,$5.98 B,$8.37 B,$4.85 B,$3.80 B,$3.00 B,$1.74 B,,,,,,,
ms-ad-insurance,$20.66 B,$16.87 B,$17.01 B,$17.17 B,$18.96 B,$16.57 B,$20.01 B,$18.71 B,$17.99 B,$14.85 B,$16.67 B,$12.33 B,$11.41 B,$15.53 B,$10.67 B,$12.99 B,,,,,,,
bajaj-auto,$20.64 B,$12.37 B,$12.63 B,$13.63 B,$12.92 B,$11.25 B,$15.01 B,$11.21 B,$11.03 B,$11.13 B,$8.94 B,$11.26 B,$8.68 B,$9.95 B,$5.47 B,$1.17 B,$3.38 B,$3.00 B,$2.25 B,,,,
cosco-shipping,$20.63 B,$22.25 B,$43.63 B,$21.19 B,$11.23 B,$7.36 B,$11.85 B,$8.42 B,$14.09 B,$12.65 B,$7.89 B,$9.14 B,$9.42 B,$18.96 B,$24.98 B,$13.72 B,$65.79 B,,,,,,
nvr,$20.77 B,$14.74 B,$20.37 B,$15.17 B,$13.83 B,$8.71 B,$13.12 B,$6.28 B,$6.39 B,$5.16 B,$4.54 B,$4.52 B,$3.41 B,$3.91 B,$4.22 B,$2.48 B,$2.69 B,$3.55 B,$3.95 B,$5.05 B,$3.13 B,$2.29 B,$1.52 B
first-citizens-bancshares,$20.81 B,$10.92 B,$8.05 B,$5.58 B,$5.55 B,$4.33 B,$4.78 B,$4.20 B,$3.08 B,$3.01 B,$2.12 B,$1.56 B,$1.80 B,$1.98 B,$1.71 B,$1.59 B,$1.52 B,$2.11 B,$1.81 B,$1.54 B,$1.25 B,$1.01 B,$1.02 B
ameren,$20.51 B,$22.98 B,$22.92 B,$19.29 B,$18.90 B,$15.94 B,$14.31 B,$12.72 B,$10.48 B,$11.19 B,$8.77 B,$7.45 B,$8.02 B,$6.77 B,$6.63 B,$7.06 B,$11.29 B,$11.10 B,$10.48 B,$9.78 B,$7.49 B,$6.40 B,$5.83 B
societe-generale,$20.61 B,$19.89 B,$28.42 B,$17.63 B,$29.18 B,$25.10 B,$41.12 B,$39.31 B,$36.94 B,$33.13 B,$45.04 B,$28.00 B,$15.34 B,$38.79 B,$46.71 B,$28.22 B,$63.01 B,$78.31 B,,,,,
pultegroup,$20.76 B,$10.37 B,$14.47 B,$11.56 B,$10.48 B,$7.20 B,$9.77 B,$6.07 B,$6.22 B,$7.92 B,$7.76 B,$7.02 B,$2.41 B,$2.87 B,$3.80 B,$2.81 B,$2.71 B,$8.47 B,$10.11 B,$8.15 B,$5.85 B,$2.92 B,$2.64 B
boe-tech,$20.46 B,$18.42 B,$30.14 B,$31.54 B,$22.37 B,$13.22 B,$30.61 B,$14.32 B,$15.91 B,$18.88 B,$4.65 B,$4.70 B,$3.47 B,$5.16 B,$5.78 B,$1.00 B,$3.81 B,$0.74 B,$0.43 B,$0.74 B,$0.98 B,$0.54 B,$0.81 B
imperial-brands,$20.72 B,$23.72 B,$24.61 B,$21.94 B,$27.14 B,$31.92 B,$45.68 B,$48.49 B,$69.04 B,$54.09 B,$44.38 B,$46.13 B,,,,,,,,,,,
saudi-electricity,$20.32 B,$25.62 B,$26.64 B,$23.68 B,$22.47 B,$16.81 B,$23.39 B,$24.91 B,$17.44 B,$16.65 B,$16.17 B,$14.90 B,$15.44 B,$15.61 B,,,,,,,,,
edp-group,$20.25 B,$19.90 B,$21.70 B,$25.01 B,$15.73 B,$12.67 B,$12.52 B,$11.12 B,$13.10 B,$14.36 B,$13.38 B,$10.97 B,$11.32 B,$12.30 B,$15.59 B,$13.74 B,$23.81 B,$18.26 B,$11.10 B,$11.07 B,$8.13 B,$5.18 B,$7.61 B
ltimindtree,$20.26 B,$15.58 B,$17.25 B,$8.73 B,$4.26 B,$4.27 B,$2.99 B,$1.69 B,,,,,,,,,,,,,,,
dover,$20.09 B,$19.00 B,$26.14 B,$18.19 B,$16.63 B,$10.28 B,$15.73 B,$11.64 B,$9.50 B,$11.69 B,$16.40 B,$11.48 B,$10.76 B,$10.90 B,$7.77 B,$6.12 B,$8.94 B,$10.01 B,$8.18 B,$8.54 B,$8.06 B,$5.90 B,$7.50 B
posco-chemical,$20.22 B,$10.98 B,$9.37 B,$6.11 B,$2.59 B,$3.37 B,$2.19 B,$0.58 B,$0.68 B,$0.75 B,$0.70 B,$0.75 B,$0.93 B,$0.78 B,$0.25 B,$0.17 B,$0.26 B,,,,,,
borouge,$20.21 B,,,,,,,,,,,,,,,,,,,,,,
firstrand,$19.66 B,$20.22 B,$0.99 B,$0.83 B,$1.17 B,$1.17 B,$1.33 B,$1.09 B,$0.73 B,$1.05 B,$0.71 B,$0.79 B,$0.55 B,$0.62 B,$0.45 B,$0.32 B,$0.56 B,$0.64 B,$0.67 B,,,,
invitation-homes,$20.32 B,$18.19 B,$27.05 B,$16.64 B,$16.23 B,$10.45 B,$12.22 B,,,,,,,,,,,,,,,,
indian-oil,$20.12 B,$13.05 B,$14.10 B,$11.70 B,$16.57 B,$19.03 B,$29.45 B,$23.23 B,$15.65 B,$12.72 B,$8.41 B,$11.96 B,$11.62 B,$18.55 B,$15.72 B,$10.56 B,$23.65 B,$11.93 B,$14.46 B,,,,
unicharm,$20.14 B,$22.48 B,$25.90 B,$28.42 B,$20.26 B,$19.24 B,$15.20 B,$13.10 B,$12.25 B,$14.64 B,$10.88 B,$9.63 B,$9.11 B,$7.56 B,$5.96 B,$4.79 B,$4.07 B,$3.88 B,,,,,
industries-qatar,$20.10 B,$21.29 B,$25.74 B,$18.06 B,$17.08 B,$22.20 B,$16.12 B,$19.53 B,$18.47 B,$27.93 B,$28.08 B,$23.44 B,$20.09 B,,,,,,,,,,
rollins,$20.05 B,$17.99 B,$16.83 B,$19.20 B,$10.85 B,$11.81 B,$10.14 B,$7.35 B,$5.66 B,$4.81 B,$4.41 B,$3.21 B,$3.25 B,$2.90 B,$1.90 B,$1.82 B,$1.93 B,$1.50 B,$1.37 B,$1.20 B,$1.01 B,$0.76 B,$0.60 B
teck-resources,$20.12 B,$19.30 B,$15.24 B,$9.64 B,$9.43 B,$12.31 B,$15.12 B,$11.51 B,$2.23 B,$7.90 B,$14.97 B,$21.16 B,$20.79 B,$36.48 B,$20.72 B,$2.39 B,$15.80 B,$16.26 B,$11.03 B,$6.25 B,$3.17 B,$1.38 B,$1.49 B
expedia,$20.20 B,$13.67 B,$27.38 B,$18.72 B,$15.42 B,$16.57 B,$18.26 B,$16.99 B,$18.67 B,$10.84 B,$9.03 B,$8.31 B,$3.87 B,$6.87 B,$7.44 B,$2.36 B,$9.03 B,$6.95 B,$8.35 B,,,,
walgreens-boots-alliance,$20.00 B,$32.21 B,$45.02 B,$34.45 B,$52.23 B,$64.46 B,$71.92 B,$89.30 B,$91.86 B,$72.05 B,$54.57 B,$34.97 B,$28.87 B,$35.93 B,$36.17 B,$24.34 B,$37.75 B,$45.92 B,$44.79 B,$39.19 B,$37.28 B,$30.00 B,$34.39 B
tenaris,$19.89 B,$20.75 B,$12.31 B,$9.61 B,$13.29 B,$12.74 B,$18.54 B,$21.17 B,$14.12 B,$17.88 B,$25.88 B,$24.32 B,$21.83 B,$28.81 B,$25.40 B,$12.38 B,$26.40 B,$29.44 B,$13.51 B,$5.77 B,$3.86 B,$2.23 B,
sartorius,$20.12 B,$25.77 B,$42.38 B,$28.97 B,$14.01 B,$8.01 B,$6.32 B,$5.18 B,$5.18 B,$2.06 B,$2.01 B,$1.49 B,$0.73 B,$0.63 B,$0.38 B,$0.21 B,$0.68 B,$0.87 B,$0.44 B,$0.36 B,$0.18 B,,
steris,$19.80 B,$18.43 B,$24.34 B,$16.17 B,$12.92 B,$9.03 B,$7.43 B,$5.74 B,$6.47 B,$3.86 B,$2.83 B,$2.02 B,$1.72 B,$2.16 B,$1.65 B,$1.40 B,$1.79 B,$1.63 B,$1.69 B,$1.64 B,$1.57 B,$1.68 B,$1.26 B
fortis,$19.88 B,$19.23 B,$22.63 B,$19.03 B,$19.10 B,$14.31 B,$15.39 B,$12.29 B,$7.59 B,$9.26 B,$6.09 B,$6.59 B,$6.11 B,$5.92 B,$4.69 B,$3.30 B,$4.46 B,$2.67 B,$2.16 B,$1.31 B,$0.79 B,$0.57 B,$0.41 B
clp-group,$19.80 B,$18.46 B,$25.51 B,$23.44 B,$26.56 B,$28.55 B,$25.84 B,$23.21 B,$21.46 B,$21.90 B,$19.97 B,$21.13 B,$20.44 B,$19.50 B,$16.27 B,$16.39 B,$16.44 B,$17.84 B,$13.96 B,$13.82 B,$11.46 B,$9.69 B,
toyota-tsusho,$19.78 B,$12.85 B,$16.20 B,$14.21 B,$12.47 B,$10.34 B,$14.13 B,$9.21 B,$8.31 B,$8.30 B,$8.70 B,$8.60 B,$6.13 B,$6.14 B,$5.16 B,$3.69 B,$9.60 B,$7.58 B,$6.42 B,$4.36 B,$2.66 B,,
ck-hutchison-holdings,$19.71 B,$23.02 B,$24.73 B,$27.11 B,$36.78 B,$37.03 B,$48.41 B,$43.74 B,$52.08 B,$38.90 B,$36.55 B,$35.55 B,$27.53 B,$35.68 B,$29.96 B,$21.97 B,$42.86 B,$28.55 B,$23.79 B,$23.17 B,$18.37 B,$15.07 B,$24.05 B
iff,$19.61 B,$26.73 B,$38.34 B,$11.63 B,$13.77 B,$14.31 B,$12.05 B,$9.35 B,$9.57 B,$8.18 B,$6.99 B,$5.43 B,$4.24 B,$4.45 B,$3.25 B,$2.33 B,$3.89 B,$4.39 B,$3.10 B,$4.05 B,$3.27 B,$3.32 B,$2.81 B
kyocera,$19.64 B,$17.58 B,$22.41 B,$22.23 B,$24.90 B,$18.05 B,$24.01 B,$18.38 B,$17.22 B,$17.06 B,$18.35 B,$16.58 B,$14.62 B,$18.67 B,$16.13 B,$12.91 B,$16.79 B,$17.75 B,$13.66 B,$14.43 B,$12.46 B,$10.76 B,$12.27 B
live-nation,$19.62 B,$16.10 B,$26.88 B,$15.68 B,$15.27 B,$10.34 B,$8.80 B,$5.41 B,$4.97 B,$5.25 B,$3.94 B,$1.77 B,$1.57 B,$2.00 B,$0.73 B,$0.45 B,$1.08 B,$1.46 B,,,,,
beigene,$19.53 B,$23.46 B,$27.48 B,$24.03 B,$10.28 B,$8.33 B,$4.45 B,$1.20 B,,,,,,,,,,,,,,,
ptc,$19.86 B,$14.18 B,$14.28 B,$13.95 B,$8.64 B,$9.83 B,$7.05 B,$5.34 B,$3.96 B,$4.25 B,$4.22 B,$2.69 B,$2.16 B,$2.65 B,$1.92 B,$1.46 B,$2.06 B,$2.05 B,$1.69 B,$1.59 B,$1.05 B,$0.66 B,$2.03 B
antofagasta,$18.79 B,$18.45 B,$17.81 B,$19.35 B,$11.85 B,$9.80 B,$13.31 B,$8.17 B,$6.85 B,$11.55 B,$13.39 B,$21.09 B,$18.46 B,$24.53 B,$15.82 B,$6.14 B,$14.04 B,$9.83 B,$6.34 B,$4.24 B,$3.72 B,$1.55 B,$1.30 B
edp-renovaveis,$19.33 B,$21.09 B,$23.82 B,$24.46 B,$10.26 B,$7.75 B,$7.25 B,$5.56 B,$6.80 B,$5.73 B,$4.65 B,$4.60 B,$5.34 B,$5.03 B,$8.28 B,$6.10 B,,,,,,,
cameco,$19.56 B,$9.80 B,$8.60 B,$5.29 B,$3.49 B,$4.49 B,$3.65 B,$4.12 B,$4.86 B,$6.49 B,$8.18 B,$7.78 B,$7.11 B,$15.88 B,$12.72 B,$6.30 B,$13.98 B,$14.25 B,$11.07 B,$6.04 B,$3.26 B,$1.34 B,$1.38 B
jb-hunt,$19.24 B,$18.05 B,$21.48 B,$14.44 B,$12.40 B,$10.11 B,$12.61 B,$10.88 B,$8.35 B,$9.82 B,$9.06 B,$7.01 B,$5.26 B,$4.95 B,$4.10 B,$3.31 B,$3.43 B,$3.00 B,$3.48 B,$3.65 B,$2.16 B,$1.15 B,$0.83 B
china-unicom,$19.47 B,$18.96 B,$15.30 B,$17.68 B,$28.83 B,$32.66 B,$41.33 B,$27.88 B,$29.19 B,$32.10 B,$35.57 B,$37.75 B,$49.53 B,$33.66 B,$31.23 B,$28.60 B,$28.83 B,$18.45 B,$10.21 B,$10.05 B,$11.74 B,$8.53 B,
geberit,$19.42 B,$16.26 B,$29.25 B,$22.39 B,$20.19 B,$14.00 B,$16.13 B,$14.78 B,$12.71 B,$12.83 B,$11.45 B,$8.56 B,$7.42 B,$9.14 B,$6.94 B,$4.22 B,$5.73 B,,,,,,
united-microelectronics,$19.50 B,$16.30 B,$29.10 B,$20.80 B,$5.98 B,$4.39 B,$5.81 B,$4.31 B,$4.44 B,$5.82 B,$5.15 B,$5.11 B,$5.52 B,$7.05 B,$6.86 B,,,,,,,,
ke-holdings,$18.64 B,$18.02 B,$23.96 B,$72.54 B,,,,,,,,,,,,,,,,,,,
crrc,$19.46 B,$19.61 B,$25.12 B,$21.28 B,$42.56 B,$55.64 B,$71.11 B,$52.81 B,$73.70 B,$27.97 B,$19.40 B,$19.63 B,$12.32 B,$24.06 B,$15.39 B,$11.56 B,,,,,,,
teledyne,$19.41 B,$18.74 B,$20.38 B,$14.45 B,$12.66 B,$7.47 B,$6.41 B,$4.29 B,$3.14 B,$3.76 B,$3.45 B,$2.41 B,$2.02 B,$1.59 B,$1.38 B,$1.59 B,$1.87 B,$1.39 B,$0.98 B,$0.96 B,$0.60 B,$0.50 B,$0.51 B
dlf,$19.30 B,$11.21 B,$12.98 B,$7.88 B,$8.01 B,$4.52 B,$7.22 B,$2.92 B,$3.11 B,$3.85 B,$4.81 B,$7.15 B,$5.86 B,$11.05 B,$13.21 B,$9.99 B,$1.03 B,,,,,,
daiwa-house,$19.32 B,$14.90 B,$18.80 B,$19.43 B,$20.66 B,$21.04 B,$25.43 B,$18.24 B,$19.32 B,$12.65 B,$12.39 B,$9.95 B,$6.84 B,$7.09 B,$6.19 B,$5.72 B,$7.75 B,$9.58 B,$8.60 B,$6.25 B,$5.84 B,$3.09 B,$2.97 B
targa-resources,$19.30 B,$16.63 B,$11.96 B,$6.04 B,$9.50 B,$8.34 B,$10.44 B,$10.13 B,$1.51 B,$4.46 B,$3.71 B,$2.23 B,$1.72 B,$1.13 B,,,,,,,,,
darden-restaurants,$19.12 B,$16.92 B,$19.24 B,$15.50 B,$13.24 B,$12.33 B,$11.86 B,$9.02 B,$8.16 B,$7.27 B,$7.13 B,$5.83 B,$5.85 B,$6.41 B,$4.90 B,$3.86 B,$3.97 B,$5.83 B,$5.87 B,$4.40 B,$3.46 B,$3.49 B,$4.14 B
upm-kymmene,$19.30 B,$19.87 B,$20.20 B,$19.98 B,$18.46 B,$13.51 B,$16.50 B,$13.16 B,$10.05 B,$8.83 B,$8.97 B,$6.12 B,$5.78 B,$9.14 B,$6.27 B,$6.62 B,$10.62 B,$13.20 B,$10.26 B,$11.63 B,$9.96 B,$8.59 B,$10.44 B
centrais-electricas-brasileiras,$19.32 B,$18.24 B,$9.38 B,$11.08 B,$12.73 B,$8.72 B,$8.16 B,$9.72 B,$1.84 B,$3.18 B,$3.81 B,$4.71 B,$13.13 B,$18.61 B,$23.90 B,$10.11 B,$14.63 B,,,,,,
tata-steel,$19.21 B,$16.62 B,$18.53 B,$10.07 B,$7.97 B,$8.97 B,$11.10 B,$5.59 B,$3.79 B,$6.12 B,$6.66 B,$7.60 B,$6.06 B,$13.46 B,$9.71 B,$3.29 B,$15.63 B,$5.35 B,,,,,
bank-of-ningbo,$19.19 B,$30.72 B,$39.67 B,$32.55 B,$22.68 B,$12.28 B,$13.82 B,$9.34 B,$9.33 B,$8.25 B,$4.39 B,$4.93 B,$4.18 B,$5.40 B,$6.40 B,$2.49 B,$7.51 B,,,,,,
suzuki-motor,$19.20 B,$15.50 B,$18.69 B,$22.50 B,$19.35 B,$22.29 B,$25.54 B,$15.61 B,$17.24 B,$17.09 B,$15.11 B,$14.63 B,$11.49 B,$11.52 B,$11.06 B,$7.35 B,$16.37 B,$15.32 B,$10.04 B,$9.90 B,$8.01 B,$5.88 B,$5.88 B
iron-mountain,$19.11 B,$14.49 B,$15.15 B,$8.49 B,$9.15 B,$9.27 B,$10.61 B,$8.55 B,$5.70 B,$8.11 B,$5.80 B,$5.89 B,$5.71 B,$5.00 B,$4.63 B,$4.98 B,$7.37 B,$5.49 B,$5.55 B,$3.95 B,$3.38 B,$2.80 B,$2.46 B
asahi-group,$19.19 B,$15.60 B,$19.70 B,$20.85 B,$20.96 B,$17.72 B,$22.68 B,$14.53 B,$14.44 B,$14.50 B,$13.05 B,$9.95 B,$10.13 B,$8.98 B,$8.56 B,$7.89 B,$8.19 B,$7.74 B,$6.02 B,$6.35 B,$4.67 B,$3.36 B,
ppl,$19.20 B,$21.51 B,$22.56 B,$21.68 B,$27.52 B,$20.40 B,$21.30 B,$23.14 B,$22.99 B,$24.19 B,$18.96 B,$16.66 B,$17.01 B,$12.72 B,$12.18 B,$11.49 B,$19.42 B,$13.79 B,$11.17 B,$10.07 B,$7.75 B,$5.74 B,$5.10 B
svenska-handelsbanken,$19.16 B,$20.12 B,$2.09 B,$1.98 B,$2.04 B,$2.07 B,$2.68 B,$2.82 B,$2.78 B,$3.18 B,$3.53 B,$2.62 B,$1.83 B,$2.20 B,$1.75 B,$0.91 B,$0.73 B,$2.13 B,,,,,
ajinomoto,$19.00 B,$16.42 B,$16.36 B,$12.42 B,$9.13 B,$9.33 B,$10.69 B,$11.52 B,$14.14 B,$10.77 B,$8.87 B,$8.99 B,$8.05 B,$7.24 B,$6.57 B,$7.49 B,$7.39 B,$8.59 B,$6.64 B,$7.73 B,$7.46 B,,
nexon,$19.00 B,$19.14 B,$17.23 B,$27.35 B,$11.75 B,$11.45 B,$12.82 B,$6.34 B,$7.13 B,$4.06 B,$4.06 B,$4.39 B,$6.07 B,,,,,,,,,,
genuine-parts-company,$18.64 B,$24.49 B,$19.96 B,$14.49 B,$15.44 B,$14.01 B,$13.92 B,$14.21 B,$12.89 B,$16.31 B,$12.79 B,$9.84 B,$9.52 B,$8.09 B,$6.03 B,$6.03 B,$7.81 B,$8.08 B,$7.59 B,$7.70 B,$5.77 B,$5.40 B,$6.36 B
ericsson,$18.84 B,$19.47 B,$36.77 B,$39.83 B,$29.19 B,$28.88 B,$21.38 B,$19.24 B,$31.75 B,$39.17 B,$39.36 B,$32.15 B,$35.33 B,$37.68 B,$30.11 B,$25.35 B,$37.66 B,$64.90 B,$55.49 B,$50.80 B,$28.55 B,$10.76 B,$42.10 B
ase-group,$18.88 B,$13.44 B,$16.43 B,$12.31 B,$12.02 B,$8.09 B,$11.15 B,$7.84 B,$8.89 B,$9.45 B,$7.20 B,$6.61 B,$5.69 B,$6.87 B,$4.65 B,$2.00 B,$5.46 B,$5.18 B,$4.09 B,$3.08 B,$3.61 B,$1.90 B,$2.85 B
alinma-bank,$18.79 B,$17.32 B,$12.77 B,$8.63 B,$10.14 B,$9.18 B,$7.61 B,$6.04 B,$5.90 B,$8.11 B,$5.96 B,$5.14 B,,,,,,,,,,,
blue-owl-capital,$18.68 B,$14.77 B,$5.43 B,,,,,,,,,,,,,,,,,,,,
cboe,$18.86 B,$13.31 B,$13.90 B,$10.06 B,$13.27 B,$10.91 B,$14.04 B,$6.00 B,$5.32 B,$5.33 B,$4.50 B,$2.57 B,$4.51 B,$3.39 B,,,,,,,,,
talanx,$18.81 B,$11.98 B,$12.19 B,$9.87 B,$12.51 B,$8.61 B,$10.28 B,$8.49 B,$7.89 B,$7.76 B,$8.60 B,$7.17 B,,,,,,,,,,,
ventas,$18.79 B,$18.00 B,$20.40 B,$18.36 B,$21.52 B,$20.89 B,$21.37 B,$22.13 B,$18.86 B,$21.40 B,$16.85 B,$18.88 B,$15.87 B,$8.25 B,$6.85 B,$4.81 B,$6.04 B,$4.49 B,$3.31 B,$2.31 B,$1.77 B,$0.90 B,$0.79 B
coterra-energy,$18.57 B,$19.37 B,$15.45 B,$6.49 B,$6.92 B,$9.44 B,$13.22 B,$10.86 B,$7.32 B,$12.22 B,$16.13 B,$10.44 B,$7.93 B,$3.93 B,$4.51 B,$2.68 B,$3.91 B,$2.91 B,$2.19 B,$1.46 B,$0.95 B,$0.79 B,$0.76 B
steel-dynamics,$18.31 B,$17.15 B,$12.31 B,$7.75 B,$7.30 B,$6.76 B,$10.21 B,$8.67 B,$4.34 B,$4.76 B,$4.35 B,$3.01 B,$2.87 B,$3.98 B,$3.82 B,$2.03 B,$5.66 B,$3.14 B,$1.53 B,$1.83 B,$1.11 B,$0.57 B,$0.53 B
samsara,$18.18 B,$6.44 B,$14.06 B,,,,,,,,,,,,,,,,,,,,
fleetcor,$18.49 B,$13.54 B,$18.17 B,$22.75 B,$24.55 B,$15.94 B,$17.27 B,$13.13 B,$13.20 B,$13.63 B,$9.66 B,$4.34 B,$2.42 B,$2.46 B,,,,,,,,,
philips,$18.47 B,$13.27 B,$32.28 B,$48.97 B,$43.43 B,$32.34 B,$35.27 B,$28.33 B,$23.99 B,$26.85 B,$34.50 B,$24.06 B,$19.82 B,$28.85 B,$27.47 B,$18.33 B,$45.52 B,$41.59 B,$37.36 B,$33.96 B,$37.25 B,$22.55 B,$37.09 B
kao,$18.58 B,$17.94 B,$24.78 B,$37.17 B,$39.86 B,$35.96 B,$32.66 B,$23.89 B,$26.04 B,$19.95 B,$16.15 B,$13.65 B,$13.76 B,$14.39 B,$12.56 B,$16.42 B,$16.53 B,$14.70 B,,,,,
netapp,$18.41 B,$12.94 B,$20.44 B,$14.79 B,$14.20 B,$15.03 B,$14.75 B,$9.71 B,$7.75 B,$12.91 B,$14.02 B,$12.02 B,$13.00 B,$19.86 B,$11.64 B,$4.61 B,$8.59 B,$14.68 B,$10.04 B,$11.91 B,$7.05 B,$3.36 B,$7.24 B
kaspi-kz,$18.85 B,$13.66 B,$22.82 B,$12.50 B,,,,,,,,,,,,,,,,,,,
coca-cola-femsa,$18.61 B,$14.39 B,$11.40 B,$9.03 B,$101.65 B,$102.25 B,$117.00 B,$105.37 B,$117.42 B,$143.47 B,$201.93 B,$242.10 B,$145.48 B,$121.76 B,$97.08 B,$8.03 B,$9.09 B,$7.01 B,$5.09 B,$4.48 B,$3.92 B,$2.55 B,$2.85 B
advanced-info-service,$18.63 B,$16.70 B,$20.52 B,$17.49 B,$19.85 B,$15.76 B,$17.38 B,$12.18 B,$12.71 B,$22.71 B,$18.07 B,$20.78 B,,,,,,,,,,,
repsol,$18.53 B,$21.82 B,$17.29 B,$15.49 B,$23.67 B,$24.60 B,$26.84 B,$20.42 B,$15.29 B,$25.38 B,$31.68 B,$25.40 B,$37.54 B,$33.85 B,$32.75 B,$25.77 B,$43.45 B,$43.29 B,$36.57 B,$32.54 B,$24.37 B,$17.02 B,$22.13 B
baxter,$18.33 B,$25.69 B,$42.97 B,$40.98 B,$42.32 B,$33.76 B,$35.21 B,$24.11 B,$20.89 B,$39.75 B,$37.76 B,$36.41 B,$27.90 B,$29.39 B,$35.26 B,$33.23 B,$36.82 B,$30.17 B,$23.52 B,$21.34 B,$18.74 B,$16.78 B,$32.11 B
illumina,$17.93 B,$31.80 B,$59.46 B,$54.02 B,$48.76 B,$44.08 B,$31.89 B,$18.80 B,$28.10 B,$26.51 B,$14.12 B,$6.88 B,$3.70 B,$7.92 B,$3.83 B,$3.22 B,$3.28 B,$1.84 B,$0.58 B,$0.36 B,$0.23 B,$0.10 B,$0.37 B
kellogg-company,$18.39 B,$24.31 B,$21.97 B,$21.38 B,$23.62 B,$19.60 B,$23.48 B,$25.86 B,$25.61 B,$23.23 B,$22.15 B,$20.17 B,$18.16 B,$18.80 B,$20.28 B,$16.73 B,$20.45 B,$19.90 B,$17.51 B,$18.44 B,$15.60 B,$13.97 B,$12.23 B
sabb,$18.45 B,$21.30 B,$18.08 B,$13.55 B,$19.02 B,$13.05 B,$10.80 B,$10.01 B,$9.89 B,$15.45 B,$11.74 B,$7.98 B,,,,,,,,,,,
swiss-life,$18.45 B,$15.57 B,$18.89 B,$14.87 B,$15.98 B,$13.01 B,$11.24 B,$9.01 B,$8.73 B,$7.62 B,$6.65 B,$4.24 B,$2.92 B,$4.61 B,$4.06 B,$2.11 B,$8.20 B,$8.36 B,$6.10 B,,,,
labcorp,$18.38 B,$20.86 B,$30.06 B,$19.82 B,$16.44 B,$12.49 B,$16.23 B,$13.22 B,$12.52 B,$9.12 B,$7.83 B,$8.09 B,$8.51 B,$9.00 B,$7.88 B,$6.95 B,$8.38 B,$8.97 B,$6.81 B,$6.78 B,$5.29 B,$3.43 B,$5.70 B
power-corp-canada,$18.45 B,$15.73 B,$22.20 B,$15.67 B,$10.97 B,$8.55 B,$11.97 B,$10.31 B,$9.70 B,$12.63 B,$14.09 B,$11.74 B,$10.73 B,$12.71 B,$12.65 B,$7.51 B,$16.29 B,$13.68 B,$12.24 B,$11.48 B,$8.26 B,$5.23 B,$6.33 B
pembina-pipeline,$18.37 B,$18.72 B,$16.56 B,$12.98 B,$20.18 B,$15.11 B,$18.19 B,$12.29 B,$8.11 B,$12.32 B,$11.07 B,$8.38 B,$4.87 B,$3.60 B,$2.65 B,,,,,,,,
wr-berkley,$18.39 B,$19.26 B,$14.56 B,$11.83 B,$12.67 B,$9.01 B,$8.72 B,$8.07 B,$6.75 B,$6.49 B,$5.73 B,$5.13 B,$4.71 B,$3.86 B,$3.85 B,$4.99 B,$5.37 B,$6.65 B,$6.07 B,$3.99 B,$2.91 B,$1.98 B,$1.78 B
tyson-foods,$18.25 B,$22.27 B,$31.64 B,$23.50 B,$33.23 B,$19.50 B,$29.78 B,$22.06 B,$19.41 B,$15.01 B,$11.38 B,$6.87 B,$7.62 B,$6.49 B,$4.61 B,$3.31 B,$5.45 B,$5.85 B,$6.06 B,$6.51 B,$4.66 B,$3.93 B,$4.10 B
rivian,$18.23 B,$16.28 B,$93.35 B,,,,,,,,,,,,,,,,,,,,
china-tower,$18.25 B,$18.97 B,$19.41 B,$26.10 B,$38.87 B,$33.26 B,,,,,,,,,,,,,,,,,
