Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
ypf,,$7.66 B,$7.91 B,$8.61 B,$9.82 B,$8.89 B,$10.01 B,$9.71 B,$8.17 B,$5.82 B,$4.89 B,$3.48 B,$2.96 B,$1.96 B,$1.80 B,$1.31 B,$0.31 B,$0.46 B,$0.47 B,$0.66 B,$1.09 B,$1.26 B,$0.79 B
fresenius,,$29.73 B,$30.75 B,$31.87 B,$30.53 B,$21.88 B,$22.85 B,$15.68 B,$16.14 B,$18.90 B,$17.72 B,$14.67 B,$7.80 B,$12.42 B,$8.27 B,$2.39 B,,,,,$0.16 B,$0.60 B,
aker-bp,,$5.41 B,$3.71 B,$4.18 B,$3.60 B,$2.01 B,$3.38 B,$2.54 B,$2.62 B,$2.29 B,$0.82 B,$0.43 B,$0.16 B,$0.26 B,$0.25 B,$N/A,,,,,,,
wsp-global,,$3.01 B,$2.19 B,$1.24 B,$1.87 B,$1.11 B,$0.97 B,$0.80 B,$0.73 B,$0.72 B,$0.18 B,$0.23 B,$68.3 M,$81.16 M,$5.7 M,$1.54 M,,$5.97 M,,,,,
huntington-bancshares,,$11.71 B,$7.44 B,$8.53 B,$12.45 B,$10.64 B,$14.26 B,$12.00 B,$7.68 B,$6.73 B,$4.81 B,$2.95 B,$4.53 B,$5.85 B,$4.67 B,$8.16 B,$7.09 B,$4.59 B,$6.48 B,$7.53 B,$8.26 B,$6.38 B,$4.69 B
hormel-foods,,$3.29 B,$3.32 B,$1.30 B,$0.25 B,$0.62 B,$0.25 B,$0.25 B,$0.43 B,$0.25 B,$0.25 B,$0.25 B,$0.25 B,$0.35 B,$0.35 B,$0.45 B,$0.42 B,$0.35 B,$0.36 B,$0.37 B,$0.40 B,$0.42 B,$0.50 B
standard-bank-group,,$7.64 B,$9.10 B,$8.88 B,$8.80 B,$7.72 B,$7.27 B,$5.07 B,$4.52 B,$5.94 B,$5.67 B,$7.14 B,$3.06 B,$3.49 B,$3.60 B,$2.30 B,$3.08 B,$2.51 B,$2.00 B,$1.68 B,$1.05 B,$0.35 B,
waters-corporation,,$1.57 B,$1.51 B,$1.35 B,$1.68 B,$1.14 B,$1.99 B,$1.82 B,$1.66 B,$1.46 B,$1.32 B,$1.17 B,$0.99 B,$0.76 B,$0.63 B,$0.53 B,$0.88 B,$0.90 B,$0.82 B,$0.45 B,$0.24 B,$2.66 M,$1.14 M
hdfc-life,$0.11 B,$79.12 M,$81.69 M,,,,,,,,,,,,,,,,,,,,
akamai,,$3.17 B,$2.85 B,$2.77 B,$2.67 B,$1.56 B,$0.66 B,$0.64 B,$0.62 B,$0.60 B,,,,,$0.19 B,$0.19 B,$0.19 B,$0.20 B,$0.20 B,$0.25 B,$0.38 B,$0.30 B,$0.30 B
southwest-airlines,,$9.43 B,$12.28 B,$12.19 B,$3.99 B,$3.37 B,$3.66 B,$3.38 B,$3.17 B,$2.69 B,$2.82 B,$3.15 B,$3.75 B,$3.38 B,$3.51 B,$3.66 B,$2.09 B,$1.68 B,$1.99 B,$1.84 B,$1.53 B,$1.68 B,$1.84 B
guotai-junan-securities,,$24.18 B,$30.00 B,$25.44 B,$15.83 B,$13.63 B,$19.04 B,$14.46 B,$12.10 B,$10.42 B,$4.68 B,$1.71 B,$0.50 B,,$64.45 M,$0.24 B,$0.55 B,$0.49 B,$0.56 B,$0.50 B,$0.20 B,$0.21 B,
kakao,,$3.28 B,$2.75 B,$0.79 B,$0.62 B,$0.58 B,$0.74 B,$0.82 B,$0.17 B,$0.27 M,$0.85 M,$0.11 M,$0.51 M,,$17.33 M,$28.91 M,$41.14 M,,,,,,
abiomed,,,,,,$N/A,$16.33 M,,,,,,,,,,,,,,,$0.05 M,$0.24 M
royalty-pharma,,$7.11 B,$7.09 B,$5.81 B,$6.23 B,$6.51 B,,,,,,,,,,,,,,,,,
ctbc-financial-holding,,$5.93 B,$6.53 B,$5.62 B,$5.23 B,$4.49 B,$5.53 B,$3.93 B,$3.77 B,$3.83 B,$2.34 B,$2.27 B,$1.87 B,$2.07 B,$2.85 B,$3.36 B,$3.30 B,$3.54 B,,,,,
tdk,$5.64 B,$5.57 B,$4.72 B,$4.26 B,$4.68 B,$4.54 B,$2.98 B,$2.98 B,$2.23 B,$2.59 B,$3.13 B,$3.29 B,$2.94 B,$2.88 B,$2.89 B,$0.12 B,$69.64 M,$58.36 M,$1.72 M,$10.17 M,$23.63 M,$27.13 M,$61.62 M
hydro-one,,$11.22 B,$11.55 B,$11.30 B,$9.72 B,$9.13 B,$9.12 B,$8.29 B,$7.36 B,$7.69 B,$8.53 B,$8.56 B,$7.87 B,$7.78 B,$6.61 B,$5.04 B,$5.62 B,$4.60 B,$4.34 B,,,,
snam,,$14.65 B,$17.39 B,$19.60 B,$16.55 B,$15.35 B,$15.14 B,$11.67 B,$15.08 B,$16.95 B,$15.71 B,$16.60 B,$8.81 B,$11.31 B,$12.99 B,$19.57 M,,$0.69 B,$4.86 B,$3.80 B,$3.75 B,,
nan-ya-plastics,,$5.70 B,$5.07 B,$5.27 B,$4.22 B,$3.53 B,$3.41 B,$3.44 B,$3.34 B,$4.34 B,$5.41 B,$4.90 B,$4.62 B,$3.76 B,$3.56 B,$3.77 B,$3.29 B,$3.37 B,,,,,
ck-asset--holdings,,$6.93 B,$13.20 B,$11.03 B,$11.17 B,$8.87 B,$9.21 B,$9.04 B,$7.86 B,$77.35 M,$78.66 M,$79.34 M,,,,,,,,,,,
atmos-energy,$6.89 B,$8.14 B,$7.33 B,$4.53 B,$3.99 B,$3.64 B,$3.51 B,$3.26 B,$2.91 B,$2.65 B,$2.82 B,$2.52 B,$2.41 B,$2.29 B,$2.24 B,$2.47 B,$2.28 B,$2.56 B,$2.33 B,$0.86 B,$0.99 B,$0.83 B,$0.91 B
safco,,$65.39 M,$47.56 M,$32.87 M,$31.88 M,$2.83 M,$2.94 M,,,,$N/A,$10.67 M,$10.66 M,$42.66 M,$94.08 M,$0.15 B,$0.22 B,$0.28 B,,,,,
tyler-technologies,,$1.04 B,$1.38 B,$22.18 M,$23.2 M,,,$10 M,$66 M,,,$18 M,$60.7 M,,,$8 M,,,,,,$2.55 M,$3.03 M
wilmar,,$30.65 B,$29.37 B,$23.41 B,$23.91 B,$23.34 B,$19.82 B,$17.02 B,$17.42 B,$22.36 B,$26.19 B,$22.24 B,$20.88 B,$18.67 B,$10.61 B,$5.28 B,$5.02 B,$0.75 B,$0.68 B,,,,
mitsubishi-estate,$21.54 B,$22.42 B,$22.88 B,$22.47 B,$20.85 B,$23.29 B,$21.39 B,$20.32 B,$16.01 B,$19.08 B,$22.01 B,$20.61 B,$19.62 B,$18.75 B,$18.50 B,$16.47 B,$8.59 B,$8.55 B,$11.18 B,$11.62 B,$10.40 B,$9.45 B,$10.04 B
brookfield-renewable-partners,,$25.17 B,$21.99 B,$18.08 B,$17.70 B,$10.71 B,$11.76 B,$10.18 B,$7.33 B,$7.67 B,$6.62 B,$6.11 B,$5.51 B,$1.62 B,$1.61 B,$0.54 B,$0.63 B,$0.56 B,$0.53 B,$0.42 B,$0.39 B,$0.30 B,$0.10 B
factset,$1.83 B,$2.22 B,$0.86 B,$0.87 B,$0.57 B,$0.57 B,$0.57 B,$0.30 B,$35 M,,,,,,,,,$1.84 M,,,,,
inpex,,$9.70 B,$10.25 B,$11.97 B,$10.28 B,$6.57 B,$6.15 B,$6.59 B,$5.64 B,$5.67 B,$5.04 B,$3.84 B,$3.28 B,$2.57 B,$1.65 B,$1.94 B,$2.11 B,$1.87 B,$1.66 B,,,,
cms-energy,,$14.30 B,$12.47 B,$15.19 B,$13.24 B,$11.77 B,$10.48 B,$10.03 B,$9.51 B,$8.73 B,$7.97 B,$7.51 B,$7.26 B,$7.38 B,$6.82 B,$6.75 B,$6.51 B,$6.98 B,$7.73 B,$7.73 B,$7.28 B,$6.57 B,$8.38 B
aristocrat,$1.72 B,$1.81 B,$2.53 B,$2.51 B,$1.88 B,$2.08 B,$0.94 B,$0.98 B,$1.24 B,$99.91 M,$0.22 B,,$0.26 B,$0.31 B,$0.12 B,$0.34 B,$0.16 B,$0.12 B,$0.13 B,$0.10 B,$0.11 B,$0.23 B,$0.20 B
cooper-companies,,$2.76 B,$1.71 B,$2.03 B,$1.82 B,$2.02 B,$1.17 B,$1.33 B,$1.34 B,$1.38 B,$0.34 B,$0.37 B,$0.38 B,$0.61 B,$0.78 B,$0.90 B,$0.87 B,$0.74 B,$0.70 B,$0.16 B,$0.18 B,$0.16 B,$68.8 M
westlake-chemical,,$4.87 B,$5.18 B,$3.56 B,$3.44 B,$2.66 B,$3.83 B,$3.82 B,$0.76 B,$0.76 B,$0.76 B,$0.76 B,$0.76 B,$0.76 B,$0.51 B,$0.51 B,$0.51 B,$0.26 B,$0.26 B,$0.29 B,$0.53 B,$0.53 B,
bank-of-jiangsu,,$84.14 B,$79.14 B,$71.21 B,$57.43 B,$52.79 B,$40.05 B,$23.10 B,$8.96 B,$5.04 B,$1.93 B,$3.78 B,$1.81 B,$1.33 B,$0.67 B,$0.34 B,$0.15 M,$1.14 M,$1.1 M,,,,
draftkings,,$1.32 B,$1.31 B,$81.61 M,$75.11 M,$3.75 M,,,,,,,,,,,,,,,,,
everest-re,,$3.08 B,$3.08 B,$1.91 B,$0.63 B,$0.63 B,$0.63 B,$0.63 B,$0.63 B,$0.63 B,$0.82 B,$0.81 B,$0.48 B,$0.32 B,$1.01 B,$1.17 B,$1.17 B,$0.99 B,$0.99 B,$1.24 B,$0.51 B,$0.51 B,$0.55 B
lpl-financial,,$2.71 B,$2.81 B,$2.59 B,$2.64 B,$2.47 B,$2.49 B,$2.28 B,$2.24 B,$1.63 B,$1.53 B,$1.31 B,$1.33 B,$1.38 B,$1.36 B,$1.46 B,$1.45 B,$1.34 B,,,,,
elm-company,,$22.02 M,$28.48 M,$34.66 M,$36.82 M,$5.94 M,$5.79 M,$5.64 M,,,,,,,,,,,,,,,
htsc,,$29.20 B,$33.17 B,$24.35 B,$18.60 B,$13.74 B,$17.04 B,$12.18 B,$11.97 B,$7.71 B,$3.15 B,$96.23 M,,,$0.29 B,$0.29 B,,,,,,,
bt-group,$29.58 B,$28.83 B,$31.39 B,$32.03 B,$21.97 B,$20.03 B,$15.86 B,$20.51 B,$14.46 B,$16.33 B,$15.21 B,$16.79 B,$15.84 B,$19.42 B,$19.94 B,$22.50 B,$16.99 B,$17.26 B,$22.68 B,$25.24 B,$20.06 B,$23.12 B,$38.76 B
skyworks-solutions,$1.29 B,$2.18 B,$2.23 B,$0.15 B,,,,,,,,,$26.08 M,$74.74 M,$0.12 B,$0.18 B,$0.29 B,$0.22 B,$0.28 B,$0.28 B,$0.31 B,$0.23 M,$0.36 M
varun-beverages,,$0.46 B,$0.45 B,$0.44 B,$0.47 B,$0.39 B,$0.31 B,$0.23 B,$0.44 B,,,,,,,,,,,,,,
seagate,$5.45 B,$5.64 B,$5.13 B,$4.17 B,$4.25 B,$4.81 B,$5.02 B,$4.13 B,$4.15 B,$3.92 B,$2.77 B,$2.86 B,$3.51 B,$2.50 B,$2.72 B,$2.03 B,$2.06 B,$0.97 B,$0.74 B,$0.74 B,$0.74 B,$0.75 B,
seres-group,,$0.70 B,$0.78 B,$0.78 B,$0.79 B,$0.79 B,$0.76 B,$0.35 B,$0.31 B,$0.24 B,$0.27 B,$0.24 B,$0.20 B,,,,,,,,,,
sun-communities,,$7.19 B,$5.67 B,$4.68 B,$3.36 B,$3.05 B,$3.03 B,$3.06 B,$2.29 B,$1.83 B,$1.49 B,$1.45 B,$1.39 B,$1.25 B,$1.25 B,$1.22 B,$1.18 B,$1.16 B,$1.12 B,$1.07 B,$0.87 B,$0.73 B,$0.58 B
hubbell,,$1.44 B,$1.44 B,$1.59 B,$1.57 B,$1.79 B,$1.05 B,$0.99 B,$0.64 B,$0.59 B,$0.59 B,$0.59 B,$0.59 B,$0.59 B,$0.49 B,$0.49 B,$0.23 B,$0.22 B,$0.22 B,$0.29 B,$0.29 B,$0.29 B,$0.16 B
ntt-data,$15.02 B,$5.43 B,$6.69 B,$7.02 B,$5.23 B,$5.32 B,$5.77 B,$3.56 B,$3.65 B,$3.94 B,$4.01 B,$4.58 B,$4.98 B,$3.09 B,$3.35 B,$2.84 B,$2.14 B,$2.36 B,$2.80 B,$3.09 B,$3.34 B,$3.26 B,$3.41 B
align-technology,,$0.10 B,$0.10 B,$64.44 M,$43.46 M,,,,,,,,,,,,,$11.5 M,,$1.87 M,$3.83 M,$6.02 M,$1.46 M
terna,,$11.58 B,$14.11 B,$15.06 B,$10.88 B,$10.94 B,$11.73 B,$9.95 B,$10.03 B,$10.92 B,$12.21 B,$12.04 B,$8.81 B,$6.94 B,$6.07 B,$5.75 B,$4.03 B,$2.95 B,$2.86 B,$1.96 B,$10.7 M,,
vanke,,$49.25 B,$46.13 B,$43.81 B,$40.26 B,$35.94 B,$29.30 B,$18.55 B,$12.26 B,$11.14 B,$12.67 B,$11.48 B,$8.01 B,$7.16 B,$4.67 B,$4.81 B,$3.42 B,$1.70 B,$0.45 B,$0.48 B,$0.34 B,$0.25 B,$0.19 B
northern-trust,,$12.38 B,$7.23 B,$8.60 B,$11.78 B,$14.06 B,$12.39 B,$8.89 B,$8.09 B,$6.89 B,$7.42 B,$5.95 B,$7.48 B,$9.89 B,$14.43 B,$8.67 B,$5.72 B,$6.00 B,$6.15 B,$4.66 B,$5.31 B,$6.93 B,$9.87 B
yum-china,,$1.94 B,$2.32 B,$1.94 B,$1.82 B,$25 M,$28 M,$28 M,$34 M,$34 M,,,,,,,,,,,,,
hologic,$2.81 B,$2.82 B,$3.02 B,$3.03 B,$3.05 B,$3.30 B,$3.32 B,$3.34 B,$3.63 B,$4.26 B,$4.80 B,$5.03 B,$1.48 B,$1.44 B,$1.90 B,$2.20 B,$11.19 M,$64.08 M,,$0.94 M,$2.03 M,$2.74 M,$30.89 M
weichai-power,,$7.11 B,$5.78 B,$6.89 B,$6.53 B,$5.16 B,$5.36 B,$6.10 B,$3.31 B,$3.47 B,$2.35 B,$1.94 B,$0.84 B,$0.42 B,$0.54 B,$0.30 B,$0.26 B,,$50.16 M,$11.07 M,$18.35 M,$18.33 M,
sungrow-power-supply,,$0.98 B,$0.61 B,$0.33 B,$0.30 B,$0.28 B,$0.18 B,$74.9 M,$16.81 M,$15.91 M,$8.26 M,$14.43 M,$0.79 M,$0.75 M,$3.36 M,,,,,,,,
siemens-india,,$22.34 M,$29.85 M,$28.22 M,,,$N/A,$3.77 M,$3.82 M,,,,$N/A,$0.05 M,$0.13 M,$2.41 M,$7.99 M,$0.87 M,$21.86 M,$0.63 M,,,
hindustan-zinc,$1.48 B,$0.41 B,$0.98 B,$84.74 M,$0.36 B,$N/A,$1.22 B,,,,$0.07 M,$0.07 M,$0.08 M,$13.49 M,$1.71 M,$0.09 M,$0.09 M,$0.12 B,$0.13 B,,,,
regions-financial,,$2.28 B,$2.40 B,$3.56 B,$9.92 B,$14.02 B,$8.63 B,$7.76 B,$8.35 B,$3.96 B,$4.83 B,$5.98 B,$8.84 B,$14.41 B,$20.23 B,$31.91 B,$13.62 B,$10.63 B,$8.00 B,$13.23 B,$10.13 B,$9.47 B,$8.84 B
grasim-industries,$12.55 B,$9.83 B,$10.57 B,$11.22 B,$11.79 B,$10.29 B,$1.42 B,$1.93 B,$1.90 B,$1.61 B,$1.76 B,$1.28 B,$1.52 B,$1.25 B,$1.16 B,$1.40 B,$1.13 B,$0.82 B,$0.90 B,,,,
kubota,,$12.31 B,$9.51 B,$8.47 B,$8.29 B,$7.60 B,$7.42 B,$7.00 B,$6.39 B,$5.70 B,$4.88 B,$4.56 B,$4.42 B,$4.46 B,$4.21 B,$3.99 B,$3.40 B,$3.25 B,$3.24 B,$2.92 B,$3.16 B,$2.93 B,$3.59 B
zte,,$6.74 B,$6.33 B,$5.51 B,$5.43 B,$3.97 B,$3.31 B,$3.18 B,$3.47 B,$4.39 B,$4.43 B,$4.73 B,$3.61 B,$2.02 B,$1.88 B,$1.53 B,$0.88 B,$0.33 B,$84.24 M,$0.17 B,$0.23 B,$0.17 B,$0.14 B
booz-allen-hamilton,$3.06 B,$3.09 B,$2.67 B,$2.50 B,$1.75 B,$1.81 B,$1.66 B,$1.59 B,$1.62 B,$1.65 B,$1.71 B,$0.96 B,$0.99 B,$1.56 B,$1.23 B,,,,,,,,
george-weston,,$15.26 B,$15.29 B,$16.36 B,$16.20 B,$12.48 B,$10.75 B,$9.83 B,$9.80 B,$12.14 B,$9.39 B,$8.29 B,$7.96 B,$6.20 B,$5.72 B,$5.17 B,$6.88 B,$6.06 B,$6.02 B,$6.07 B,$4.78 B,$4.06 B,$5.12 B
formosa-plastics,,$2.69 B,$2.04 B,$2.74 B,$2.47 B,$2.63 B,$2.51 B,$2.87 B,$2.62 B,$3.33 B,$3.39 B,$3.41 B,$2.53 B,$2.04 B,$2.34 B,$2.81 B,$2.52 B,$2.48 B,,,,,
bollore,,$7.30 B,$9.61 B,$14.01 B,$13.28 B,$11.73 B,$9.62 B,$5.91 B,$6.37 B,$3.83 B,$4.69 B,$4.10 B,,,,$1.52 B,$2.58 B,$2.41 B,$2.48 B,$2.27 B,,,
omnicom,,$6.49 B,$6.64 B,$6.92 B,$6.41 B,$4.89 B,$4.92 B,$4.94 B,$4.57 B,$4.57 B,$4.03 B,$4.45 B,$3.19 B,$3.17 B,$2.25 B,$3.07 B,$3.06 B,$3.06 B,$3.28 B,$2.58 B,$2.59 B,$2.03 B,$1.54 B
jacobs-engineering,,$4.16 B,$3.82 B,$2.57 B,$1.40 B,$2.15 B,$0.23 B,$0.38 B,$0.59 B,$0.80 B,$0.43 B,$0.52 B,$0.56 B,$79.9 M,$18.23 M,$56.64 M,$40.97 M,$92.14 M,$95.98 M,$80.01 M,$18.27 M,$91.69 M,$0.18 B
sompo-holdings,$4.57 B,$4.42 B,$4.80 B,$4.66 B,$4.59 B,$4.81 B,$3.80 B,$1.18 B,$1.13 B,$2.54 B,$2.77 B,$1.54 B,$1.53 B,,,,,,,,,,
china-longyuan-power-group,,$15.33 B,$14.02 B,$12.31 B,$10.57 B,$10.11 B,$11.13 B,$8.49 B,$7.97 B,$10.45 B,$8.82 B,$8.65 B,$7.89 B,$5.32 B,$4.76 B,$3.19 B,$1.87 B,$0.78 B,,,,,
cincinnati-financial,,$0.89 B,$0.89 B,$0.89 B,$0.88 B,$0.86 B,$0.85 B,$0.84 B,$0.85 B,$0.87 B,$0.93 B,$0.93 B,$0.89 B,$0.83 B,$0.83 B,$0.84 B,$0.86 B,$0.84 B,$0.79 B,$0.79 B,$0.60 B,$0.60 B,$0.60 B
wuxi-biologics,,$0.64 B,$0.67 B,$0.51 B,$0.31 B,,$N/A,$0.16 B,$70.33 M,$8.94 M,,,,,,,,,,,,,
nomura-research-institute,$1.78 B,$2.05 B,$1.50 B,$0.97 B,$0.53 B,$0.75 B,$0.51 B,$0.56 B,$0.53 B,$0.53 B,$0.60 B,$0.72 B,$0.74 B,$0.54 B,$0.51 B,$0.50 B,$0.42 B,$2.03 M,$10.08 M,,,,
best-buy,$3.97 B,$3.93 B,$4.08 B,$4.06 B,$1.38 B,$1.35 B,$1.36 B,$1.73 B,$1.62 B,$1.65 B,,$2.20 B,$1.70 B,$1.80 B,$1.96 B,$0.81 B,$0.65 B,$0.59 B,$0.60 B,$0.85 B,$0.82 B,$0.82 B,$0.29 B
erie-indemnity,,$N/A,$93.83 M,$95.86 M,$97.82 M,$99.73 M,$74.72 M,$24.76 M,,,,,,,,,,,,,,,
watsco,,$0.37 B,$0.36 B,$0.21 B,$0.30 B,$0.13 B,$22.04 M,$0.23 B,$0.24 B,$0.30 B,$0.23 B,$0.31 B,$20.01 M,$10.07 M,$0.15 M,$0.26 M,$54.27 M,$40.08 M,$50.07 M,$60.05 M,$60.32 M,$80.5 M,$0.10 B
entegris,,$5.86 B,$0.99 B,$1.12 B,$0.98 B,$0.93 B,$0.67 B,$0.58 B,$0.66 B,$0.76 B,,,,,$71.78 M,$0.16 B,$47.48 M,$3.39 M,$27.34 M,$26.86 M,$28.93 M,$24.25 M,$24.15 M
jeronimo-martins,,$3.37 B,$3.22 B,$3.43 B,$3.49 B,$0.73 B,$0.64 B,$0.35 B,$0.71 B,$0.86 B,$0.95 B,$0.94 B,$0.95 B,$1.13 B,$3.62 B,$1.40 B,$1.15 B,$0.86 B,$0.83 B,$1.02 B,$1.09 B,,
symrise,,$2.72 B,$2.03 B,$2.54 B,$2.31 B,$1.89 B,$1.95 B,$1.84 B,$1.54 B,$1.66 B,$0.75 B,$0.73 B,$0.77 B,$0.84 B,$0.93 B,$0.99 B,,,,,,,
vinfast-auto,,$2.90 B,$3.32 B,$2.35 B,,,,,,,,,,,,,,,,,,,
ptt-exploration-and-production,,$3.84 B,$4.10 B,$3.94 B,$3.47 B,$1.95 B,$2.99 B,$2.85 B,$3.02 B,$4.25 B,$4.04 B,$3.87 B,$3.88 B,$2.60 B,$2.17 B,$0.54 B,$0.62 B,$0.26 B,$0.45 B,$0.46 B,,,
first-solar,,$0.18 B,$0.23 B,$0.27 B,$0.47 B,$0.46 B,$0.39 B,$0.18 B,$0.28 B,$0.21 B,$0.22 B,$0.56 B,$0.66 B,$0.23 B,$0.17 B,$0.19 B,$0.10 B,$80.69 M,$48.72 M,$13.7 M,,$50 M,$23.55 M
air-china,,$31.05 B,$28.69 B,$24.47 B,$7.50 B,$13.94 B,$14.69 B,$15.39 B,$16.17 B,$18.62 B,$18.55 B,$16.01 B,$13.89 B,$12.71 B,$6.95 B,$7.90 B,$3.95 B,$3.46 B,$4.19 B,$4.16 B,$4.36 B,$4.93 B,
dynatrace,$75.17 M,$0.33 B,$0.43 B,$0.50 B,$1.61 B,$1.74 B,,,,,,,,,,,,,,,,,
continental,,$8.21 B,$7.06 B,$9.00 B,$8.52 B,$5.26 B,$4.88 B,$5.14 B,$5.72 B,$7.79 B,$9.14 B,$10.90 B,$12.94 B,$11.91 B,$8.54 B,,$19.16 B,$2.35 B,$2.17 B,$2.86 B,,,
sodexo,$6.97 B,$6.67 B,$8.29 B,$7.57 B,$4.50 B,$4.64 B,$4.21 B,$2.88 B,$3.49 B,$5.13 B,$3.49 B,$3.37 B,$3.51 B,$3.47 B,$3.86 B,$3.71 B,$2.70 B,$2.50 B,$2.38 B,$2.58 B,$2.97 B,$2.89 B,$2.99 B
polyus,,$3.52 B,$3.27 B,$3.55 B,$5.08 B,$3.98 B,$4.28 B,$4.98 B,$2.18 B,$1.81 B,,,,,,,,,,,,,
dassault-aviation,,$0.25 B,$0.25 B,$0.33 B,$0.62 B,$1.13 B,$1.31 B,$1.24 B,$1.32 B,$1.19 B,$0.37 B,$0.42 B,$0.92 B,$2.19 B,$2.52 B,$0.36 B,$0.38 B,$0.39 B,$0.28 B,$0.30 B,$0.29 B,$0.24 B,
erste-group-bank,,$39.16 B,$37.05 B,$38.41 B,$34.59 B,$34.02 B,$30.12 B,$28.62 B,$32.42 B,$37.87 B,$46.01 B,$49.06 B,$49.48 B,$53.58 B,$55.56 B,$53.81 B,$53.85 B,$35.75 B,$30.22 B,$31.76 B,,,
moncler,,$0.97 B,$1.03 B,$0.84 B,$0.73 B,$0.11 B,$0.11 B,$0.14 B,$0.21 B,$0.28 B,$0.38 B,$0.42 B,$0.42 B,$0.26 B,,,,,,,,,
magna-international,,$5.07 B,$5.67 B,$5.99 B,$4.99 B,$4.39 B,$3.57 B,$3.15 B,$2.60 B,$1.05 B,$0.37 B,$0.43 B,$0.23 B,$97 M,$0.17 B,$1.20 B,$0.80 B,$0.76 B,$0.92 B,$0.98 B,$0.64 B,$0.68 B,$0.60 B
heidelbergcement,,$7.08 B,$9.02 B,$11.90 B,$13.22 B,$12.23 B,$12.73 B,$11.33 B,$6.91 B,$9.24 B,$11.39 B,$10.88 B,$12.57 B,$11.13 B,$12.57 B,$16.81 B,$20.81 B,$3.37 B,$3.54 B,$4.33 B,$4.26 B,$4.22 B,
tourmaline-oil,,$0.46 B,$0.69 B,$1.53 B,$1.24 B,$1.08 B,$1.21 B,$1.04 B,$0.91 B,$0.79 B,$0.55 B,$0.36 B,$80.07 M,,,,,,,,,,
telenor,,$12.13 B,$14.92 B,$17.58 B,$15.77 B,$8.14 B,$8.64 B,$9.59 B,$8.50 B,$8.89 B,$9.17 B,$8.75 B,$6.16 B,$6.20 B,$7.11 B,$8.38 B,$9.00 B,$8.30 B,$5.78 B,$4.08 B,$3.87 B,$4.67 B,$2.15 B
avery-dennison,,$3.10 B,$3.10 B,$2.11 B,$1.93 B,$1.96 B,$1.58 B,$1.29 B,$1.05 B,$1.14 B,$1.02 B,$1.22 B,$1.18 B,$1.33 B,$1.62 B,$2.20 B,$2.25 B,$0.96 B,$1.08 B,$1.21 B,$1.18 B,$1.14 B,$0.84 B
hyundai-mobis,,$2.88 B,$2.95 B,$3.02 B,$2.59 B,$2.41 B,$2.87 B,$2.72 B,$2.74 B,$2.61 B,$2.77 B,$2.48 B,$2.40 B,$1.95 B,$2.05 B,$1.75 B,$1.58 B,,,,,,
alfa-laval,,$1.74 B,$1.19 B,$1.42 B,$1.58 B,$1.34 B,$1.55 B,$1.48 B,$1.75 B,$2.31 B,$0.74 B,$0.95 B,$0.64 B,$86.55 M,$28.68 M,$0.49 B,$0.56 B,$0.32 B,$0.35 B,$0.38 B,$0.51 B,$0.53 B,
pidilite,$47.56 M,$54.83 M,$45.06 M,$38.15 M,$16.23 M,$19.13 M,$15.05 M,$12.77 M,$9.34 M,$7.67 M,$20.49 M,$29.14 M,$75.22 M,$0.10 B,$0.11 B,$0.13 B,$33.56 M,$12.64 M,$14.38 M,,,,
china-merchants-securities,,$26.61 B,$29.43 B,$22.29 B,$16.01 B,$13.77 B,$15.95 B,$11.14 B,$13.63 B,$5.18 B,$3.36 B,$0.14 B,$0.11 B,$79.91 M,$48.98 M,$25.88 M,$6.41 M,,$43.38 M,,,,
idex,,$1.46 B,$1.19 B,$1.04 B,$0.84 B,$0.84 B,$0.85 B,$1.01 B,$0.84 B,$0.86 B,$0.77 B,$0.78 B,$0.80 B,$0.52 B,$0.40 B,$0.55 B,$0.45 B,$0.36 B,$0.16 B,$0.22 B,$0.17 B,$0.24 B,$0.29 B
celanese,,$15.04 B,$4.16 B,$3.93 B,$4.08 B,$3.53 B,$3.64 B,$3.00 B,$2.98 B,$2.74 B,$3.06 B,$3.09 B,$3.01 B,$3.21 B,$3.50 B,$3.53 B,$3.55 B,$3.49 B,$3.43 B,$3.38 B,$0.63 B,,
porsche-se,,$7.59 B,$N/A,$46.73 M,$44.8 M,$14.87 M,$15.6 M,$0.31 B,$0.32 B,$0.36 B,$0.41 B,$0.39 B,$7.60 B,$14.26 B,,,,,,,,,
santos,,$5.51 B,$5.83 B,$3.84 B,$3.10 B,$3.46 B,$3.07 B,$3.77 B,$3.93 B,$5.52 B,$4.59 B,$3.99 B,$3.40 B,$3.25 B,$1.46 B,$1.21 B,$1.60 B,$1.02 B,$1.02 B,$0.64 B,$0.49 B,$0.45 B,$0.39 B
ucb,,$3.10 B,$2.40 B,$3.37 B,$1.43 B,$1.71 B,$1.88 B,$1.68 B,$2.41 B,$2.57 B,$3.79 B,$2.76 B,$2.35 B,$2.74 B,$3.21 B,$4.07 B,$3.53 B,$4.11 B,$1.24 B,$3.00 B,$0.51 B,,
b3,,$2.41 B,$2.62 B,$1.49 B,$1.17 B,$1.24 B,$1.78 B,$1.77 B,$0.69 B,$0.68 B,$0.71 B,$0.71 B,,,,$0.25 B,,,,,,,
