Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
cibc,,$137.75 B,$132.58 B,$34.30 B,$33.10 B,$35.60 B,$34.44 B,$31.97 B,$33.28 B,$39.09 B,$51.56 B,$30.03 B,$25.00 B,$12.23 B,$4.78 B,$5.52 B,$5.83 B,$4.98 B,$4.82 B,$3.18 B,$2.42 B,$2.66 B,$2.94 B
doordash,,$0.51 B,$0.39 B,$0.61 B,$0.18 B,$N/A,,,,,,,,,,,,,,,,,
baidu,,$13.24 B,$14.36 B,$12.66 B,$10.52 B,$9.43 B,$6.69 B,$6.37 B,$5.41 B,$4.17 B,$2.91 B,$1.91 B,$0.40 B,$13 M,$0.6 M,,,,,,,,
archer-daniels-midland,,$9.18 B,$9.53 B,$11.05 B,$9.09 B,$8.38 B,$7.49 B,$6.93 B,$5.87 B,$5.69 B,$6.87 B,$10.32 B,$10.31 B,$7.54 B,$8.20 B,$11.04 B,$5.28 B,$4.67 B,$4.17 B,$5.67 B,$5.18 B,$4.38 B,$4.60 B
oneok,,$13.70 B,$13.73 B,$14.33 B,$12.73 B,$9.38 B,$9.13 B,$9.44 B,$8.98 B,$8.25 B,$8.33 B,$7.34 B,$5.73 B,$4.88 B,$5.48 B,$6.50 B,$4.83 B,$4.05 B,$3.57 B,$2.61 B,$2.58 B,$1.89 B,$2.46 B
suncor-energy,,$11.54 B,$14.40 B,$17.01 B,$13.75 B,$12.73 B,$12.38 B,$12.97 B,$11.03 B,$11.48 B,$10.76 B,$11.08 B,$10.55 B,$12.19 B,$13.19 B,$6.48 B,$3.82 B,$2.05 B,$2.62 B,$1.87 B,$1.91 B,$1.97 B,$2.31 B
dominion-energy,,$45.67 B,$40.58 B,$37.01 B,$37.89 B,$35.17 B,$37.32 B,$35.09 B,$28.95 B,$25.95 B,$22.77 B,$21.48 B,$20.68 B,$17.64 B,$17.91 B,$17.43 B,$16.46 B,$19.60 B,$18.60 B,$17.44 B,$18.48 B,$15.37 B,$15.33 B
centene,,$18.02 B,$18.83 B,$16.77 B,$13.72 B,$6.68 B,$4.69 B,$4.65 B,$1.22 B,$0.89 B,$0.66 B,$0.53 B,$0.35 B,$0.33 B,$0.30 B,$0.26 B,$0.20 B,$0.17 B,$92.44 M,$47.45 M,$8.19 M,,
tc-energy,,$43.09 B,$41.40 B,$38.86 B,$38.20 B,$36.88 B,$34.58 B,$33.38 B,$25.39 B,$24.45 B,$24.20 B,$22.30 B,$21.82 B,$21.87 B,$19.34 B,$16.56 B,$15.26 B,$11.37 B,$10.27 B,$9.89 B,$8.60 B,$8.20 B,$8.63 B
realty-income,,$18.11 B,$15.44 B,$8.81 B,$7.90 B,$6.49 B,$6.11 B,$5.83 B,$4.84 B,$4.93 B,$4.16 B,$2.92 B,$2.05 B,$1.60 B,$1.35 B,$1.37 B,$1.47 B,$0.92 B,$0.89 B,$0.50 B,$0.50 B,$0.33 B,$0.31 B
fortinet,,$0.99 B,$0.98 B,,,,,,,,,,,,,,,,,,,,
iqvia,,$13.01 B,$12.43 B,$12.90 B,$12.04 B,$11.00 B,$10.22 B,$7.20 B,$2.46 B,$2.29 B,$2.04 B,$2.42 B,$1.97 B,,,,,,,,,,
maybank,,$12.27 B,$14.47 B,$15.17 B,$14.96 B,$12.85 B,$14.06 B,$13.16 B,$13.26 B,$11.47 B,$9.73 B,$9.94 B,$5.48 B,$3.35 B,$2.90 B,$1.52 B,$1.84 B,$1.06 B,$0.79 B,,,,
kinder-morgan,,$31.78 B,$33.32 B,$34.68 B,$34.29 B,$37.22 B,$37.74 B,$39.95 B,$43.12 B,$42.86 B,$36.19 B,$34.40 B,$17.27 B,$15.82 B,$14.04 B,,,,,,,,
luzhou-laojiao,,$0.91 B,$0.64 B,$0.62 B,$0.35 B,,,,,,,,,,,,,$35.1 M,$42.14 M,$64.81 M,$90.5 M,$78.31 M,$63.98 M
exelon-corporation,,$40.05 B,$34.54 B,$39.33 B,$37.79 B,$36.52 B,$35.58 B,$35.91 B,$26.31 B,$22.27 B,$20.12 B,$19.60 B,$13.40 B,$12.82 B,$13.61 B,$13.15 B,$13.68 B,$13.04 B,$13.96 B,$13.06 B,$15.76 B,$15.74 B,$14.64 B
nu-holdings,,$0.60 B,$0.16 B,$0.18 B,$0.32 B,$0.11 B,,,,,,,,,,,,,,,,,
titan-company,$1.14 B,$0.95 B,$0.76 B,$0.47 B,$0.34 B,$0.25 B,$0.01 M,$17.03 M,$15.96 M,$0.13 B,$1.11 M,$1.15 M,$15.24 M,$16.29 M,$32.8 M,$52.71 M,$57.38 M,$60.49 M,$73.26 M,$93.92 M,,,
lennar,,$4.04 B,$4.65 B,$5.95 B,$9.57 B,$10.11 B,$7.97 B,$6.27 B,$6.65 B,$6.01 B,$5.07 B,$5.03 B,$4.53 B,$4.15 B,$2.97 B,$2.54 B,$2.83 B,$3.76 B,$2.59 B,$2.02 B,$1.55 B,$1.58 B,$1.50 B
adani-enterprises,$6.47 B,$5.48 B,$2.20 B,$1.70 B,$1.67 B,$2.81 B,$3.27 B,$3.09 B,$13.36 B,$12.02 B,$12.74 B,$12.82 B,$7.34 B,$3.89 B,$2.37 B,$1.55 B,$1.00 B,$0.30 B,$0.19 B,$88.55 M,,,
samsung-biologics,,$1.99 B,$1.08 B,$0.72 B,$0.56 B,$0.78 B,$0.51 B,$0.69 B,$0.58 B,$0.43 B,,,,,,,,,,,,,
johnson-controls,,$8.96 B,$7.74 B,$7.81 B,$7.21 B,$10.99 B,$13.57 B,$12.75 B,$6.61 B,$6.68 B,$5.49 B,$6.06 B,$5.14 B,$3.38 B,$3.96 B,$3.94 B,$4.41 B,$4.74 B,$2.34 B,$2.67 B,$2.35 B,$1.97 B,$1.82 B
general-mills,$11.70 B,$11.62 B,$12.61 B,$13.53 B,$14.49 B,$15.81 B,$9.48 B,$8.43 B,$9.22 B,$8.78 B,$7.96 B,$7.42 B,$6.88 B,$6.42 B,$7.07 B,$6.99 B,$6.20 B,$6.04 B,$6.19 B,$8.22 B,$8.85 B,$9.43 B,$3.42 B
maaden,,$11.45 B,$12.82 B,$13.24 B,$13.63 B,$14.55 B,$14.38 B,$14.39 B,$12.10 B,$11.98 B,$8.75 B,$7.11 B,$5.22 B,$3.60 B,$2.34 B,,,,,,,,
spotify,,$1.80 B,$2.01 B,$0.70 B,$0.69 B,,$1.2 M,$1.17 B,,,,,,,,,,,,,,,
hershey-company,,$4.79 B,$5.02 B,$4.60 B,$4.26 B,$4.45 B,$2.92 B,$2.98 B,$2.42 B,$2.18 B,$1.79 B,$1.53 B,$1.88 B,$1.82 B,$1.54 B,$1.50 B,$2.13 B,$2.09 B,$1.76 B,$1.31 B,$0.98 B,$0.87 B,$0.88 B
palantir,,$0.24 B,$0.26 B,$0.45 B,$0.39 B,,,,,,,,,,,,,,,,,,
haleon,,$12.65 B,$1.33 B,$0.66 B,$0.84 B,,,,,,,,,,,,,,,,,,
woodside-energy,,$6.77 B,$4.84 B,$5.81 B,$4.81 B,$2.91 B,$3.95 B,$3.58 B,$3.23 B,$2.11 B,$3.35 B,$4.51 B,$5.20 B,$4.99 B,$4.46 B,$1.45 B,$0.79 B,$1.13 B,$0.63 B,$0.52 B,$0.52 B,$0.52 B,$0.55 B
agilent-technologies,,$2.76 B,$2.72 B,$2.35 B,$2.40 B,$1.79 B,$2.01 B,$1.91 B,$1.65 B,$2.76 B,$2.69 B,$2.36 B,$2.18 B,$3.69 B,$2.90 B,$2.12 B,$2.08 B,$1.50 B,,$1.15 B,$1.15 B,$1.15 B,$6 M
sysco,$11.16 B,$11.38 B,$11.82 B,$15.07 B,$8.16 B,$8.32 B,$8.19 B,$7.43 B,$7.32 B,$2.75 B,$2.88 B,$3.01 B,$2.66 B,$2.48 B,$2.47 B,$1.98 B,$1.78 B,$1.76 B,$1.43 B,$1.46 B,$1.37 B,$1.25 B,$1.01 B
bny-mellon,,$30.85 B,$26.68 B,$26.33 B,$32.05 B,$34.32 B,$34.08 B,$25.21 B,$22.07 B,$21.05 B,$20.62 B,$20.24 B,$22.11 B,$19.38 B,$17.72 B,$16.75 B,$22.79 B,$10.39 B,$8.67 B,$6.65 B,$6.95 B,$6.06 B,$7.33 B
adidas,,$6.91 B,$6.03 B,$7.24 B,$5.34 B,$2.02 B,$1.34 B,$1.71 B,$2.01 B,$2.28 B,$1.86 B,$1.99 B,$1.65 B,$2.14 B,$2.53 B,$3.59 B,$3.13 B,$3.40 B,$1.22 B,$1.42 B,$1.54 B,$1.69 B,
japan-post-bank,$12.25 B,$45.92 B,$35.51 B,$93.48 M,$0.28 B,$1.82 B,$0.76 B,$0.20 B,,,,,,,,,,,,,,,
l3harris-technologies,,$7.78 B,$7.82 B,$7.65 B,$3.52 B,$3.79 B,$4.03 B,$4.51 B,$5.21 B,$1.63 B,$1.73 B,$2.04 B,$2.07 B,$1.20 B,$1.28 B,$0.84 B,$1.12 B,$0.70 B,$0.40 B,$0.41 B,$0.43 B,$0.30 B,$0.41 B
asian-paints,$0.23 B,$0.20 B,$0.14 B,$0.14 B,$90.27 M,$81.86 M,$84.09 M,$48.98 M,$66.75 M,$41.46 M,$46.23 M,$66.02 M,$52.61 M,$51.16 M,$60.77 M,$68.99 M,$70.91 M,$58.67 M,$54.91 M,$39.07 M,,,
datadog,,$0.83 B,$0.80 B,$0.64 B,$60.42 M,$N/A,$N/A,,,,,,,,,,,,,,,,
bce,,$23.59 B,$23.28 B,$20.64 B,$20.13 B,$17.91 B,$18.59 B,$15.97 B,$14.62 B,$17.31 B,$17.76 B,$16.11 B,$14.52 B,$11.91 B,$10.35 B,$10.11 B,$11.36 B,$11.03 B,$11.58 B,$10.89 B,$10.73 B,$11.33 B,$14.79 B
lloyds-banking-group,,$104.02 B,$116.06 B,$140.34 B,$151.97 B,$139.53 B,$123.92 B,$120.46 B,$157.79 B,$160.99 B,$190.37 B,$237.40 B,$343.27 B,$412.13 B,$437.31 B,$136.25 B,$126.20 B,$130.01 B,$88.96 B,$74.91 B,$65.06 B,$12.75 B,$9.62 B
murata-seisakusho,$1.13 B,$1.17 B,$1.59 B,$2.18 B,$1.11 B,$0.13 B,$0.41 B,$86.74 M,$0.17 B,$0.52 B,$0.57 B,$0.44 B,$0.10 B,$98.98 M,$0.11 B,$0.18 B,$0.11 B,$77.12 M,$56.9 M,$59.43 M,$27.04 M,$7.45 M,
grupo-mexico,,$8.70 B,$9.07 B,$9.30 B,$9.78 B,$8.38 B,$8.55 B,$7.33 B,$7.56 B,$5.92 B,$5.79 B,$5.56 B,$3.80 B,$3.95 B,$3.41 B,$1.68 B,$0.76 B,$2.06 B,$1.61 B,$2.45 B,,,
electronic-arts,$1.88 B,$1.87 B,$1.87 B,$0.99 B,$0.99 B,$0.99 B,$0.99 B,$1.15 B,$0.63 B,$0.58 B,$0.55 B,$0.53 B,,,,,,,,,,,
allstate,,$7.96 B,$7.97 B,$7.82 B,$6.63 B,$6.45 B,$6.35 B,$6.34 B,$5.12 B,$5.19 B,$6.20 B,$6.05 B,$5.90 B,$5.90 B,$5.91 B,$5.65 B,$5.64 B,$4.66 B,$5.30 B,$5.33 B,$5.07 B,$4.24 B,$3.92 B
manulife-financial,,$9.13 B,$9.30 B,$10.97 B,$8.92 B,$9.91 B,$10.46 B,$9.58 B,$6.88 B,$8.02 B,$8.60 B,$9.00 B,$5.39 B,$6.42 B,$4.37 B,$4.57 B,$3.91 B,$5.08 B,$4.59 B,$4.85 B,$0.86 B,$1.05 B,$1.04 B
ferguson,$4.83 B,$5.45 B,$3.80 B,$4.52 B,$2.35 B,$1.91 B,$3.23 B,$2.51 B,$3.03 B,$1.67 B,$1.23 B,$1.31 B,$1.62 B,$1.81 B,$3.22 B,$6.02 B,$6.09 B,$4.97 B,$3.17 B,$2.25 B,$1.97 B,$1.45 B,$1.66 B
ametek,,$2.38 B,$2.54 B,$2.41 B,$2.76 B,$2.63 B,$2.17 B,$2.34 B,$1.94 B,$1.71 B,$1.41 B,$1.45 B,$1.26 B,$1.16 B,$1.04 B,$1.11 B,$0.90 B,$0.68 B,$0.63 B,$0.45 B,$0.42 B,$0.39 B,$0.47 B
prudential-financial,,$21.05 B,$19.61 B,$20.94 B,$21.85 B,$20.78 B,$20.07 B,$21.32 B,$29.54 B,$27.63 B,$29.52 B,$28.79 B,$25.20 B,$25.63 B,$24.15 B,$30.84 B,$29.75 B,$23.95 B,$19.38 B,$11.67 B,$10.34 B,$8.22 B,$10.70 B
dow,,$16.70 B,$16.13 B,$19.04 B,$19.15 B,$19.89 B,$21.00 B,,,,,,,,,,,,,,,,
mplx,,$20.30 B,$19.06 B,$20.67 B,$20.30 B,$13.39 B,$6.94 B,$4.42 B,$5.25 B,$0.64 B,$10.5 M,$11.3 M,$11.9 M,,,,,,,,,,
ameriprise-financial,,$5.38 B,$5.19 B,$4.94 B,$4.92 B,$4.81 B,$5.29 B,$5.43 B,$10.44 B,$10.12 B,$8.95 B,$7.88 B,$8.07 B,$8.24 B,$2.24 B,$2.02 B,$2.01 B,$2.22 B,$1.83 B,$0.38 B,$0.46 B,$0.12 B,$0.12 B
kuhne-nagel,,$1.84 B,$2.06 B,$2.25 B,$2.43 B,$0.36 B,$18.48 M,$14.72 M,$18.21 M,$30.34 M,$50.72 M,$74.51 M,$92.74 M,$0.11 B,$0.15 B,$0.10 B,$0.18 B,$0.33 B,$0.27 B,$0.24 B,$0.56 M,$16.93 M,
otis-worldwide,,$7.08 B,$7.60 B,$6.33 B,$0.56 B,$27 M,,,,,,,,,,,,,,,,,
givaudan,,$5.41 B,$5.10 B,$5.04 B,$4.26 B,$3.32 B,$1.65 B,$1.23 B,$1.16 B,$1.22 B,$1.49 B,$1.66 B,$2.12 B,$2.30 B,$2.97 B,$3.45 B,$3.28 B,$0.95 B,$0.90 B,$1.15 B,$0.79 B,$0.74 B,
givaudan,,$5.41 B,$5.10 B,$5.04 B,$4.26 B,$3.32 B,$1.65 B,$1.23 B,$1.16 B,$1.22 B,$1.49 B,$1.66 B,$2.12 B,$2.30 B,$2.97 B,$3.45 B,$3.28 B,$0.95 B,$0.90 B,$1.15 B,$0.79 B,$0.74 B,
waste-connections,,$7.09 B,$5.21 B,$4.89 B,$4.54 B,$4.15 B,$3.91 B,$3.61 B,$2.14 B,$1.97 B,$2.07 B,$2.23 B,$1.19 B,$0.92 B,$0.88 B,$0.83 B,$0.73 B,$0.64 B,$0.60 B,$0.49 B,$0.61 B,$0.58 B,$0.42 B
fastenal,,$0.80 B,$0.63 B,$0.65 B,$0.59 B,$0.50 B,$0.41 B,$0.39 B,$0.36 B,$90 M,,,,,,,,,,,,,
sun-pharmaceutical,$0.83 B,$0.17 B,$0.52 B,$1.10 B,$1.51 B,$1.59 B,$1.51 B,$1.28 B,$1.44 B,$0.42 B,$48.29 M,$63.78 M,$95.4 M,$38.2 M,$35.22 M,$36.44 M,$0.25 B,$0.42 B,$0.41 B,$95.71 M,,,
deutsche-boerse,,$5.73 B,$7.16 B,$5.89 B,$3.36 B,$2.61 B,$3.72 B,$3.12 B,$3.80 B,$2.42 B,$2.56 B,$2.72 B,,$26.73 M,,$N/A,$1.98 B,,,,$6.29 M,$N/A,
constellation-energy,,$5.76 B,$8.19 B,$7.21 B,$8.29 B,,,,,,,,,,,,,,,,,,
alcon,,$5.06 B,$4.47 B,$4.49 B,$3.80 B,$3.56 B,$0.14 B,,,,,,,,,,,,,,,,
uniper,,,,$2.14 B,$2.16 B,$3.36 B,$2.30 B,$3.02 B,$14.04 B,$16.21 B,$18.91 B,,,,,,,,,,,,
li-auto,,$1.77 B,$1.23 B,$0.32 B,$0.24 B,$0.19 B,,,,,,,,,,,,,,,,,
gartner,,$3.15 B,$3.25 B,$2.84 B,$3.09 B,$2.44 B,$3.39 B,$0.69 B,$0.82 B,$0.40 B,$0.20 B,$0.20 B,$0.20 B,$0.22 B,$0.32 B,$0.41 B,$0.39 B,$0.37 B,$0.18 B,$0.19 B,,$0.34 B,$0.34 B
cognizant-technology-solutions,,$1.53 B,$1.64 B,$1.75 B,$1.68 B,$0.74 B,$0.87 B,$0.87 B,$1.28 B,$1.63 B,,,,,,,,,,,,,
experian,$4.09 B,$4.09 B,$4.33 B,$4.41 B,$3.32 B,$3.51 B,$3.04 B,$3.12 B,$3.29 B,$4.16 B,$3.26 B,$2.19 B,$1.92 B,$1.85 B,$2.31 B,$2.85 B,$2.41 B,$3.90 B,$2.81 B,,,,
e-on,,,,$40.39 B,$35.78 B,$11.30 B,$15.63 B,$14.97 B,$19.39 B,$23.91 B,$32.12 B,$34.31 B,$38.76 B,$51.87 B,$65.37 B,$57.39 B,$31.33 B,$17.71 B,$16.97 B,$27.53 B,$27.42 B,$26.75 B,$9.42 B
7-eleven,$28.84 B,$25.07 B,$16.53 B,$9.12 B,$9.96 B,$9.15 B,$9.29 B,$9.08 B,$7.91 B,$9.15 B,$9.24 B,$8.58 B,$8.73 B,$7.68 B,$8.34 B,$7.57 B,$7.10 B,$6.15 B,,,,,
yum,,$11.85 B,$11.24 B,$10.72 B,$10.56 B,$10.07 B,$9.80 B,$9.12 B,$3.97 B,$3.34 B,$2.98 B,$2.94 B,$3.31 B,$3.58 B,$3.26 B,$3.69 B,$3.21 B,$2.27 B,$1.86 B,$1.74 B,$2.06 B,$2.44 B,$2.24 B
fidelity-national-information-services,,$20.13 B,$20.35 B,$20.01 B,$20.19 B,$8.98 B,$8.76 B,$10.47 B,$11.51 B,$5.06 B,$4.46 B,$4.38 B,$4.80 B,$5.19 B,$3.25 B,$2.51 B,$4.27 B,$3.00 B,$0.22 B,$0.27 B,$0.22 B,$0.21 B,$0.23 B
partners-group,,$1.24 B,$0.94 B,$0.98 B,$0.89 B,$0.30 B,$0.30 B,$N/A,$96.15 M,$N/A,$67.62 M,,,,,,,,,,,,
interactive-brokers,,$8.95 B,$11.79 B,$9.95 B,$16 M,$4.05 B,$5.77 B,$4.36 B,$2.89 B,$3.23 B,$2.58 B,$1.95 B,$0.10 B,$0.48 B,$0.52 B,$0.65 B,$1.87 B,$1.59 B,$0.87 B,,,,
capgemini,,$8.08 B,$8.65 B,$11.12 B,$4.58 B,$3.84 B,$4.04 B,$3.59 B,$4.16 B,$1.23 B,$1.43 B,$1.62 B,$2.38 B,$1.74 B,$1.91 B,$1.44 B,$1.95 B,$1.67 B,$1.55 B,$1.15 B,$1.20 B,$0.16 B,$0.12 B
biogen,,$6.61 B,$7.60 B,$7.82 B,$6.36 B,$5.93 B,$5.93 B,$6.51 B,$6.52 B,$0.58 B,$0.59 B,$1.14 B,$1.06 B,$1.20 B,$1.09 B,$1.11 B,$1.56 B,$96.69 M,$43.44 M,$0.85 B,$0.88 B,$42.29 M,$82.16 M
uob,,$31.13 B,$26.04 B,$23.12 B,$19.30 B,$22.86 B,$19.35 B,$18.42 B,$14.64 B,$16.57 B,$15.79 B,$11.75 B,$9.09 B,$4.86 B,$4.30 B,$4.36 B,$4.63 B,$4.30 B,$4.27 B,$4.34 B,$2.46 B,$1.59 B,
ppg-industries,,$0.18 B,$0.19 B,$0.18 B,$5.22 B,$5.01 B,$4.14 B,$4.41 B,$4.32 B,$4.02 B,$3.40 B,$4.01 B,$3.68 B,$4.07 B,$3.34 B,$3.91 B,$3.02 B,$1.29 B,$1.27 B,$1.35 B,$1.66 B,$2.05 B,$2.39 B
bank-mandiri,,$6.90 B,$6.61 B,$6.39 B,$6.06 B,$4.72 B,$3.85 B,$3.30 B,$2.84 B,$2.37 B,$1.82 B,$1.90 B,$1.93 B,$1.31 B,$1.07 B,$15.63 B,$14.64 B,$1.26 B,$1.28 B,,,,
btg-pactual,,$21.38 B,$17.06 B,$18.93 B,$17.46 B,$16.46 B,,,,,,,$16.08 B,$19.11 B,$34.96 M,$0.20 B,,,,,,,
exor,,$36.05 B,$32.48 B,$64.08 B,$48.20 B,$49.46 B,$55.75 B,$58.75 B,$62.62 B,$73.20 B,$73.42 B,$66.24 B,$50.18 B,$31.97 B,$1.94 B,$1.96 B,$2.27 B,$2.01 B,$2.44 B,$3.42 B,,,
las-vegas-sands,,$15.97 B,$14.79 B,$14.00 B,$12.49 B,$11.98 B,$9.64 B,$9.59 B,$9.46 B,$9.99 B,$9.76 B,$10.23 B,$10.03 B,$10.14 B,$11.02 B,$10.47 B,$7.57 B,$4.14 B,$1.63 B,$1.78 B,$1.56 B,$1.35 B,
the-trade-desk,,$0.26 B,$0.28 B,$0.29 B,$0.18 B,,$27 M,$25.84 M,$44.88 M,$14.92 M,,,,,,,,,,,,,
compagnie-de-saint-gobain,,$15.03 B,$15.76 B,$18.78 B,$16.94 B,$12.05 B,$10.66 B,$9.54 B,$11.14 B,$12.98 B,$16.40 B,$16.73 B,$14.31 B,$13.20 B,$16.77 B,$19.03 B,$16.38 B,$17.27 B,$17.75 B,$12.47 B,$11.20 B,,
coinbase,,$3.48 B,$3.49 B,$0.10 B,$0.13 B,,,,,,,,,,,,,,,,,,
costar-group,,$1.10 B,$1.12 B,$1.14 B,$0.16 B,,,$0.33 B,$0.35 B,$0.38 B,$0.15 B,$0.17 B,,,,,,,,,,,
wolters-kluwer,,$3.87 B,$3.54 B,$3.81 B,$3.47 B,$3.21 B,$3.69 B,$3.02 B,$2.82 B,$2.91 B,$3.74 B,$3.18 B,$2.66 B,$3.38 B,$3.24 B,$0.95 B,$2.75 B,$2.75 B,$2.21 B,$1.85 B,$2.78 B,$2.14 B,$2.29 B
xcel-energy,,$26.03 B,$24.73 B,$22.20 B,$20.25 B,$17.24 B,$15.79 B,$14.84 B,$13.99 B,$12.77 B,$11.95 B,$11.00 B,$10.12 B,$9.78 B,$8.89 B,$8.74 B,$8.06 B,$7.41 B,$7.47 B,$7.02 B,$6.73 B,$15.84 B,$15.02 B
bayer,,$44.25 B,$44.76 B,$51.10 B,$43.55 B,$46.52 B,$15.85 B,$19.22 B,$20.55 B,$23.39 B,$9.94 B,$11.78 B,$14.15 B,$14.68 B,$17.33 B,$21.95 B,$20.15 B,$19.07 B,$8.28 B,$13.17 B,$11.84 B,$10.94 B,$7.95 B
verisk-analytics,,$3.95 B,$3.61 B,$3.52 B,$3.39 B,$2.72 B,$3.00 B,$2.38 B,$3.16 B,$1.43 B,$1.27 B,$1.46 B,$1.10 B,$0.83 B,$0.59 B,$0.66 B,$0.43 B,,,,,,
anglo-american,,$14.36 B,$12.85 B,$13.51 B,$10.73 B,$8.97 B,$11.97 B,$13.16 B,$17.96 B,$18.53 B,$17.84 B,$17.75 B,$12.87 B,$13.43 B,$14.31 B,$13.99 B,$8.29 B,$6.24 B,$8.43 B,$11.20 B,$4.54 B,$3.00 B,$4.85 B
ares-management,,$13.33 B,$12.49 B,$10.90 B,$8.56 B,$7.36 B,$5.71 B,$3.39 B,$2.57 B,$13.45 B,$14.42 B,$14.78 B,$14.12 B,,,,,,,,,,
united-rentals,,$12.01 B,$10.30 B,$10.23 B,$11.96 B,$11.74 B,$9.44 B,$7.79 B,$8.16 B,$8.05 B,$7.17 B,$7.36 B,$3.04 B,$2.92 B,$3.07 B,$3.34 B,$2.57 B,$2.70 B,$3.15 B,$3.16 B,$2.81 B,$2.51 B,$2.45 B
wanhua-chemical,,$10.03 B,$11.99 B,$7.77 B,$4.19 B,$3.36 B,$3.33 B,$3.15 B,$3.94 B,$3.52 B,$2.30 B,$1.48 B,$1.06 B,$0.69 B,$0.42 B,$0.24 B,$0.24 B,$0.19 B,$0.22 B,$0.14 B,$15.18 M,$8.69 M,
naspers,$16.45 B,$16.14 B,$8.26 B,$3.85 B,$3.27 B,$4.58 B,$4.26 B,$3.92 B,$4.06 B,$3.60 B,$3.26 B,$2.37 B,$2.29 B,$1.54 B,$0.82 B,$0.27 B,$0.22 B,$0.63 B,$0.43 B,$0.60 B,$0.42 B,$0.27 B,
kuwait-finance-house,,$2.56 B,$0.71 B,$1.03 B,$1.05 B,$1.64 B,$1.72 B,$9.39 B,$9.61 B,$11.80 B,$8.76 B,$8.01 B,,,,,,,,,,,
ntpc-limited,$26.99 B,$27.78 B,$28.62 B,$26.60 B,$23.29 B,$19.97 B,$17.55 B,$16.88 B,$16.35 B,$13.61 B,$12.97 B,$10.81 B,$11.37 B,$9.85 B,$7.66 B,$7.60 B,$6.26 B,$5.05 B,$3.96 B,,,,
dsv,,$5.61 B,$5.59 B,$3.49 B,$3.08 B,$1.09 B,$1.12 B,$1.42 B,$0.67 B,$1.02 B,$1.23 B,$1.26 B,,,,,$1.07 B,$0.92 B,$0.40 B,$0.26 B,$0.42 B,$0.46 B,
on-semiconductor,,$3.23 B,$3.07 B,$3.49 B,$3.61 B,$2.76 B,$2.95 B,$3.62 B,$1.39 B,$1.19 B,$0.94 B,$1.01 B,$1.20 B,$0.88 B,$0.93 B,$1.16 B,$1.15 B,$1.17 B,$1.06 B,$1.15 B,$1.30 B,$1.40 B,$1.38 B
hyundai,,$89.85 B,$91.38 B,$84.83 B,$71.03 B,$65.65 B,$67.53 B,$60.92 B,$55.24 B,$49.54 B,$45.51 B,$43.57 B,$37.38 B,$34.24 B,$41.06 B,$43.85 B,$30.54 B,$31.59 B,$28.15 B,,,,
verbund,,$4.13 B,$3.67 B,$1.70 B,$1.85 B,$2.54 B,$2.82 B,$2.86 B,$3.42 B,$4.50 B,$5.54 B,$5.71 B,,,$0.56 B,,$3.77 B,$1.43 B,$1.71 B,,,,
cummins,,$7.85 B,$4.15 B,$4.16 B,$2.36 B,$2.47 B,$2.00 B,$1.82 B,$1.60 B,$1.67 B,$1.68 B,$0.71 B,$0.68 B,$0.79 B,$0.63 B,$0.69 B,$0.67 B,$0.81 B,$1.36 B,$1.64 B,$1.42 B,$1.13 B,$0.94 B
rwe,,$16.72 B,$13.71 B,$4.11 B,$3.99 B,$1.89 B,$18.12 B,$16.76 B,$18.56 B,$19.64 B,$22.40 B,$23.47 B,$28.41 B,$26.34 B,$24.38 B,,,,,,,,
bajaj-finserv,$20.41 B,$17.19 B,$13.97 B,$14.02 B,$12.46 B,$8.60 B,$6.82 B,$5.11 B,$4.05 B,$3.22 B,$2.39 B,$2.00 B,$1.51 B,$72.45 M,$76.86 M,$77.9 M,,,,,,,
swiss-re,,$11.03 B,$11.18 B,$11.73 B,$11.64 B,$10.13 B,$10.58 B,$11.35 B,$12.81 B,$14.31 B,$18.54 B,$19.89 B,$20.66 B,$29.22 B,$27.25 B,$25.19 B,$31.72 B,$19.55 B,$14.02 B,,,,
baker-hughes,,$6.65 B,$6.72 B,$7.63 B,$6.62 B,$7.22 B,$8.34 B,$0.27 B,,,,,,,,,,,,,,,
ultratech-cement,$1.34 B,$1.35 B,$2.82 B,$3.05 B,$3.28 B,$2.99 B,$1.30 B,$1.51 B,$1.57 B,$1.22 B,$1.35 B,$1.09 B,$1.24 B,$0.35 B,$0.42 B,$0.43 B,$0.36 B,$0.32 B,$0.35 B,,,,
beiersdorf,,$0.25 B,$0.19 B,,$0.44 B,$8 M,$21.6 M,$14.73 M,$41.54 M,$64.45 M,$62.14 M,$42.32 M,,,,,,,,,,,
kroger,$20.41 B,$20.44 B,$20.58 B,$21.17 B,$15.22 B,$15.58 B,$14.07 B,$12.07 B,$11.65 B,$11.30 B,$8.87 B,$8.16 B,$7.89 B,$8.05 B,$8.06 B,$8.12 B,$7.06 B,$7.23 B,$7.97 B,$8.36 B,$8.57 B,$8.84 B,$8.54 B
rbi,,$14.30 B,$14.41 B,$13.90 B,$13.23 B,$12.14 B,$12.12 B,$8.72 B,$8.72 B,$10.66 B,$3.07 B,,,,,,,,,,,,
