Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
erie-indemnity,$3.17 B,$2.84 B,$2.70 B,$2.57 B,$2.51 B,$2.40 B,$1.71 B,$1.61 B,$4.80 B,$6.01 B,$6.11 B,$5.38 B,$4.67 B,$4.76 B,$1.19 B,$1.06 B,$1.17 B,$1.19 B,$1.20 B,$1.20 B,$1.11 B,$1.00 B,$0.81 B
watsco,$7.26 B,$7.27 B,$6.28 B,$5.05 B,$4.77 B,$4.54 B,$4.34 B,$4.22 B,$4.11 B,$3.94 B,$3.74 B,$3.43 B,$2.97 B,$2.84 B,$2.00 B,$1.70 B,$1.76 B,$1.80 B,$1.68 B,$1.31 B,$1.23 B,$1.18 B,$1.23 B
entegris,$3.65 B,$3.28 B,$2.29 B,$1.85 B,$1.59 B,$1.55 B,$1.34 B,$1.17 B,$1.08 B,$0.96 B,$0.69 B,$0.71 B,$0.74 B,$0.68 B,$0.39 B,$0.55 B,$0.62 B,$0.67 B,$0.36 B,$0.26 B,$0.22 B,$0.28 B,
jeronimo-martins,$31.67 B,$26.69 B,$24.28 B,$22.37 B,$20.84 B,$20.37 B,$18.74 B,$16.14 B,$15.19 B,$16.52 B,$15.73 B,$14.14 B,$13.88 B,$11.88 B,$10.22 B,,,,,,,,
adnoc-drilling-company,,,,,,,,,,,,,,,,,,,,,,,
symrise,$3.33 B,$3.20 B,$2.87 B,$2.75 B,$2.42 B,$2.25 B,$2.18 B,$1.92 B,$2.06 B,,,,,,,,,,,,,,
vinfast-auto,$0.95 B,$0.64 B,,,,,,,,,,,,,,,,,,,,,
ptt-exploration-and-production,$8.89 B,$9.41 B,$6.68 B,$5.12 B,$6.23 B,$5.32 B,$4.43 B,$4.28 B,$5.37 B,$7.61 B,$7.34 B,$7.16 B,$5.66 B,$4.74 B,$3.56 B,,,,,,,,
first-solar,$3.16 B,$2.61 B,$2.92 B,$2.71 B,$3.06 B,$2.24 B,$2.94 B,$2.95 B,$3.57 B,$3.39 B,$3.30 B,$3.36 B,$2.76 B,$2.56 B,$2.06 B,$1.24 B,$0.50 B,$0.13 B,$48.06 M,$13.52 M,,,
air-china,$16.38 B,$7.79 B,$11.52 B,$10.16 B,$19.66 B,$20.51 B,$18.09 B,$17.07 B,$17.25 B,$16.95 B,$15.94 B,$15.86 B,$15.14 B,$12.07 B,$7.48 B,$7.70 B,$6.61 B,,,,,,
dynatrace,$1.29 B,$1.09 B,$0.87 B,$0.65 B,$0.51 B,,,,,,,,,,,,,,,,,,
continental,$44.40 B,$41.46 B,$39.28 B,$43.79 B,$49.74 B,$52.21 B,$50.55 B,$44.78 B,$43.39 B,$45.02 B,$44.28 B,$42.60 B,$42.01 B,$34.26 B,$28.36 B,$23.31 B,$18.95 B,$33.10 B,,,,,
sodexo,$17.05 B,$16.44 B,$14.30 B,$14.44 B,$13.97 B,$14.27 B,,,,,,,,,,,,,,,,,
polyus,$4.96 B,$4.99 B,$4.00 B,$2.91 B,$2.72 B,$2.45 B,,,,,,,,,,,,,,,,,
dassault-aviation,$7.44 B,$8.20 B,$6.75 B,$8.25 B,$5.85 B,$5.80 B,$3.85 B,$4.57 B,$4.47 B,$6.34 B,$5.21 B,$4.28 B,$5.56 B,$4.90 B,$5.25 B,$5.99 B,$4.42 B,$4.05 B,$4.86 B,$4.68 B,$4.43 B,,
erste-group-bank,$13.47 B,$8.85 B,$8.84 B,$8.35 B,$8.12 B,$8.11 B,$7.80 B,$7.51 B,$7.13 B,$7.21 B,$9.12 B,$10.42 B,$10.18 B,$10.24 B,$10.51 B,,,,,,,,
moncler,$0.97 B,$0.89 B,$0.77 B,,,,,,,,,,,,,,,,,,,,
magna-international,$41.91 B,$37.84 B,$36.24 B,$32.64 B,$39.43 B,$40.82 B,$38.94 B,$36.44 B,$32.69 B,$36.64 B,$34.83 B,$30.83 B,$28.74 B,$24.10 B,$17.36 B,$23.70 B,$26.06 B,$24.18 B,$22.81 B,$20.65 B,$15.80 B,$12.97 B,$11.02 B
heidelbergcement,$21.78 B,$21.19 B,$19.87 B,$16.72 B,$14.91 B,$16.50 B,$18.54 B,$18.20 B,$17.76 B,$15.09 B,$16.08 B,,,,,,,,,,,,
tourmaline-oil,$5.20 B,$6.60 B,$4.04 B,$1.59 B,$1.62 B,$1.64 B,$1.26 B,$0.85 B,$0.82 B,$1.24 B,$0.72 B,$0.42 B,$0.34 B,$0.20 B,,,,,,,,,
telenor,$7.14 B,$10.23 B,$12.87 B,$12.95 B,$12.98 B,$13.44 B,$15.08 B,$15.76 B,$15.18 B,$16.53 B,$17.34 B,$17.74 B,$17.37 B,$16.24 B,$16.49 B,$17.08 B,$16.36 B,$14.24 B,$10.50 B,$9.33 B,$7.71 B,$6.47 B,$5.05 B
avery-dennison,$8.27 B,$9.03 B,$8.40 B,$6.97 B,$7.07 B,$7.15 B,$6.61 B,$6.08 B,$5.96 B,$6.33 B,$6.14 B,$6.03 B,$6.53 B,$6.51 B,$5.95 B,$6.71 B,$6.30 B,$5.57 B,$5.47 B,$5.34 B,$4.77 B,$4.20 B,$3.80 B
hyundai-mobis,$45.58 B,$39.98 B,$35.93 B,$31.55 B,$32.73 B,$31.93 B,$31.46 B,$33.24 B,$31.38 B,$33.23 B,$31.55 B,$28.21 B,$23.37 B,,,,,,,,,,
alfa-laval,$5.85 B,$5.07 B,$4.66 B,$4.56 B,$4.93 B,$4.61 B,$4.20 B,$4.15 B,$4.73 B,$4.93 B,$4.59 B,$4.48 B,$4.34 B,$3.49 B,$3.47 B,,,,,,,,
pidilite,$1.45 B,$1.45 B,$1.29 B,$0.88 B,$1.04 B,$1.00 B,$0.91 B,$0.82 B,$0.79 B,$0.77 B,$0.68 B,$0.66 B,,,,,,,,,,,
china-merchants-securities,$2.44 B,$2.59 B,$4.30 B,$3.38 B,$2.57 B,$1.55 B,$1.87 B,$1.65 B,$3.93 B,$1.72 B,$0.94 B,$0.69 B,$0.76 B,$0.91 B,$1.25 B,,,,,,,,
idex,$3.29 B,$3.18 B,$2.76 B,$2.35 B,$2.49 B,$2.48 B,$2.28 B,$2.11 B,$2.02 B,$2.14 B,$2.02 B,$1.95 B,$1.83 B,$1.51 B,$1.32 B,$1.48 B,$1.35 B,$1.16 B,$1.04 B,$0.92 B,$0.79 B,$0.74 B,$0.72 B
celanese,$10.71 B,$9.67 B,$8.53 B,$5.65 B,$6.29 B,$7.15 B,$6.14 B,$5.38 B,$5.67 B,$6.80 B,$6.51 B,$6.41 B,$6.76 B,$5.91 B,$5.08 B,$6.82 B,$6.52 B,$6.66 B,$6.07 B,$5.05 B,,,
porsche-se,$0.18 B,$0.18 B,$94.23 M,$0.12 B,$0.12 B,,,,,,,,,,,,,,,,,,
santos,$7.79 B,$3.41 B,$2.60 B,$2.82 B,$2.57 B,$2.42 B,$1.87 B,$1.72 B,$2.70 B,$2.89 B,$3.54 B,$2.73 B,$2.39 B,$1.81 B,$1.37 B,$1.89 B,$1.69 B,$1.39 B,$0.78 B,$0.72 B,$0.55 B,$0.49 B,
ucb,$5.90 B,$6.54 B,$6.57 B,$5.50 B,$5.29 B,$5.43 B,$4.39 B,$4.23 B,$4.06 B,$4.71 B,$4.57 B,$4.20 B,$4.28 B,$4.46 B,$5.03 B,$5.29 B,$3.33 B,$2.76 B,$4.79 B,$4.18 B,$6.11 B,,
b3,$1.77 B,$1.76 B,$1.68 B,$1.51 B,$1.48 B,$1.28 B,$1.13 B,$0.69 B,$0.62 B,$0.85 B,$0.97 B,$1.04 B,$1.11 B,$1.13 B,$0.80 B,,,,,,,,
western-digital,$11.33 B,$15.75 B,$18.94 B,$16.32 B,$15.58 B,$19.39 B,$20.00 B,$15.91 B,$13.41 B,$15.18 B,$15.26 B,$15.64 B,$9.34 B,$9.89 B,$8.34 B,$8.03 B,$6.74 B,$4.90 B,$3.98 B,$3.27 B,$2.93 B,$2.46 B,$1.99 B
sgs,$7.18 B,$7.00 B,$6.35 B,$6.81 B,$6.81 B,$6.52 B,$5.87 B,$5.78 B,$5.95 B,$6.57 B,$6.11 B,$5.11 B,$5.09 B,$4.55 B,$4.61 B,$3.86 B,$3.14 B,$2.51 B,$2.52 B,$1.98 B,$2.74 B,$2.67 B,
pko-bank-polski,$5.37 B,$3.92 B,$3.83 B,$3.75 B,$3.86 B,$3.70 B,$3.43 B,$3.02 B,$2.84 B,$3.50 B,$3.33 B,$3.49 B,$3.71 B,$3.45 B,$2.96 B,$3.98 B,,,,,,,
sany-heavy-industry,$11.04 B,$11.96 B,$16.48 B,$14.52 B,$10.96 B,$8.37 B,$5.71 B,$3.48 B,$3.71 B,$4.90 B,$6.08 B,$7.42 B,$7.88 B,$5.05 B,$2.41 B,$2.00 B,$1.20 B,$0.57 B,$0.31 B,$0.32 B,$0.25 B,,
reliance-steel-aluminum,$15.07 B,$17.02 B,$14.09 B,$8.81 B,$10.97 B,$11.53 B,$9.72 B,$8.61 B,$9.35 B,$10.45 B,$9.22 B,$8.44 B,$8.13 B,$6.31 B,$5.31 B,$8.71 B,$7.26 B,$5.74 B,$3.37 B,$2.94 B,$1.88 B,$1.74 B,$1.65 B
loews-corporation,$15.30 B,$14.04 B,$14.11 B,$13.79 B,$14.93 B,$14.06 B,$13.73 B,$13.10 B,$13.41 B,$14.38 B,$15.05 B,$14.55 B,$14.17 B,$14.61 B,$14.11 B,$14.17 B,$18.38 B,$17.91 B,$16.01 B,$15.24 B,$16.47 B,$17.49 B,$19.41 B
mid-america-apartment-communities,$2.13 B,$2.01 B,$1.77 B,$1.67 B,$1.64 B,$1.57 B,$1.52 B,$1.12 B,$1.04 B,$0.98 B,$0.64 B,$0.50 B,$0.44 B,$0.40 B,$0.37 B,$0.37 B,$0.35 B,$0.32 B,$0.29 B,$0.26 B,$0.24 B,$0.23 B,$0.22 B
epam-systems,$4.76 B,$4.82 B,$3.75 B,$2.65 B,$2.29 B,$1.84 B,$1.45 B,$1.16 B,$0.91 B,$0.73 B,$0.55 B,$0.43 B,$0.33 B,$0.22 B,,,,,,,,,
adani-total-gas,$0.52 B,$0.53 B,$0.35 B,$0.21 B,$0.26 B,$0.23 B,,,,,,,,,,,,,,,,,
quest-diagnostics,$9.29 B,$9.88 B,$10.78 B,$9.43 B,$7.72 B,$7.53 B,$7.70 B,$7.51 B,$7.49 B,$7.43 B,$7.14 B,$7.46 B,$7.51 B,$7.36 B,$7.45 B,$7.24 B,$6.70 B,$6.27 B,$5.50 B,$5.12 B,$4.73 B,$4.10 B,$3.62 B
bunge,$61.26 B,$67.23 B,$59.15 B,$41.40 B,$41.14 B,$45.74 B,$45.79 B,$42.93 B,$43.50 B,$57.82 B,$61.35 B,$62.86 B,$58.74 B,$45.70 B,$41.92 B,$52.57 B,$37.83 B,$26.22 B,$24.27 B,$25.16 B,$22.16 B,$14.07 B,$11.48 B
anhui-conch-cement,$20.72 B,$19.45 B,$25.99 B,$25.78 B,$22.65 B,$19.08 B,$11.27 B,$8.34 B,$8.07 B,$9.82 B,$9.03 B,$7.27 B,$7.59 B,$5.15 B,$3.66 B,$3.53 B,$2.50 B,$1.92 B,$1.32 B,$1.01 B,$0.68 B,$0.36 B,
power-finance-corp,$3.60 B,$3.41 B,$4.03 B,$3.09 B,$2.62 B,,,,,,,,,,,,,,,,,,
eqt-corporation,$6.27 B,$12.14 B,$6.83 B,$2.65 B,$3.79 B,$5.07 B,$2.98 B,$1.85 B,$1.93 B,$2.46 B,$2.07 B,$1.64 B,$1.63 B,$1.32 B,$1.26 B,$1.57 B,$1.36 B,$1.26 B,$1.25 B,$1.19 B,$1.04 B,$1.25 B,$1.76 B
albemarle,$9.88 B,$7.32 B,$3.32 B,$3.12 B,$3.58 B,$3.37 B,$3.07 B,$2.88 B,$3.65 B,$2.50 B,$2.61 B,$2.74 B,$2.86 B,$2.36 B,$2.00 B,$2.46 B,$2.33 B,$2.36 B,$2.10 B,$1.51 B,$1.11 B,$0.98 B,$0.91 B
nissan,$86.12 B,$73.42 B,$77.74 B,$72.59 B,$96.25 B,$109.08 B,$106.75 B,$106.27 B,$101.32 B,$104.57 B,$102.78 B,$116.07 B,$114.10 B,$98.93 B,$75.69 B,$92.44 B,$91.34 B,$86.57 B,$83.15 B,$76.12 B,$66.51 B,$54.58 B,$50.50 B
avantor,$7.03 B,$7.51 B,$7.38 B,$6.39 B,$6.04 B,$5.86 B,,,,,,,,,,,,,,,,,
almarai,$5.19 B,$4.99 B,$4.22 B,$4.09 B,$3.83 B,$3.65 B,$3.71 B,$3.92 B,$3.68 B,$3.36 B,$2.99 B,$2.63 B,,,,,,,,,,,
jg-health,$6.77 B,$4.81 B,$2.97 B,$1.55 B,$1.18 B,$0.85 B,,,,,,,,,,,,,,,,,
gulf-energy-development-public-company,$3.21 B,$2.67 B,$1.44 B,$1.05 B,$0.97 B,$0.53 B,$0.13 B,$6.84 M,,,,,,,,,,,,,,,
tatneft,$17.11 B,$9.47 B,$14.62 B,$14.25 B,$11.83 B,$9.11 B,$8.88 B,$12.15 B,$14.12 B,$14.44 B,,,,,,,,,,,,,
jabil,$34.70 B,$34.54 B,$30.01 B,$27.59 B,$26.28 B,$23.01 B,$19.54 B,$18.25 B,$18.55 B,$15.96 B,$18.31 B,$17.46 B,$16.76 B,$14.40 B,$11.39 B,$12.79 B,$12.43 B,$11.08 B,$8.09 B,$6.57 B,$5.17 B,$3.72 B,$4.08 B
sqm,$9.28 B,$10.71 B,$2.86 B,$1.81 B,$1.94 B,$2.26 B,$2.17 B,$1.93 B,$1.72 B,$2.01 B,$2.20 B,$2.42 B,$2.14 B,$1.83 B,$1.43 B,$1.77 B,$1.18 B,$1.04 B,$0.89 B,$0.78 B,$0.69 B,$0.55 B,$0.52 B
bentley-systems,$1.20 B,$1.09 B,$0.96 B,$0.80 B,,,,,,,,,,,,,,,,,,,
sage,$2.17 B,$2.47 B,$2.44 B,$2.37 B,$2.40 B,$2.29 B,$2.03 B,$2.17 B,$2.12 B,$2.22 B,$2.16 B,$2.08 B,$2.01 B,$2.30 B,$2.30 B,$2.36 B,$1.76 B,$1.34 B,$1.24 B,$0.96 B,$0.69 B,$0.61 B,
nec-corp,$24.56 B,$24.08 B,$27.23 B,$27.93 B,$27.99 B,$26.43 B,$25.31 B,$24.63 B,$23.94 B,$27.53 B,$30.27 B,$37.93 B,$38.19 B,$37.76 B,$38.21 B,,,,,,,,
lennox,$4.92 B,$4.71 B,$4.19 B,$3.63 B,$3.80 B,$3.88 B,$3.83 B,$3.64 B,$3.46 B,$3.36 B,$3.19 B,$3.11 B,$3.30 B,$3.09 B,$2.85 B,$3.48 B,$3.74 B,$3.67 B,$3.36 B,$2.98 B,$3.08 B,$3.02 B,$3.11 B
leidos,$15.15 B,$14.39 B,$13.73 B,$12.29 B,$11.09 B,$10.19 B,$10.17 B,$7.04 B,$5.18 B,$9.31 B,$10.99 B,$10.86 B,$11.03 B,$10.68 B,$9.89 B,$8.80 B,$8.06 B,,,,,,
kb-financial-group,$10.97 B,$10.74 B,$14.57 B,$12.92 B,$13.44 B,$11.56 B,$10.27 B,$8.49 B,$8.36 B,$9.77 B,$9.19 B,$10.12 B,$7.60 B,$8.04 B,,,,,,,,,
textron,$13.42 B,$12.86 B,$12.38 B,$11.65 B,$13.63 B,$13.95 B,$14.19 B,$13.78 B,$13.42 B,$13.87 B,$12.10 B,$12.17 B,$11.27 B,$10.52 B,$10.50 B,$14.57 B,$13.22 B,$11.49 B,$10.04 B,$10.24 B,$9.96 B,$10.65 B,$12.32 B
secom,$8.13 B,$8.12 B,$9.37 B,$9.86 B,$9.65 B,$9.12 B,$8.46 B,$8.58 B,$7.15 B,$7.67 B,$8.22 B,$9.09 B,$8.40 B,$7.66 B,$7.00 B,,,,,,,,
grupo-elektra,$9.99 B,$8.28 B,$7.18 B,$5.57 B,$6.13 B,$5.42 B,$5.07 B,$4.29 B,$4.65 B,$5.46 B,$5.52 B,$5.40 B,$3.84 B,$3.67 B,$3.18 B,,,,,,,,
essex-property-trust,$1.66 B,$1.60 B,$1.44 B,$1.49 B,$1.46 B,$1.40 B,$1.36 B,$1.29 B,$1.19 B,$0.97 B,$0.61 B,$0.54 B,$0.47 B,$0.41 B,$0.41 B,$0.41 B,$0.38 B,$0.34 B,$0.32 B,$0.28 B,$0.23 B,$0.20 B,$0.20 B
cf-industries,$7.66 B,$11.18 B,$6.53 B,$4.12 B,$4.59 B,$4.42 B,$4.13 B,$3.68 B,$4.30 B,$4.74 B,$5.47 B,$6.10 B,$6.09 B,$3.96 B,$2.60 B,$3.92 B,$2.73 B,$1.94 B,,,,,
lenovo,$61.35 B,$70.55 B,$55.69 B,$51.84 B,$49.96 B,$44.29 B,$42.58 B,$47.11 B,$44.31 B,$37.18 B,$33.53 B,$26.95 B,$20.97 B,$15.11 B,$15.52 B,$16.37 B,,,,,,,
snap-on,$4.68 B,$4.49 B,$4.25 B,$3.59 B,$3.73 B,$3.74 B,$3.68 B,$3.43 B,$3.35 B,$3.27 B,$3.05 B,$2.93 B,$2.85 B,$2.59 B,$2.31 B,$2.85 B,$2.84 B,$2.51 B,$2.36 B,$2.40 B,$2.23 B,$2.10 B,$2.09 B
astra-international,$21.03 B,$20.12 B,$16.14 B,$11.72 B,$16.81 B,$16.61 B,$15.37 B,$13.69 B,$13.43 B,$16.86 B,$18.18 B,$19.98 B,$18.39 B,,,,,,,,,,
wisetech-global,$0.54 B,$0.43 B,$0.38 B,$0.29 B,$0.24 B,$0.16 B,$0.11 B,$76.79 M,$61.07 M,$53.39 M,$39.25 M,,,,,,,,,,,,
aviva,-$25.25 B,$44.26 B,$62.63 B,$92.03 B,$22.32 B,$66.87 B,$68.02 B,$34.89 B,$67.22 B,$56.76 B,$70.36 B,$55.84 B,$90.15 B,$95.60 B,$74.02 B,$86.17 B,$87.77 B,$86.70 B,$77.19 B,-$5.06 M,,,
xpeng,$3.22 B,$3.98 B,$3.25 B,$0.87 B,,,,,,,,,,,,,,,,,,,
packaging-corporation-of-america,$7.84 B,$8.47 B,$7.73 B,$6.65 B,$6.96 B,$7.01 B,$6.44 B,$5.77 B,$5.74 B,$5.85 B,$3.66 B,$2.84 B,$2.62 B,$2.43 B,$2.14 B,$2.36 B,$2.31 B,$2.18 B,$1.99 B,$1.89 B,$1.73 B,$1.73 B,$1.78 B
grupo-financiero-inbursa,$3.85 B,$2.68 B,$2.34 B,$2.10 B,$2.42 B,$2.70 B,$3.24 B,$2.35 B,$2.34 B,$3.08 B,$3.37 B,$2.72 B,$2.00 B,$1.94 B,$0.78 B,,,,,,,,
eisai,$5.46 B,$5.55 B,$6.36 B,$6.67 B,$6.06 B,$5.69 B,$5.07 B,$4.92 B,$4.69 B,$5.20 B,$5.94 B,$7.04 B,$8.32 B,$9.39 B,$8.35 B,,,,,,,,
godaddy,$4.19 B,$4.09 B,$3.81 B,$3.31 B,$2.98 B,$2.66 B,$2.23 B,$1.84 B,$1.60 B,$1.38 B,$1.13 B,,,,,,,,,,,,
commerzbank,$11.82 B,$11.00 B,$11.22 B,$10.07 B,$9.84 B,$10.16 B,$10.90 B,$9.90 B,$10.75 B,$12.35 B,$12.63 B,$13.16 B,$12.57 B,$15.21 B,$12.59 B,,,,,,,,
lamb-weston,$5.89 B,$4.51 B,$3.89 B,$3.55 B,$3.93 B,$3.60 B,$3.24 B,$3.07 B,,,,,,,,,,,,,,,
roku,$3.36 B,$3.12 B,$2.76 B,$1.77 B,$1.12 B,$0.74 B,$0.51 B,,,,,,,,,,,,,,,,
bouygues,$55.07 B,$46.58 B,$43.71 B,$40.47 B,$42.43 B,$41.64 B,$37.95 B,$35.04 B,$35.90 B,$43.10 B,$44.41 B,$43.59 B,$44.99 B,$41.06 B,$44.30 B,,,,,,,,
supermicro,$7.39 B,$6.64 B,$4.17 B,$3.26 B,$3.26 B,$3.71 B,$2.89 B,$2.23 B,$2.21 B,$1.74 B,$1.26 B,$1.07 B,$0.99 B,$0.83 B,$0.56 B,$0.55 B,$0.47 B,$0.36 B,$0.24 B,,,,
obic,$0.76 B,$0.73 B,$0.78 B,$0.78 B,$0.72 B,$0.65 B,$0.59 B,$0.56 B,$0.48 B,$0.52 B,$0.53 B,$0.61 B,$0.61 B,$0.54 B,$0.48 B,,,,,,,,
aercap,$7.47 B,$6.91 B,$4.58 B,$4.49 B,$4.93 B,$4.79 B,$5.03 B,$5.15 B,$5.60 B,$3.59 B,$1.02 B,$0.96 B,$1.22 B,$1.82 B,$0.99 B,$1.25 B,$1.16 B,$0.80 B,$0.52 B,,,,
carlisle-companies,$5.41 B,$6.59 B,$4.81 B,$4.24 B,$4.81 B,$4.47 B,$4.08 B,$3.67 B,$3.54 B,$3.20 B,$3.54 B,$3.62 B,$3.22 B,$2.56 B,$2.37 B,$3.02 B,$2.87 B,$2.57 B,$2.20 B,$2.23 B,$2.10 B,$1.97 B,$1.84 B
cnh-industrial,$24.83 B,$23.55 B,$33.41 B,$26.03 B,$28.07 B,$29.70 B,$27.36 B,$24.87 B,$25.91 B,$32.73 B,$25.47 B,,,,,,,,,,,,
shinhan-financial-group,$23.43 B,$16.58 B,$18.85 B,$17.88 B,$17.57 B,$14.44 B,$13.06 B,$11.74 B,$11.67 B,$12.15 B,$11.43 B,$11.71 B,$8.69 B,$10.21 B,,,,,,,,,
synchrony,$13.06 B,$11.67 B,$10.19 B,$11.16 B,$13.31 B,$13.93 B,$12.36 B,$10.97 B,$9.74 B,$10.41 B,$11.07 B,,,,,,,,,,,,
prada,$3.54 B,$4.49 B,$3.81 B,$2.97 B,$3.61 B,$3.59 B,$3.40 B,$3.84 B,$4.01 B,$4.86 B,$4.47 B,$3.35 B,$2.77 B,$2.17 B,,,,,,,,,
enphase-energy,$2.71 B,$2.33 B,$1.38 B,$0.77 B,$0.62 B,$0.31 B,$0.28 B,$0.32 B,$0.35 B,$0.34 B,$0.23 B,$0.21 B,$0.14 B,$61.66 M,,,,,,,,,
china-communications-construction,$103.03 B,$106.59 B,$106.04 B,$92.13 B,$79.99 B,$73.32 B,$72.41 B,$64.41 B,$63.96 B,$59.28 B,$54.38 B,$47.11 B,$46.09 B,$40.79 B,,,,,,,,,
formula-one-group,$2.74 B,$2.57 B,$2.13 B,$1.14 B,$2.02 B,$1.82 B,$1.78 B,N/A,N/A,$4.45 B,$4.00 B,$1.99 B,,,,,,,,,,,
novozymes,$2.57 B,$2.48 B,$2.33 B,$2.17 B,$2.15 B,$2.26 B,$2.24 B,$2.09 B,$2.07 B,$2.18 B,$2.09 B,$1.96 B,$1.94 B,$1.71 B,$1.59 B,,,,,,,,
huaneng-power,$36.09 B,$36.50 B,$31.65 B,$24.72 B,$25.07 B,$25.47 B,$22.75 B,$17.05 B,$20.44 B,$20.27 B,$21.85 B,$21.29 B,$20.79 B,$15.53 B,$11.39 B,$9.88 B,$6.71 B,$5.59 B,$4.93 B,$3.66 B,$2.83 B,$2.26 B,$1.90 B
tech-mahindra,$6.48 B,$6.47 B,$5.70 B,$5.04 B,$5.17 B,$4.91 B,$4.67 B,$4.24 B,$3.97 B,$3.49 B,$2.59 B,$1.19 B,,,,,,,,,,,
masco,$8.00 B,$8.68 B,$8.37 B,$7.18 B,$7.76 B,$8.35 B,$7.64 B,$7.35 B,$7.50 B,$8.52 B,$8.17 B,$7.74 B,$7.46 B,$7.59 B,$7.81 B,$9.59 B,$11.78 B,$12.81 B,$12.64 B,$12.07 B,$11.06 B,$9.41 B,$8.35 B
kingspan-group,$8.93 B,$7.35 B,$5.62 B,$5.21 B,$5.00 B,$4.40 B,$3.27 B,$3.03 B,$2.30 B,$2.47 B,$2.15 B,$2.00 B,$1.58 B,$1.61 B,$2.33 B,$2.72 B,$1.93 B,$1.46 B,$1.29 B,$0.98 B,$0.80 B,$0.89 B,
qbe-insurance,$13.40 B,$9.56 B,$9.06 B,$8.74 B,$8.86 B,$9.88 B,$8.53 B,$9.47 B,$12.24 B,$14.49 B,$17.75 B,$16.69 B,$12.25 B,$11.17 B,$6.30 B,$8.98 B,$5.79 B,$4.66 B,$3.83 B,$3.26 B,$2.18 B,$1.70 B,
american-homes-4-rent,$1.59 B,$1.49 B,$1.30 B,$1.18 B,$1.14 B,$1.07 B,$0.96 B,$0.87 B,$0.63 B,$0.39 B,$0.13 B,$4.54 M,,,,,,,,,,,
britannia-industries,$1.97 B,$1.95 B,$1.81 B,$1.69 B,$1.62 B,$1.55 B,$1.47 B,$1.31 B,$1.30 B,$1.22 B,$1.12 B,,,,,,,,,,,,
stanley-black-and-decker,$16.03 B,$16.94 B,$16.82 B,$14.53 B,$14.44 B,$13.98 B,$12.74 B,$11.40 B,$11.17 B,$11.41 B,$11.02 B,$10.92 B,$10.37 B,$6.96 B,$3.73 B,$4.44 B,$4.48 B,$4.01 B,$3.28 B,$3.04 B,$2.67 B,$2.59 B,$2.62 B
celulosa-argentina,$0.41 B,$0.34 B,$0.25 B,$0.21 B,$0.28 B,$0.24 B,$0.26 B,$0.29 B,$0.38 B,$0.35 B,$0.37 B,$0.37 B,,,,,,,,,,,
edenred,$2.17 B,$1.84 B,$1.80 B,$1.82 B,$1.57 B,$1.60 B,$1.19 B,$1.16 B,$1.25 B,$1.42 B,$1.41 B,$1.33 B,$1.28 B,$9.98 B,$10.63 B,$11.71 B,,,,,,,
james-hardie-industries,$3.73 B,$3.82 B,$3.45 B,$2.77 B,$2.55 B,$2.40 B,$2.02 B,$1.86 B,$1.70 B,$1.62 B,$1.44 B,$1.30 B,$1.21 B,$1.15 B,$1.09 B,$1.27 B,$1.51 B,$1.57 B,$1.41 B,$1.14 B,$0.92 B,$0.58 B,
shionogi,$3.66 B,$3.45 B,$2.61 B,$2.86 B,$3.22 B,$3.14 B,$3.07 B,$3.13 B,$2.48 B,$2.51 B,$2.92 B,$3.43 B,$3.32 B,$3.34 B,$2.85 B,,,,,,,,
nitori-holdings,$5.82 B,$6.46 B,$7.11 B,$6.60 B,$5.88 B,$5.43 B,$4.99 B,$4.57 B,$3.61 B,$3.90 B,$3.83 B,$4.30 B,$4.10 B,$3.49 B,,,,,,,,,
teradyne,$2.73 B,$3.15 B,$3.70 B,$3.12 B,$2.29 B,$2.10 B,$2.13 B,$1.75 B,$1.63 B,$1.64 B,$1.42 B,$1.65 B,$1.42 B,$1.60 B,$0.81 B,$1.10 B,$1.10 B,$1.37 B,$1.07 B,$1.79 B,$1.35 B,$1.22 B,$1.44 B
conagra-brands,$12.27 B,$12.04 B,$11.22 B,$11.51 B,$10.53 B,$8.17 B,$7.82 B,$10.50 B,$13.86 B,$16.67 B,$17.35 B,$13.83 B,$12.80 B,$11.92 B,$12.53 B,$11.46 B,$12.71 B,$11.63 B,$14.12 B,$14.96 B,$15.07 B,$25.68 B,$28.08 B
gen-digital,$3.77 B,$3.10 B,$2.75 B,$2.49 B,$3.66 B,$4.76 B,$4.73 B,$3.77 B,$5.42 B,$6.61 B,$6.79 B,$6.83 B,$6.72 B,$6.04 B,$5.92 B,$6.22 B,$5.69 B,$5.07 B,$3.61 B,$2.42 B,$1.70 B,$1.32 B,$1.01 B
kerry-group,$9.39 B,$8.32 B,$8.55 B,$8.11 B,$7.55 B,$7.69 B,$6.45 B,$6.67 B,$7.00 B,$8.06 B,$7.73 B,$6.87 B,$6.59 B,$6.47 B,$6.69 B,$6.99 B,$6.14 B,$5.23 B,$5.60 B,$4.65 B,$4.07 B,$3.25 B,
singapore-airlines,$13.75 B,$11.40 B,$4.62 B,$4.22 B,$12.41 B,$12.03 B,$11.34 B,$10.79 B,$11.07 B,$11.99 B,$12.14 B,$12.18 B,$11.58 B,$10.59 B,,,,,,,,,
