Company,2023 (TTM),2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
intercontinental-hotels-group,$1.83 B,$1.76 B,$1.62 B,$1.52 B,$1.84 B,$1.74 B,$1.56 B,$1.55 B,$4.24 B,,,,,,,,,,,,,,
ssc-technologies,$5.42 B,$5.28 B,$5.05 B,$4.66 B,$4.63 B,$3.42 B,$1.67 B,$1.48 B,$1.00 B,$0.76 B,$0.71 B,$0.55 B,$0.37 B,$0.32 B,$0.27 B,$0.24 B,$0.20 B,,,,,,
brookfield-asset-management,$2.84 B,$2.51 B,,,,,,,,,,,,,,,,,,,,,
rea-group,$0.92 B,$0.98 B,$0.75 B,$0.60 B,$0.66 B,$0.64 B,$0.51 B,$0.47 B,$0.40 B,$0.41 B,$0.30 B,$0.28 B,$0.25 B,$0.16 B,$0.13 B,$0.14 B,$92.21 M,$44.85 M,$21.98 M,$12.49 M,$6.01 M,$3.73 M,$2.47 M
indusind-bank,$3.37 B,$3.11 B,$2.94 B,$2.64 B,$2.51 B,$2.01 B,$1.84 B,$1.41 B,$1.11 B,$0.89 B,$0.75 B,$0.62 B,,,,,,,,,,,
marathon-oil,$6.42 B,$7.54 B,$5.60 B,$3.09 B,$5.06 B,$5.90 B,$4.37 B,$4.03 B,$5.52 B,$11.52 B,$14.75 B,$15.85 B,$32.07 B,$73.62 B,$54.25 B,$78.56 B,$60.58 B,$66.15 B,$57.74 B,$45.44 B,$37.07 B,$27.46 B,$28.82 B
poste-italiane,$22.32 B,$33.55 B,$36.82 B,$34.69 B,$36.52 B,$34.76 B,$38.43 B,$40.89 B,$37.89 B,,,,,,,,,,,,,,
tencent-music,$4.01 B,$4.18 B,$4.82 B,$4.25 B,$3.67 B,$2.84 B,,,,,,,,,,,,,,,,,
china-resources-beer,$5.11 B,$5.23 B,$4.82 B,$4.75 B,$4.63 B,$4.57 B,$4.13 B,$4.49 B,$21.80 B,$18.90 B,$16.30 B,$14.18 B,$11.17 B,$8.26 B,$8.35 B,$6.61 B,$8.40 B,$6.91 B,$6.06 B,$4.46 B,$3.69 B,,
graco,$2.18 B,$2.14 B,$1.98 B,$1.65 B,$1.64 B,$1.65 B,$1.47 B,$1.32 B,$1.28 B,$1.22 B,$1.10 B,$1.01 B,$0.89 B,$0.74 B,$0.57 B,$0.81 B,$0.84 B,$0.81 B,$0.73 B,$0.60 B,$0.53 B,$0.48 B,$0.47 B
dominos-pizza,$4.10 B,$4.35 B,$2.78 B,$2.47 B,$2.21 B,$1.99 B,$1.80 B,$1.67 B,$1.65 B,$1.57 B,$1.40 B,$1.42 B,$1.46 B,$1.43 B,$1.51 B,$1.44 B,,,,,,,
magellan-midstream-partners,$3.48 B,$3.20 B,$2.76 B,$2.42 B,$2.72 B,$2.82 B,$2.50 B,$2.20 B,$2.15 B,$2.30 B,$1.89 B,$1.77 B,$1.74 B,$1.55 B,$1.01 B,$1.21 B,$1.31 B,$1.22 B,$1.16 B,$0.78 B,$1.00 B,$0.35 B,$86.05 M
poolcorp,$5.63 B,$6.17 B,$5.29 B,$3.93 B,$3.19 B,$2.99 B,$2.78 B,$2.57 B,$2.36 B,$2.24 B,$2.07 B,$1.95 B,$1.79 B,$1.61 B,$1.53 B,$1.78 B,$1.92 B,$1.90 B,$1.55 B,$1.31 B,$1.15 B,$0.98 B,$0.85 B
amcor,$14.42 B,$14.97 B,$13.58 B,$12.48 B,$11.09 B,,,,,,,,,,,,,,,,,,
bharat-electronics,$2.21 B,$2.18 B,$2.11 B,$1.71 B,$1.52 B,,,,,,,,,,,,,,,,,,
sumitomo-realty-and-development,$6.95 B,$6.94 B,$8.26 B,$8.94 B,$9.34 B,$9.09 B,$8.49 B,$9.04 B,$6.96 B,$6.73 B,$8.17 B,$8.55 B,$8.45 B,$8.94 B,$7.68 B,,,,,,,,
logitech,$4.26 B,$4.80 B,$5.78 B,$4.42 B,$2.89 B,$2.75 B,$2.47 B,$2.14 B,$2.09 B,$2.13 B,$2.10 B,$2.16 B,$2.33 B,$2.34 B,$1.84 B,$2.40 B,$2.28 B,$2.01 B,$1.73 B,$1.42 B,$1.22 B,$1.02 B,$0.91 B
fox-corporation,$14.92 B,$14.28 B,$13.59 B,$12.66 B,$11.71 B,$10.98 B,,,,,,,,,,,,,,,,,
wp-carey,$1.73 B,$1.47 B,$1.33 B,$1.20 B,$1.23 B,$0.88 B,$0.84 B,$0.94 B,$0.93 B,$0.90 B,$0.49 B,$0.37 B,$0.33 B,$0.27 B,$0.23 B,$0.24 B,$0.26 B,$0.27 B,$0.17 B,$0.22 B,$0.16 B,$0.16 B,$0.13 B
coles-group,$26.79 B,$27.08 B,$28.97 B,$25.70 B,$26.81 B,,,,,,,,,,,,,,,,,,
citizens-financial-group,$8.43 B,$8.02 B,$6.64 B,$6.90 B,$6.49 B,$6.12 B,$5.70 B,$5.25 B,$4.82 B,$4.69 B,$4.69 B,,,,,,,,,,,,
rpm-international,$7.33 B,$7.14 B,$6.30 B,$5.72 B,$5.61 B,$5.48 B,$5.17 B,$4.85 B,$4.71 B,$4.41 B,$4.25 B,$3.93 B,$3.56 B,$3.35 B,$3.26 B,$3.68 B,$3.52 B,$3.17 B,$2.75 B,$2.44 B,$2.20 B,$2.02 B,$1.97 B
mgm-resorts,$15.38 B,$13.12 B,$9.68 B,$5.16 B,$12.89 B,$11.76 B,$10.77 B,$9.45 B,$9.19 B,$10.08 B,$9.80 B,$9.16 B,$7.84 B,$6.01 B,$5.97 B,$7.18 B,$7.69 B,$7.32 B,$6.48 B,$4.23 B,$3.97 B,$4.03 B,$4.01 B
equity-lifestyle-properties,$1.45 B,$1.43 B,$1.26 B,$1.08 B,$1.02 B,$0.96 B,$0.91 B,$0.85 B,$0.80 B,$0.76 B,$0.71 B,$0.70 B,$0.58 B,$0.51 B,$0.50 B,$0.65 B,$0.41 B,$0.41 B,$0.38 B,$0.34 B,$0.26 B,$0.25 B,$0.22 B
nordson,$2.59 B,$2.59 B,$2.36 B,$2.12 B,$2.19 B,$2.25 B,$2.06 B,$1.80 B,$1.68 B,$1.70 B,$1.54 B,$1.40 B,$1.23 B,$1.04 B,$0.81 B,$1.12 B,$0.99 B,$0.89 B,$0.83 B,$0.79 B,$0.66 B,$0.64 B,$0.73 B
shimano,$3.87 B,$4.71 B,$4.87 B,$3.57 B,$3.33 B,$3.15 B,$2.99 B,$2.99 B,$3.13 B,$3.07 B,$2.73 B,$3.01 B,$2.79 B,$2.47 B,$1.97 B,,,,,,,,
toshiba,$23.53 B,$25.30 B,$29.58 B,$28.55 B,$32.11 B,$34.50 B,$38.62 B,$47.25 B,$52.73 B,$61.48 B,$64.25 B,$71.53 B,$77.40 B,$79.32 B,$65.69 B,$72.39 B,,,,,,,
omv,$47.25 B,$65.53 B,$41.17 B,$19.21 B,$26.23 B,$26.89 B,$23.16 B,$21.23 B,$24.92 B,$47.10 B,$56.31 B,$55.52 B,$46.82 B,$30.70 B,$25.24 B,$38.07 B,,,,,,,
manhattan-associates,$0.88 B,$0.76 B,$0.66 B,$0.58 B,$0.61 B,$0.55 B,$0.59 B,$0.60 B,$0.55 B,$0.49 B,$0.41 B,$0.37 B,$0.32 B,$0.29 B,$0.24 B,$0.33 B,$0.33 B,$0.28 B,$0.24 B,$0.21 B,$0.19 B,$0.17 B,$0.15 B
sumitomo-mitsui-trust,$8.49 B,$8.67 B,$10.66 B,$9.67 B,$9.35 B,$9.50 B,$8.73 B,$9.31 B,$7.68 B,$8.99 B,$10.05 B,$12.32 B,$11.12 B,$3.23 B,$2.87 B,,,,,,,,
nio,$6.91 B,$7.25 B,$5.59 B,$2.40 B,$1.12 B,$0.72 B,,,,,,,,,,,,,,,,,
insulet,$1.55 B,$1.30 B,$1.09 B,$0.90 B,$0.73 B,$0.56 B,$0.46 B,$0.36 B,$0.32 B,$0.28 B,$0.24 B,$0.21 B,$0.15 B,$96.96 M,$66.03 M,$36.05 M,$13.37 M,$3.66 M,,,,,
pan-pacific,$14.17 B,$14.22 B,$15.83 B,$15.80 B,$15.35 B,$8.99 B,$7.78 B,$7.33 B,$6.01 B,$6.01 B,$5.87 B,$6.77 B,$6.67 B,$5.69 B,$5.16 B,,,,,,,,
uipath,$1.21 B,$1.03 B,$0.81 B,,,,,,,,,,,,,,,,,,,,
vat-group,$1.23 B,$0.98 B,$0.78 B,$0.58 B,$0.70 B,$0.71 B,$0.49 B,$0.41 B,,,,,,,,,,,,,,,
united-airlines,$52.49 B,$44.95 B,$24.63 B,$15.35 B,$43.25 B,$41.30 B,$37.73 B,$36.55 B,$37.86 B,$38.90 B,$38.27 B,$37.15 B,$37.11 B,$23.22 B,$16.33 B,$20.19 B,$20.14 B,$20.79 B,$17.37 B,$16.06 B,$13.72 B,$14.28 B,$16.13 B
tryg,$5.60 B,$4.68 B,$3.73 B,$3.51 B,$3.29 B,$2.75 B,$2.72 B,$2.65 B,$2.53 B,$3.21 B,$3.45 B,$3.51 B,$3.65 B,$3.30 B,$3.34 B,,,,,,,,
amec,$0.81 B,$0.69 B,$0.48 B,$0.33 B,$0.28 B,$0.24 B,,,,,,,,,,,,,,,,,
molson-coors,$11.54 B,$10.70 B,$10.27 B,$9.65 B,$10.57 B,$10.76 B,$11.00 B,$4.88 B,$3.56 B,$4.14 B,$4.20 B,$3.91 B,$3.51 B,$3.25 B,$3.03 B,$4.77 B,$6.19 B,$5.84 B,$5.50 B,$4.30 B,$4.00 B,$3.74 B,$2.42 B
china-southern-airlines,$19.26 B,$12.84 B,$15.71 B,$13.53 B,$19.09 B,$17.24 B,$17.70 B,$17.56 B,$16.12 B,$5.82 B,$4.69 B,$2.90 B,$2.11 B,$2.17 B,$2.03 B,,,,,,,,
informa,$2.74 B,$2.42 B,$2.26 B,$3.79 B,$3.00 B,$2.37 B,$1.66 B,$1.79 B,$1.77 B,$1.86 B,$1.99 B,$1.97 B,$1.89 B,$1.97 B,$1.87 B,$2.24 B,$2.04 B,$1.25 B,$0.86 B,,,,
interglobe-aviation,$7.36 B,$5.98 B,$3.19 B,$2.19 B,$4.99 B,$2.63 B,$2.44 B,,,,,,,,,,,,,,,,
uni-president-enterprises,$18.05 B,$17.42 B,$16.94 B,$15.38 B,$14.58 B,$14.33 B,$13.25 B,$12.86 B,$13.02 B,$14.19 B,$14.43 B,$14.18 B,$13.12 B,$11.07 B,,,,,,,,,
sekisui-house,$21.45 B,$22.05 B,$23.10 B,$23.04 B,$22.01 B,$19.51 B,$18.51 B,$17.94 B,$16.43 B,$17.79 B,$18.01 B,$19.87 B,$19.49 B,$17.18 B,,,,,,,,,
cp-all,$25.01 B,$23.60 B,$17.29 B,$16.83 B,$17.94 B,$15.76 B,$14.12 B,$12.35 B,$11.31 B,$10.99 B,$8.80 B,$6.07 B,$5.03 B,$4.53 B,$3.48 B,,,,,,,,
bank-of-beijing,$9.15 B,$9.79 B,$10.22 B,$9.33 B,$9.11 B,$8.33 B,$7.50 B,$7.17 B,$6.95 B,$5.94 B,$4.99 B,$4.42 B,$3.24 B,$2.32 B,$1.73 B,$1.78 B,$1.01 B,,,,,,
ecopro,,,,,,,,,,,,,,,,,,,,,,,
rentokil-initial,$4.50 B,$3.99 B,$3.84 B,$3.55 B,$3.13 B,$3.26 B,$2.67 B,$2.60 B,$2.71 B,$3.83 B,$4.11 B,$3.94 B,$3.85 B,$4.09 B,$3.53 B,$4.37 B,$3.62 B,$3.24 B,$4.18 B,$4.23 B,$2.82 B,$2.70 B,
swatch,$8.11 B,$8.00 B,$6.34 B,$8.50 B,$8.61 B,$8.17 B,$7.41 B,$8.55 B,$8.80 B,$9.53 B,$8.54 B,$7.21 B,$6.53 B,$4.97 B,$5.44 B,$4.98 B,$3.96 B,$3.26 B,$3.49 B,$3.10 B,$4.50 B,$4.64 B,
new-oriental,$3.35 B,$2.52 B,$4.36 B,$3.59 B,$3.49 B,$2.77 B,$2.05 B,$1.61 B,$1.35 B,$1.17 B,$1.05 B,$0.86 B,$0.67 B,$0.46 B,$0.33 B,$0.25 B,$0.17 B,,,,,,
kpn,$5.81 B,$7.92 B,$10.43 B,$13.16 B,$16.14 B,$17.89 B,$17.54 B,$18.91 B,$21.79 B,$17.67 B,$15.34 B,$14.57 B,$15.27 B,$15.21 B,$13.87 B,$13.38 B,,,,,,,
subaru,$30.37 B,$26.57 B,$24.69 B,$27.71 B,$29.97 B,$29.26 B,$30.84 B,$29.99 B,$26.80 B,$25.48 B,$22.72 B,$22.77 B,$18.08 B,$18.36 B,$14.34 B,,,,,,,,
akzonobel,$11.56 B,$11.40 B,$11.15 B,$9.89 B,$10.37 B,$10.87 B,$15.26 B,$15.69 B,$16.44 B,$18.66 B,$19.37 B,$19.97 B,$21.65 B,$19.24 B,$19.58 B,$22.90 B,$14.25 B,$17.47 B,$15.86 B,$15.97 B,$15.40 B,$15.19 B,$14.64 B
eicher-motors,$1.85 B,$1.70 B,$1.33 B,$1.07 B,$1.33 B,$1.42 B,$1.28 B,$1.31 B,$1.51 B,$1.41 B,$1.13 B,$1.19 B,,,,,,,,,,,
crcc,$156.94 B,$162.27 B,$157.81 B,$133.37 B,$119.71 B,$108.99 B,$101.96 B,$93.87 B,$94.97 B,$95.71 B,$96.02 B,$77.06 B,$71.37 B,$70.21 B,$52.09 B,$33.00 B,,,,,,,
xp-inc,$1.25 B,$1.26 B,$1.25 B,$1.03 B,$0.95 B,,,,,,,,,,,,,,,,,,
hindalco-industries,$26.20 B,$27.85 B,$24.11 B,$16.10 B,$17.39 B,,,,,,,,,,,,,,,,,,
carlyle-group,$2.34 B,$3.35 B,$5.53 B,$1.87 B,$2.70 B,$1.80 B,$2.31 B,$1.53 B,$2.11 B,$2.62 B,$2.98 B,$2.69 B,$2.84 B,,,,,,,,,,
rheinmetall,$7.45 B,$6.76 B,$6.72 B,$6.84 B,$6.99 B,$7.20 B,$6.79 B,$6.16 B,$5.72 B,$6.15 B,$6.15 B,$6.12 B,$6.27 B,$5.25 B,$4.82 B,,,,,,,,
localiza,$3.59 B,$3.40 B,$2.01 B,$1.92 B,$2.55 B,$2.09 B,$1.87 B,$1.33 B,$1.10 B,$1.63 B,$1.59 B,$1.60 B,$1.69 B,$1.48 B,$0.97 B,,,,,,,,
suzano,$8.59 B,$9.61 B,$7.57 B,$5.69 B,$6.52 B,$3.55 B,$3.25 B,$2.96 B,$2.85 B,$3.03 B,$2.57 B,$2.61 B,$2.81 B,$2.60 B,,,,,,,,,
industrivarden,$2.92 B,-$1.56 B,$3.00 B,$1.20 B,$3.23 B,-$0.91 B,$1.78 B,$1.89 B,$0.35 B,$0.81 B,$1.89 B,$1.67 B,-$2.34 B,$2.39 B,$3.00 B,,,,,,,,
bunzl,$14.59 B,$13.88 B,$13.78 B,$12.23 B,$11.52 B,$11.59 B,$9.17 B,$9.61 B,$9.58 B,$10.05 B,$8.66 B,$7.92 B,$7.45 B,$7.52 B,$6.12 B,$7.11 B,$6.54 B,$5.02 B,$4.68 B,$4.88 B,$3.58 B,$3.63 B,
cimb,$4.56 B,$4.49 B,$4.39 B,$3.93 B,$4.24 B,$4.27 B,$4.08 B,$3.79 B,$3.76 B,$4.14 B,$4.29 B,$4.18 B,,,,,,,,,,,
chow-tai-fook,$12.06 B,$12.64 B,$9.02 B,$7.31 B,$8.49 B,$7.53 B,$6.59 B,$7.29 B,$8.28 B,$9.97 B,$7.39 B,$7.28 B,$4.50 B,,,,,,,,,,
henderson-land,$3.27 B,$3.01 B,$3.22 B,$3.10 B,$2.80 B,$3.12 B,$3.29 B,$3.05 B,$3.01 B,$3.00 B,$2.01 B,$1.95 B,$0.91 B,$1.96 B,$1.73 B,$1.06 B,$0.87 B,$0.75 B,$0.86 B,$0.98 B,,,
bank-of-baroda,$8.53 B,$6.87 B,$6.63 B,$5.59 B,$5.52 B,$3.73 B,,,,,,,,,,,,,,,,,
shandong-gold-mining,$7.34 B,$7.48 B,$5.26 B,$9.22 B,$7.83 B,$8.22 B,$7.61 B,$7.51 B,$6.12 B,$7.40 B,$7.52 B,$7.98 B,$6.13 B,$4.68 B,$3.42 B,$2.88 B,$1.33 B,$0.45 B,$0.46 B,$0.18 B,,,
alliant-energy,$4.12 B,$4.20 B,$3.66 B,$3.41 B,$3.64 B,$3.53 B,$3.38 B,$3.32 B,$3.25 B,$3.35 B,$3.27 B,$3.09 B,$3.66 B,$3.41 B,$3.43 B,$3.68 B,$3.43 B,$3.35 B,$3.31 B,$3.06 B,$3.12 B,$2.60 B,$2.77 B
fortum,$8.48 B,$93.68 B,$129.79 B,$58.03 B,$6.09 B,$6.17 B,$5.19 B,$4.00 B,$3.81 B,$6.21 B,$8.02 B,$8.02 B,$8.61 B,$8.40 B,$7.63 B,,,,,,,,
vistra,$15.56 B,$13.72 B,$12.07 B,$11.44 B,$11.80 B,$9.14 B,$5.42 B,$5.16 B,,,,,,,,,,,,,,,
brookfield-infrastructure-partners,$16.66 B,$14.42 B,$11.53 B,$8.88 B,$6.59 B,$4.65 B,$3.53 B,$2.11 B,$1.85 B,$1.92 B,$1.97 B,$2.00 B,$1.63 B,$0.63 B,$29.8 M,$32.9 M,,,,,,,
santander-polska,$3.57 B,$2.77 B,$2.29 B,$2.19 B,$2.42 B,$2.23 B,$2.08 B,$1.92 B,$1.84 B,$2.01 B,$1.77 B,$1.24 B,$1.27 B,$1.24 B,$1.00 B,,,,,,,,
next-plc,$6.21 B,$6.20 B,$4.84 B,$5.58 B,$5.46 B,$5.74 B,$5.12 B,$5.95 B,$6.03 B,$6.17 B,$5.62 B,$5.40 B,$5.22 B,$5.43 B,$4.64 B,$6.62 B,$6.44 B,$5.52 B,$5.38 B,$4.58 B,$2.78 B,$2.36 B,$2.00 B
segro,$0.81 B,$0.73 B,$0.58 B,$0.56 B,$0.43 B,$0.40 B,$0.30 B,$0.33 B,$0.35 B,$0.46 B,$0.50 B,$0.62 B,$0.66 B,$0.59 B,$0.60 B,$0.68 B,$0.51 B,$0.69 B,$0.65 B,$0.58 B,$0.36 B,$0.35 B,
campbell-soup,$9.35 B,$8.90 B,$8.37 B,$8.84 B,$8.85 B,$9.21 B,$7.84 B,$7.96 B,$8.03 B,$8.35 B,$8.31 B,$7.88 B,$7.70 B,$7.64 B,$7.53 B,$8.06 B,$8.01 B,$7.38 B,$7.56 B,$7.29 B,$6.88 B,$6.10 B,$6.61 B
resona-holdings,$5.21 B,$5.71 B,$6.69 B,$7.00 B,$6.49 B,$6.28 B,$5.36 B,$6.56 B,$5.34 B,$6.53 B,$7.00 B,$8.92 B,$9.22 B,$4.39 B,$12.05 B,,,,,,,,
nyk-line,$17.41 B,$19.91 B,$19.07 B,$14.72 B,$15.56 B,$17.60 B,$19.05 B,$17.76 B,$19.76 B,$21.91 B,$21.63 B,$22.85 B,$22.67 B,$22.44 B,$17.35 B,,,,,,,,
carrefour,$88.98 B,$84.13 B,$88.74 B,$83.05 B,$89.13 B,$97.21 B,$82.92 B,$86.22 B,$92.81 B,$105.88 B,$103.78 B,$104.27 B,$121.72 B,$125.18 B,$121.57 B,$119.94 B,$102.97 B,$88.03 B,$98.57 B,$88.74 B,$74.53 B,$75.35 B,
jde-peets,$8.72 B,$7.92 B,$8.18 B,$7.77 B,$7.62 B,$7.83 B,,,,,,,,,,,,,,,,,
ck-infrastructure,$0.84 B,$0.90 B,$0.92 B,$0.86 B,$0.91 B,$0.76 B,$0.68 B,$0.71 B,$0.78 B,$0.64 B,$0.52 B,$0.44 B,$0.36 B,$0.28 B,$0.31 B,$0.23 B,$0.23 B,$0.28 B,$0.32 B,$0.20 B,$0.24 B,$0.29 B,
corebridge-financial,$19.91 B,$26.66 B,$23.47 B,,,,,,,,,,,,,,,,,,,,
amundi,$6.28 B,$6.55 B,$5.62 B,$5.29 B,$5.49 B,$4.73 B,$2.75 B,$2.98 B,$3.12 B,$3.25 B,$3.05 B,,,,,,,,,,,,
rec-india,$1.85 B,$1.83 B,$2.17 B,$1.56 B,$1.25 B,,,,,,,,,,,,,,,,,,
jm-smucker,$8.46 B,$8.16 B,$7.90 B,$8.07 B,$7.65 B,$7.60 B,$7.33 B,$7.51 B,$6.91 B,$5.50 B,$5.81 B,$5.82 B,$5.20 B,$4.60 B,$4.58 B,$2.76 B,$2.28 B,$2.16 B,$2.15 B,$1.68 B,$1.40 B,$0.98 B,$0.66 B
fidelity-national-financial,$10.87 B,$11.44 B,$15.64 B,$10.77 B,$8.46 B,$7.59 B,$9.34 B,$9.55 B,$9.13 B,$8.91 B,$8.57 B,$7.20 B,$4.92 B,$5.74 B,$5.84 B,$4.32 B,$5.52 B,$9.43 B,$6.31 B,,,,
hong-kong-and-china-gas,$7.81 B,$6.86 B,$5.27 B,$5.21 B,$4.98 B,$4.15 B,$3.68 B,$3.81 B,$4.07 B,$3.64 B,$3.21 B,$2.88 B,$2.48 B,$1.59 B,$1.59 B,$1.82 B,$1.73 B,$1.20 B,$1.04 B,$0.94 B,$0.88 B,$0.87 B,
esun-bank,$2.02 B,$1.81 B,$2.06 B,$1.93 B,$1.77 B,$1.64 B,$1.52 B,$1.28 B,$1.20 B,$1.09 B,$0.91 B,$0.80 B,$0.68 B,$0.56 B,,,,,,,,,
albertsons,$84.65 B,$70.27 B,$69.35 B,$61.03 B,$60.55 B,$59.70 B,$59.68 B,$53.70 B,,,,,,,,,,,,,,,
nice,$2.32 B,$2.18 B,$1.91 B,$1.64 B,$1.57 B,$1.44 B,$1.33 B,$1.01 B,$0.97 B,$1.01 B,$0.94 B,$0.87 B,$0.79 B,$0.68 B,$0.58 B,$0.62 B,$0.51 B,$0.40 B,$0.31 B,$0.25 B,$0.22 B,$0.16 B,$0.12 B
host-hotels-and-resorts,$5.25 B,$4.90 B,$2.89 B,$1.62 B,$5.46 B,$5.52 B,$5.38 B,$5.43 B,$5.38 B,$5.35 B,$5.22 B,$5.30 B,$4.99 B,$4.43 B,$4.17 B,$5.28 B,$5.42 B,$4.89 B,$3.88 B,$3.64 B,,,
international-paper,$19.44 B,$21.16 B,$21.77 B,$20.58 B,$22.37 B,$23.30 B,$22.90 B,$21.07 B,$22.36 B,$26.22 B,$29.08 B,$27.83 B,$26.03 B,$25.17 B,$23.36 B,$24.82 B,$21.89 B,$21.69 B,$25.23 B,$26.03 B,$25.17 B,$24.97 B,$26.36 B
news-corp,$9.90 B,$10.16 B,$10.04 B,$8.72 B,$9.74 B,$9.93 B,$8.29 B,$8.19 B,$8.37 B,$8.69 B,$8.74 B,$8.71 B,,,,,,,,,,,
franklin-resources,$7.84 B,$8.01 B,$8.65 B,$6.22 B,$5.77 B,$6.11 B,$6.44 B,$6.42 B,$7.64 B,$8.44 B,$8.19 B,$7.30 B,$7.14 B,$6.17 B,$4.60 B,$5.31 B,$6.46 B,$5.29 B,$4.50 B,$3.61 B,$2.82 B,$2.50 B,$2.40 B
china-steel,$11.92 B,$14.98 B,$16.77 B,$10.83 B,$11.92 B,$13.30 B,$11.51 B,$9.11 B,$8.93 B,$12.23 B,$11.86 B,$12.18 B,$13.56 B,$11.32 B,,,,,,,,,
gold-fields,$2.54 B,$2.86 B,$2.90 B,$5.18 B,$5.80 B,$4.70 B,$3.79 B,$3.15 B,$2.93 B,$2.60 B,$1.98 B,$1.78 B,$1.60 B,$1.44 B,$1.01 B,,,,,,,,
owens-corning,$9.65 B,$9.76 B,$8.49 B,$7.05 B,$7.16 B,$7.05 B,$6.38 B,$5.67 B,$5.35 B,$5.27 B,$5.29 B,$5.17 B,$5.33 B,$4.99 B,$4.80 B,$5.84 B,$5.43 B,$0.90 B,$6.32 B,$5.67 B,$4.99 B,$4.87 B,$4.76 B
lundbergforetagen,$3.03 B,$3.12 B,$2.98 B,$2.34 B,$2.44 B,$2.44 B,$2.55 B,$2.42 B,$2.56 B,$2.97 B,$3.23 B,$3.34 B,$3.57 B,$3.10 B,$2.83 B,,,,,,,,
unity-software,$2.02 B,$1.39 B,$1.11 B,$0.77 B,,,,,,,,,,,,,,,,,,,
shinkin-central-bank,$1.83 B,$1.54 B,$1.57 B,$1.60 B,$1.26 B,$1.57 B,$1.37 B,$1.86 B,$1.19 B,$1.37 B,$1.76 B,$2.83 B,$2.15 B,$1.46 B,$1.61 B,,,,,,,,
bb-seguridade-participacoes,$1.00 B,$0.89 B,$0.67 B,$0.63 B,$0.87 B,$0.84 B,$0.92 B,$0.94 B,$0.78 B,$1.00 B,$0.80 B,$0.54 B,,,,,,,,,,,
biomerieux,$3.84 B,$3.82 B,$3.83 B,$2.99 B,$2.77 B,$2.74 B,$2.21 B,$2.14 B,$2.06 B,$2.19 B,$2.07 B,$1.84 B,$1.80 B,$1.75 B,$1.55 B,$1.55 B,$1.37 B,$1.17 B,,,,,
brenntag,$18.95 B,$20.43 B,$16.71 B,$13.62 B,$14.33 B,$14.74 B,$13.47 B,$11.60 B,$11.44 B,$13.07 B,$12.96 B,$12.60 B,$11.96 B,$10.06 B,$8.95 B,,,,,,,,
huaxia-bank,$13.03 B,$13.89 B,$14.82 B,$13.87 B,$12.23 B,$10.82 B,$9.89 B,$9.59 B,$9.32 B,$8.87 B,$7.38 B,$6.32 B,$5.23 B,$3.64 B,$2.51 B,$2.56 B,$1.89 B,$1.25 B,$1.69 B,$1.30 B,$1.02 B,,
nibe-industrier,$4.39 B,$3.91 B,$3.51 B,$3.00 B,$2.68 B,$2.55 B,$2.26 B,$1.78 B,$1.57 B,$1.55 B,$1.51 B,$1.38 B,$1.22 B,$0.81 B,$0.77 B,,,,,,,,
bandai-namco,$7.28 B,$7.56 B,$7.36 B,$6.93 B,$6.74 B,$6.57 B,$5.73 B,$5.63 B,$4.81 B,$5.06 B,$5.09 B,$5.89 B,$5.42 B,$4.44 B,$4.16 B,,,,,,,,
applovin,$3.03 B,$2.81 B,$2.79 B,$1.45 B,,,,,,,,,,,,,,,,,,,
nomura-holdings,$8.90 B,$9.32 B,$9.23 B,$12.14 B,$10.38 B,$9.08 B,$11.83 B,$11.48 B,$11.73 B,$13.27 B,$17.44 B,$19.85 B,$16.25 B,$12.77 B,$10.81 B,$0.98 B,$10.33 B,$9.60 B,$9.21 B,$7.78 B,$6.54 B,,
paris-airports,$5.02 B,$3.14 B,$2.62 B,$5.26 B,$5.12 B,$4.34 B,$3.10 B,$3.18 B,$3.39 B,$3.80 B,$3.49 B,$3.24 B,$3.64 B,$3.77 B,$3.53 B,$3.34 B,$2.74 B,$2.26 B,$2.45 B,,,,
enel-americas,$12.32 B,$13.98 B,$11.23 B,$13.05 B,$12.10 B,$9.59 B,$7.10 B,$5.35 B,$11.72 B,$10.68 B,$12.77 B,$12.58 B,$13.71 B,$12.59 B,$10.92 B,$10.21 B,$7.27 B,$6.22 B,$4.96 B,$3.81 B,$3.43 B,$4.50 B,
abu-dhabi-national-oil-company-adnoc,,,,,,,,,,,,,,,,,,,,,,,
twilio,$4.10 B,$3.82 B,$2.84 B,$1.76 B,$1.13 B,$0.65 B,$0.39 B,$0.27 B,$0.16 B,,,,,,,,,,,,,,
kepco,$30.48 B,$27.60 B,$25.54 B,$28.32 B,$30.10 B,$29.57 B,$27.28 B,$28.49 B,$27.46 B,$31.57 B,$32.10 B,$34.93 B,$35.02 B,$31.71 B,$28.03 B,,,,,,,,
adevinta,$2.42 B,$2.23 B,$1.33 B,$0.78 B,$0.76 B,,,,,,,,,,,,,,,,,,
aecom,$14.37 B,$13.26 B,$13.29 B,$13.31 B,$18.37 B,$20.28 B,$18.75 B,$17.47 B,$18.07 B,$7.89 B,$5.71 B,$7.43 B,$7.33 B,$5.72 B,$6.16 B,$5.56 B,$4.37 B,$3.61 B,$2.54 B,,,,
