Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
occidental-petroleum,,$30.08 B,$20.32 B,$18.57 B,$34.23 B,$21.33 B,$20.57 B,$21.49 B,$24.35 B,$34.95 B,$43.37 B,$40.04 B,$37.62 B,$32.48 B,$29.15 B,$27.30 B,$22.85 B,$19.52 B,$15.37 B,$10.87 B,$8.24 B,$6.65 B,$7.85 B
national-grid,$36.61 B,$31.34 B,$27.30 B,$24.22 B,$25.22 B,$26.45 B,$25.43 B,$19.49 B,$17.73 B,$19.83 B,$15.55 B,$14.80 B,$14.57 B,$6.39 B,$5.71 B,$10.66 B,$8.18 B,$6.06 B,$4.00 B,$2.34 B,$1.54 B,$4.13 B,$4.41 B
ing,,$53.98 B,$61.89 B,$59.89 B,$61.23 B,$59.18 B,$61.37 B,$53.05 B,$52.99 B,$71.14 B,$68.84 B,$69.89 B,$59.91 B,$58.65 B,$53.06 B,$40.44 B,$57.71 B,$54.48 B,$45.37 B,$39.79 B,$31.22 B,$24.09 B,$27.52 B
midea,,$22.02 B,$21.15 B,$19.04 B,$15.38 B,$13.44 B,$12.74 B,$9.93 B,$8.64 B,$7.38 B,$6.45 B,$5.31 B,$4.79 B,$3.40 B,$2.42 B,$1.63 B,$1.17 B,$0.75 B,$0.60 B,$0.48 B,$0.39 B,,
honda,$86.68 B,$88.28 B,$84.97 B,$76.69 B,$77.17 B,$77.45 B,$67.72 B,$62.57 B,$58.02 B,$59.41 B,$55.12 B,$54.64 B,$55.11 B,$47.65 B,$41.73 B,$46.79 B,$39.11 B,$35.03 B,$30.71 B,$27.55 B,$22.25 B,$19.25 B,$17.92 B
simon-property,,$3.82 B,$4.40 B,$3.65 B,$3.13 B,$4.02 B,$4.42 B,$5.09 B,$5.24 B,$5.97 B,$7.01 B,$7.07 B,$5.54 B,$5.63 B,$5.18 B,$3.04 B,$4.60 B,$5.17 B,$5.17 B,$6.02 B,$4.45 B,$4.49 B,$4.18 B
universal-music-group,,$2.51 B,$2.29 B,$1.76 B,$3.34 B,$3.43 B,$3.69 B,,,,,,,,,,,,,,,,
dell,$-3.03 B,$-1.58 B,$8.02 B,$3.78 B,$0.25 B,$15.37 B,$19.24 B,$1.57 B,,,,,,,,,,,,,,,
reckitt-benckiser,,$11.49 B,$10.06 B,$12.48 B,$12.33 B,$18.77 B,$18.34 B,$10.40 B,$10.23 B,$10.63 B,$10.45 B,$9.57 B,$8.96 B,$7.91 B,$6.49 B,$4.82 B,$4.73 B,$3.66 B,$3.19 B,$3.03 B,$2.63 B,$1.51 B,
volvo,,$15.98 B,$15.93 B,$18.09 B,$15.16 B,$14.01 B,$13.32 B,$10.76 B,$10.18 B,$10.32 B,$12.06 B,$13.36 B,$12.46 B,$10.98 B,$9.47 B,$10.80 B,$12.81 B,$12.70 B,$9.88 B,$10.55 B,$10.07 B,$9.05 B,$8.33 B
anz-bank,$45.09 B,$43.24 B,$45.71 B,$43.78 B,$41.10 B,$42.89 B,$46.34 B,$44.18 B,$40.16 B,$42.96 B,$42.42 B,$42.68 B,$37.06 B,$33.10 B,$28.66 B,$21.04 B,$19.71 B,$14.89 B,$12.78 B,$11.75 B,$9.04 B,$7.52 B,$6.92 B
atlassian,$0.65 B,$0.33 B,$0.29 B,$0.57 B,$0.56 B,$0.89 B,$0.89 B,$0.73 B,$0.19 B,$0.12 B,,,,,,,,,,,,,
estee-lauder,$6.41 B,$6.43 B,$6.94 B,$3.96 B,$4.41 B,$4.71 B,$4.40 B,$3.58 B,$3.65 B,$3.86 B,$3.30 B,$2.74 B,$2.64 B,$1.96 B,$1.64 B,$1.67 B,$1.22 B,$1.64 B,$1.70 B,$1.74 B,$1.43 B,$1.46 B,$1.35 B
public-storage,,$10.16 B,$9.42 B,$8.57 B,$9.07 B,$9.14 B,$8.96 B,$9.44 B,$9.19 B,$9.50 B,$8.81 B,$8.12 B,$8.32 B,$8.72 B,$9.07 B,$9.07 B,$9.26 B,$8.71 B,$5.07 B,$4.85 B,$4.64 B,$4.59 B,$4.36 B
welltower,,$21.39 B,$18.99 B,$17.22 B,$16.98 B,$16.01 B,$15.30 B,$15.67 B,$15.35 B,$13.55 B,$11.79 B,$10.55 B,$7.31 B,$4.73 B,$3.80 B,$3.22 B,$2.41 B,$1.98 B,$1.43 B,$1.33 B,$1.14 B,$0.89 B,$0.75 B
aflac,,$20.14 B,$33.25 B,$33.55 B,$28.95 B,$23.46 B,$24.36 B,$20.48 B,$17.38 B,$18.71 B,$14.62 B,$15.97 B,$13.50 B,$11.05 B,$8.41 B,$6.63 B,$8.79 B,$8.34 B,$7.92 B,$7.57 B,$6.64 B,$6.39 B,$5.42 B
autodesk,$1.14 B,$0.84 B,$0.96 B,$-0.14 B,$-0.22 B,$-0.26 B,$0.73 B,$1.62 B,$2.21 B,$2.26 B,$2.04 B,$1.88 B,$1.60 B,$1.47 B,$1.31 B,$1.23 B,$1.11 B,$0.79 B,$0.64 B,$0.62 B,$0.56 B,$0.52 B,$0.47 B
mediatek,,$14.45 B,$15.67 B,$13.36 B,$10.45 B,$8.97 B,$8.80 B,$7.60 B,$7.72 B,$8.07 B,$6.51 B,$6.05 B,$3.94 B,$3.84 B,$3.40 B,$2.48 B,$2.65 B,$2.07 B,,,,,
unicredit,,$68.00 B,$70.32 B,$73.72 B,$69.21 B,$64.94 B,$72.29 B,$45.46 B,$58.48 B,$64.25 B,$69.29 B,$87.90 B,$71.01 B,$90.05 B,$90.10 B,$81.41 B,$91.20 B,$56.50 B,$46.21 B,$20.57 B,$17.44 B,,
xiaomi,,$20.86 B,$21.56 B,$19.01 B,$11.68 B,$10.36 B,$-19.56 B,$-13.26 B,$-13.37 B,,,,,,,,,,,,,,
carrier,,$8.07 B,$7.09 B,$6.57 B,$14.43 B,$14.26 B,,,,,,,,,,,,,,,,,
metlife,,$27.28 B,$67.74 B,$74.81 B,$66.38 B,$52.95 B,$58.87 B,$67.48 B,$68.49 B,$72.65 B,$62.98 B,$64.95 B,$60.27 B,$48.99 B,$33.49 B,$23.73 B,$35.17 B,$33.79 B,$29.10 B,$22.82 B,$21.14 B,$18.65 B,$17.31 B
banco-santander-brasil,,$20.94 B,$19.02 B,$20.43 B,$24.20 B,$23.64 B,$26.32 B,$26.07 B,$20.17 B,$29.64 B,$34.60 B,$39.88 B,$41.90 B,$44.14 B,$39.73 B,$21.32 B,$5.24 B,$3.74 B,,,,,
microchip-technology,$6.51 B,$5.89 B,$5.33 B,$5.58 B,$5.28 B,$3.27 B,$3.27 B,$2.15 B,$2.06 B,$2.13 B,$1.93 B,$1.99 B,$1.81 B,$1.53 B,$0.99 B,$1.03 B,$2.00 B,$1.72 B,$1.48 B,$1.32 B,$1.17 B,$1.07 B,$0.94 B
general-motors,,$72.28 B,$65.81 B,$49.67 B,$45.95 B,$42.77 B,$36.20 B,$44.07 B,$40.32 B,$36.02 B,$43.17 B,$37.00 B,$38.99 B,$37.15 B,$21.95 B,$-85.08 B,,,,,,,
japan-tobacco,,$27.64 B,$25.08 B,$25.20 B,$25.20 B,$24.47 B,$25.22 B,$21.64 B,$20.93 B,$25.23 B,$20.06 B,$20.69 B,$19.13 B,$18.42 B,$16.41 B,$21.57 B,$17.19 B,$15.45 B,$14.48 B,$14.98 B,$14.18 B,$12.47 B,
aig,,$42.23 B,$68.91 B,$67.19 B,$67.42 B,$57.30 B,$65.70 B,$76.85 B,$90.21 B,$107.27 B,$101.11 B,$99.00 B,$114.32 B,$113.67 B,$98.07 B,$62.72 B,$106.22 B,$109.64 B,$86.50 B,$80.80 B,$71.44 B,$61.25 B,$54.35 B
sempra-energy,,$29.25 B,$27.41 B,$24.93 B,$21.80 B,$19.24 B,$15.14 B,$15.24 B,$12.57 B,$12.10 B,$11.85 B,$10.76 B,$10.24 B,$9.23 B,$9.25 B,$8.20 B,$8.33 B,$7.51 B,$6.16 B,$4.86 B,$3.89 B,$3.02 B,$2.89 B
fomento-economico-mexicano,,$17.41 B,$16.36 B,$15.44 B,$17.21 B,$17.01 B,$17.14 B,$13.79 B,$14.00 B,$15.62 B,$17.08 B,$16.37 B,$13.74 B,$12.40 B,$8.85 B,$7.04 B,$8.23 B,$6.87 B,$6.31 B,$4.68 B,$4.11 B,$1.89 B,$1.63 B
dr-horton,$23.13 B,$19.78 B,$15.21 B,$12.12 B,$10.29 B,$9.15 B,$7.74 B,$6.79 B,$5.89 B,$5.11 B,$4.06 B,$3.59 B,$2.62 B,$2.62 B,$2.26 B,$2.86 B,$5.65 B,$6.55 B,$5.56 B,$4.12 B,$3.16 B,$2.29 B,$1.25 B
truist-financial,,$60.53 B,$69.27 B,$70.91 B,$66.55 B,$30.17 B,$29.69 B,$29.92 B,$27.34 B,$24.42 B,$22.80 B,$21.22 B,$17.48 B,$16.49 B,$16.24 B,$16.03 B,$12.63 B,$11.74 B,$11.12 B,$10.87 B,$9.93 B,$7.38 B,$6.15 B
crh,,$22.33 B,$20.91 B,$20.34 B,$21.93 B,$21.66 B,$21.57 B,$15.99 B,$16.19 B,$15.08 B,$18.47 B,$18.49 B,$17.77 B,$18.41 B,$19.93 B,$15.87 B,$17.10 B,$12.39 B,$8.71 B,$9.73 B,$7.67 B,$5.49 B,$4.67 B
autozone,$-4.35 B,$-3.54 B,$-1.8 B,$-0.88 B,$-1.72 B,$-1.53 B,$-1.43 B,$-1.79 B,$-1.71 B,$-1.63 B,$-1.69 B,$-1.55 B,$-1.26 B,$-0.74 B,$-0.44 B,$0.22 B,$0.40 B,$0.46 B,$0.39 B,$0.17 B,$0.37 B,$0.68 B,$0.86 B
copart,$5.98 B,$4.62 B,$3.52 B,$2.48 B,$1.77 B,$1.58 B,$1.09 B,$0.77 B,$0.96 B,$1.00 B,$0.76 B,$0.56 B,$0.55 B,$1.08 B,$0.92 B,$0.79 B,$0.88 B,$0.80 B,$0.70 B,$0.60 B,$0.52 B,$0.48 B,$0.26 B
newmont,,$19.53 B,$21.86 B,$23.87 B,$22.41 B,$11.51 B,$11.51 B,$11.87 B,$14.29 B,$13.08 B,$13.06 B,$16.94 B,$15.77 B,$15.71 B,$12.61 B,$7.10 B,$8.99 B,$10.43 B,$9.30 B,$8.71 B,$7.73 B,$5.77 B,$1.73 B
ambev,,$15.76 B,$15.08 B,$14.47 B,$15.57 B,$14.85 B,$N/A,$14.34 B,$12.72 B,$16.44 B,$18.64 B,$14.63 B,$13.86 B,$14.78 B,$12.79 B,$9.04 B,$9.96 B,$9.11 B,$9.27 B,$3.49 B,$1.55 B,$0.85 B,$0.70 B
sika,,$5.37 B,$4.81 B,$3.72 B,$3.26 B,$1.70 B,$3.50 B,$2.89 B,$2.58 B,$2.41 B,$2.40 B,$2.19 B,$1.96 B,$1.87 B,$1.54 B,$1.40 B,$1.29 B,$1.04 B,$0.83 B,$0.82 B,$0.69 B,$0.90 B,
marvell,$15.63 B,$15.70 B,$8.43 B,$8.67 B,$7.30 B,$4.14 B,$4.02 B,$4.14 B,$5.14 B,$4.68 B,$4.48 B,$5.01 B,$5.52 B,$4.41 B,$3.82 B,$3.41 B,$3.22 B,$3.04 B,$2.49 B,$2.19 B,$1.95 B,$1.98 B,$2.35 B
paychex,$3.49 B,$3.08 B,$2.94 B,$2.78 B,$2.61 B,$2.02 B,$1.95 B,$1.91 B,$1.78 B,$1.77 B,$1.77 B,$1.60 B,$1.49 B,$1.40 B,$1.34 B,$1.19 B,$1.95 B,$1.65 B,$1.38 B,$1.19 B,$1.07 B,$0.92 B,$0.75 B
keurig-dr-pepper,,$25.12 B,$24.97 B,$23.83 B,$23.25 B,$22.53 B,$2.45 B,$2.13 B,$2.18 B,$2.29 B,$2.27 B,$2.28 B,$2.26 B,$2.45 B,$3.18 B,$2.60 B,$5.02 B,$3.25 B,$2.42 B,$2.10 B,,,
foxconn,,$53.85 B,$56.88 B,$52.51 B,$46.53 B,$43.61 B,$39.51 B,$34.95 B,$33.14 B,$32.10 B,$26.86 B,$23.49 B,$20.87 B,$17.68 B,$14.85 B,$12.00 B,$11.82 B,$8.76 B,$6.16 B,$3.92 B,$3.08 B,,
energy-transfer-partners,,$41.15 B,$40.12 B,$32.15 B,$34.58 B,$31.34 B,$30.00 B,$22.53 B,$23.61 B,$22.32 B,$16.27 B,$16.35 B,$7.38 B,$6.24 B,$3.22 B,$2.33 B,$1.83 B,$1.48 B,$1.12 B,$1.17 B,,,
kraft-heinz,,$48.87 B,$49.45 B,$50.24 B,$51.74 B,$51.90 B,$66.24 B,$57.57 B,$66.23 B,$4.36 B,$5.18 B,$3.57 B,$16.59 B,,,,,,,,,,
compass-group,,$6.59 B,$6.60 B,$6.19 B,$4.13 B,$3.44 B,$2.83 B,$3.26 B,$2.95 B,$3.00 B,$4.51 B,$5.22 B,$5.46 B,$4.85 B,$4.07 B,$3.93 B,$4.43 B,$4.36 B,$4.01 B,$4.59 B,$4.52 B,$3.67 B,$3.53 B
denso,$34.38 B,$36.79 B,$36.95 B,$32.94 B,$33.96 B,$35.50 B,$30.83 B,$28.96 B,$28.94 B,$27.44 B,$25.74 B,$25.54 B,$24.92 B,$21.73 B,$19.20 B,$22.86 B,$19.42 B,$17.54 B,$16.04 B,$15.17 B,$12.41 B,$11.13 B,$11.91 B
hcl-technologies,$7.96 B,$8.17 B,$0.11 B,$6.81 B,$85.99 M,$85.84 M,$78.83 M,,$59.84 M,$54.35 M,$37.26 M,$31.92 M,$38.16 M,$29.19 M,$21.6 M,$22.75 M,$24.78 M,$14.79 M,$20.08 M,$14.5 M,,,
capital-one,,$52.58 B,$61.02 B,$60.20 B,$58.01 B,$51.66 B,$48.73 B,$47.51 B,$47.28 B,$45.05 B,$41.74 B,$40.49 B,$29.66 B,$26.54 B,$26.58 B,$26.61 B,$24.29 B,$25.23 B,$14.12 B,$8.38 B,$6.05 B,$4.62 B,$3.32 B
ross-stores,$4.28 B,$4.06 B,$3.29 B,$3.35 B,$3.30 B,$3.04 B,$2.74 B,$2.47 B,$2.27 B,$2.00 B,$1.76 B,$1.49 B,$1.33 B,$1.15 B,$0.99 B,$0.97 B,$0.90 B,$0.83 B,$0.76 B,$0.75 B,$0.64 B,$0.54 B,$0.46 B
pacific-gas-and-electric,,$23.07 B,$25.61 B,$21.25 B,$5.38 B,$12.90 B,$19.47 B,$18.19 B,$16.82 B,$16.00 B,$14.59 B,$13.32 B,$12.35 B,$11.53 B,$10.58 B,$9.62 B,$8.55 B,$7.81 B,$7.21 B,$8.63 B,$4.21 B,$3.61 B,$4.62 B
takeda-pharmaceutical,$47.70 B,$46.57 B,$46.93 B,$43.75 B,$46.52 B,$18.97 B,$17.43 B,$17.89 B,$18.38 B,$24.69 B,$23.58 B,$25.00 B,$25.69 B,$23.14 B,$20.75 B,$23.26 B,$20.89 B,$19.94 B,$18.68 B,$17.09 B,$13.28 B,$10.94 B,$9.87 B
hilton-hotels,,$-1.1 B,$-0.82 B,$-1.49 B,$-0.48 B,$0.55 B,$2.07 B,$5.84 B,$5.95 B,$4.71 B,$4.27 B,$2.15 B,$1.70 B,,,,,,,,,,
kotak-mahindra-bank,$13.68 B,$12.81 B,$11.55 B,$8.90 B,$8.39 B,$7.75 B,$6.01 B,$5.08 B,$3.59 B,$3.23 B,$2.85 B,$2.57 B,$2.48 B,$1.79 B,$1.31 B,$1.48 B,$0.76 B,$0.56 B,$0.42 B,,,,
mizuho-financial-group,$69.13 B,$75.40 B,$84.87 B,$80.19 B,$82.83 B,$92.38 B,$82.96 B,$83.23 B,$81.66 B,$80.71 B,$82.05 B,$82.89 B,$78.65 B,$62.41 B,$10.47 B,$57.02 B,$57.10 B,$52.34 B,$46.98 B,$44.91 B,$33.04 B,,
foxconn-industrial-internet,,$18.75 B,$18.75 B,$15.95 B,$12.79 B,$10.51 B,$4.33 B,$11.16 B,$9.18 B,,,,,,,,,,,,,,
pernod-ricard,,$16.97 B,$17.94 B,$15.98 B,$18.39 B,$17.49 B,$15.88 B,$15.02 B,$14.91 B,$16.07 B,$14.77 B,$13.88 B,$13.71 B,$11.41 B,$10.69 B,$10.39 B,$8.80 B,$7.50 B,$3.79 B,,$3.46 B,$2.79 B,
ford,,$43.16 B,$48.62 B,$30.81 B,$33.23 B,$36.06 B,$35.01 B,$29.28 B,$28.75 B,$25.17 B,$26.74 B,$16.31 B,$15.07 B,$-0.65 B,$-6.52 B,$-16.12 B,$7.04 B,$-2.31 B,$14.07 B,$16.92 B,$12.31 B,$11.26 B,$8.45 B
basf,,$43.82 B,$47.65 B,$42.30 B,$47.44 B,$41.30 B,$41.72 B,$34.28 B,$34.49 B,$34.29 B,$38.37 B,$34.13 B,$32.89 B,$30.13 B,$26.66 B,$26.17 B,$29.34 B,$24.55 B,$20.69 B,$21.36 B,$19.95 B,$18.25 B,$18.89 B
idexx-laboratories,,$0.60 B,$0.68 B,$0.63 B,$0.17 B,$-9.24 M,$-53.85 M,$-0.11 B,$-84 M,$0.11 B,$0.51 B,$0.63 B,$0.53 B,$0.57 B,$0.51 B,$0.43 B,$0.43 B,$0.40 B,$0.36 B,$0.39 B,$0.41 B,$0.34 B,$0.30 B
stmicroelectronics,,$13.50 B,$9.27 B,$8.30 B,$7.11 B,$7.12 B,$5.82 B,$5.26 B,$5.39 B,$5.70 B,$5.72 B,$6.36 B,$7.99 B,$8.49 B,$8.36 B,$8.43 B,$9.62 B,$9.79 B,$8.53 B,$9.15 B,$8.14 B,$7.03 B,$6.11 B
constellation-brands,$8.73 B,$12.04 B,$13.92 B,$12.47 B,$12.83 B,$8.06 B,$6.88 B,$6.69 B,$5.88 B,$4.98 B,$2.86 B,$2.67 B,$2.55 B,$2.57 B,$1.90 B,$2.76 B,$3.41 B,$2.97 B,$2.77 B,$2.37 B,$1.17 B,$0.95 B,$0.61 B
macquarie,$22.90 B,$21.61 B,$17.00 B,$13.43 B,$13.06 B,$13.96 B,$13.22 B,$12.00 B,$11.02 B,$11.03 B,$12.44 B,$12.23 B,$12.31 B,$10.77 B,$6.61 B,$9.19 B,$6.14 B,$4.09 B,$2.90 B,$1.85 B,$1.69 B,$1.58 B,$0.87 B
williams-companies,,$14.04 B,$14.10 B,$14.58 B,$16.36 B,$15.99 B,$16.17 B,$14.04 B,$16.22 B,$20.17 B,$8.92 B,$7.42 B,$3.08 B,$8.61 B,$9.01 B,$8.44 B,$6.37 B,$7.15 B,$5.64 B,$5.05 B,$4.18 B,$5.47 B,$6.24 B
lafargeholcim,,$32.05 B,$33.35 B,$32.46 B,$32.51 B,$30.55 B,$31.81 B,$34.10 B,$36.15 B,$20.34 B,$21.05 B,$21.73 B,$20.95 B,$22.60 B,$21.31 B,$17.23 B,$19.38 B,$15.39 B,$12.94 B,$7.47 B,$5.52 B,$7.46 B,
daikin,$17.11 B,$16.45 B,$15.39 B,$13.53 B,$13.03 B,$12.45 B,$10.15 B,$9.23 B,$8.73 B,$8.01 B,$6.74 B,$6.22 B,$6.02 B,$5.45 B,$4.89 B,$5.64 B,$3.50 B,$3.01 B,$2.63 B,$2.32 B,$1.78 B,$1.47 B,$1.41 B
engie,,$42.07 B,$47.54 B,$41.64 B,$42.61 B,$46.83 B,$51.11 B,$47.84 B,$53.30 B,$68.05 B,$73.87 B,$94.18 B,$104.03 B,$94.06 B,$93.88 B,$87.81 B,$36.29 B,$22.02 B,$17.49 B,$15.12 B,$17.49 B,$14.21 B,
hikvision,,$10.58 B,$10.26 B,$8.35 B,$6.50 B,$5.52 B,$4.70 B,$3.52 B,$2.97 B,$2.40 B,$1.85 B,$1.39 B,$1.08 B,$0.85 B,$0.21 B,$0.14 B,$74.67 M,$43.25 M,,,,,
ocbc-bank,,$40.87 B,$40.19 B,$38.68 B,$36.05 B,$31.76 B,$31.24 B,$27.39 B,$26.23 B,$25.87 B,$22.16 B,$23.46 B,$19.58 B,$18.35 B,$15.51 B,$12.97 B,$11.70 B,$9.45 B,$8.11 B,$7.19 B,$5.93 B,$N/A,$N/A
square,,$17.25 B,$3.31 B,$2.68 B,$1.71 B,$1.12 B,$0.78 B,$0.57 B,$0.50 B,$0.27 B,$0.16 B,,,,,,,,,,,,
zijin-mining,,$18.04 B,$14.57 B,$11.43 B,$8.17 B,$6.87 B,$5.78 B,$4.48 B,$4.92 B,$5.43 B,$5.46 B,$5.38 B,$4.79 B,$3.93 B,$3.16 B,$2.81 B,$0.97 B,$0.64 B,$0.39 B,$0.28 B,,,
jingdong-mall,,$39.74 B,$38.72 B,$33.97 B,$14.40 B,$11.17 B,$8.05 B,$5.93 B,$4.73 B,$6.05 B,$1.52 B,$0.26 B,$0.44 B,,,,,,,,,,
valero,,$25.46 B,$19.81 B,$19.64 B,$22.53 B,$22.73 B,$22.90 B,$20.85 B,$21.35 B,$21.24 B,$19.94 B,$18.09 B,$16.44 B,$15.02 B,$14.72 B,$15.62 B,$18.50 B,$18.60 B,$15.05 B,$7.79 B,$5.73 B,$4.42 B,$4.31 B
axis-bank,$15.85 B,$15.63 B,$14.12 B,$11.46 B,$9.77 B,$9.87 B,$8.71 B,$8.07 B,$7.19 B,$6.41 B,$6.11 B,$4.45 B,$4.23 B,$3.58 B,$2.00 B,$2.19 B,$0.78 B,$0.64 B,$0.55 B,$0.26 B,,,
gazprom,,$223.10 B,$226.30 B,$198.66 B,$235.84 B,$198.15 B,$208.58 B,$186.86 B,$149.04 B,$178.92 B,$294.78 B,$285.84 B,$242.61 B,$213.94 B,$188.22 B,$160.95 B,$175.57 B,$177.74 B,$94.26 B,$77.15 B,,,
cheniere-energy,,$-0.18 B,$-33 M,$2.21 B,$2.43 B,$1.92 B,$1.24 B,$0.83 B,$1.56 B,$2.50 B,$2.84 B,$2.26 B,$-0.18 B,$-0.48 B,$-0.44 B,$-0.36 B,$-16.44 M,$0.14 B,$0.28 B,$0.30 B,$19.25 M,$17.79 M,$23.14 M
american-electric-power,,$N/A,$22.68 B,$20.77 B,$19.91 B,$19.05 B,$18.31 B,$17.42 B,$17.90 B,$16.82 B,$16.08 B,$15.23 B,$14.66 B,$13.62 B,$13.14 B,$10.75 B,$10.07 B,$9.41 B,$9.08 B,$8.51 B,$7.87 B,$7.82 B,$9.30 B
digital-realty,,$19.62 B,$18.52 B,$18.48 B,$10.64 B,$10.87 B,$11.10 B,$5.13 B,$4.53 B,$3.91 B,$3.64 B,$3.49 B,$2.58 B,$2.05 B,$1.63 B,$1.56 B,$1.12 B,$0.84 B,$0.64 B,$0.17 B,$0.15 B,$86.31 M,
the-travelers-companies,,$21.56 B,$28.88 B,$29.20 B,$25.94 B,$22.89 B,$23.73 B,$23.22 B,$23.59 B,$24.83 B,$24.79 B,$25.40 B,$24.47 B,$25.47 B,$27.41 B,$25.31 B,$26.61 B,$25.13 B,$22.30 B,$21.20 B,$6.22 B,$5.74 B,$5.11 B
edwards-lifesciences,,$5.80 B,$5.83 B,$4.57 B,$4.14 B,$3.14 B,$2.99 B,$2.61 B,$2.50 B,$2.19 B,$1.55 B,$1.47 B,$1.33 B,$1.30 B,$1.15 B,$0.87 B,$0.83 B,$0.74 B,$0.69 B,$0.62 B,$0.63 B,$0.53 B,$0.45 B
credit-agricole,,$78.69 B,$87.10 B,$90.39 B,$79.36 B,$74.94 B,$77.67 B,$67.30 B,$64.98 B,$68.24 B,$66.13 B,$59.83 B,$63.88 B,$69.36 B,$74.44 B,$66.17 B,$67.85 B,$52.68 B,$41.25 B,$39.31 B,$35.26 B,,
te-connectivity,$11.65 B,$10.89 B,$10.74 B,$9.49 B,$10.57 B,$10.83 B,$9.75 B,$8.48 B,$9.58 B,$9.01 B,$8.38 B,$7.97 B,$7.48 B,$7.05 B,$7.01 B,$11.08 B,$11.39 B,$11.19 B,$9.84 B,$8.24 B,$6.29 B,$5.09 B,
seattle-genetics,,$2.80 B,$3.06 B,$3.48 B,$1.87 B,$1.27 B,$0.67 B,$0.63 B,$0.68 B,$0.21 B,$0.23 B,$0.22 B,$0.21 B,$0.16 B,$0.20 B,$79.01 M,$53.98 M,$88.23 M,$75.45 M,$0.10 B,$74.87 M,$46.7 M,$60.67 M
old-dominion-freight-line,,$3.65 B,$3.67 B,$3.32 B,$3.08 B,$2.68 B,$2.27 B,$1.85 B,$1.68 B,$1.49 B,$1.23 B,$1.02 B,$0.85 B,$0.66 B,$0.59 B,$0.55 B,$0.48 B,$0.41 B,$0.34 B,$0.29 B,$0.23 B,$0.20 B,$0.13 B
danone,,$19.26 B,$19.67 B,$20.04 B,$19.46 B,$18.84 B,$17.49 B,$13.88 B,$13.85 B,$14.28 B,$14.81 B,$16.20 B,$15.80 B,$15.94 B,$19.06 B,$12.16 B,$13.28 B,$8.02 B,$6.63 B,$7.17 B,$6.94 B,$6.26 B,$7.25 B
bae-systems,,$13.81 B,$10.35 B,$6.70 B,$7.22 B,$7.13 B,$6.46 B,$4.27 B,$4.44 B,$2.92 B,$5.63 B,$6.09 B,$6.66 B,$8.34 B,$7.54 B,$10.68 B,$11.92 B,$8.12 B,$4.82 B,$5.11 B,$10.02 B,$7.12 B,$8.34 B
bayan-resources,,$1.99 B,$1.86 B,$0.86 B,$0.61 B,$0.67 B,$0.51 B,$0.18 B,$0.17 B,$0.25 B,$0.44 B,$0.70 B,$0.71 B,$0.33 B,$0.26 B,$0.18 B,,,,,,,
industrial-bank,,$109.80 B,$108.95 B,$95.79 B,$78.68 B,$68.71 B,$64.98 B,$51.03 B,$48.96 B,$42.16 B,$33.24 B,$27.36 B,$18.46 B,$13.91 B,$8.72 B,$7.19 B,$5.33 B,$2.07 B,$1.58 B,$1.21 B,$0.73 B,,
citic-securities,,$37.46 B,$33.55 B,$28.50 B,$23.68 B,$22.80 B,$23.53 B,$20.99 B,$21.86 B,$16.33 B,$14.77 B,$13.90 B,$13.84 B,$10.71 B,$9.48 B,$8.44 B,$7.40 B,$1.74 B,$0.84 B,$0.67 B,$0.66 B,$0.61 B,$0.40 B
nordea-bank,,$33.63 B,$37.94 B,$41.49 B,$35.31 B,$37.63 B,$39.99 B,$34.11 B,$33.93 B,$36.28 B,$40.33 B,$37.32 B,$33.85 B,$32.63 B,$32.12 B,$24.88 B,$25.05 B,$20.25 B,$15.31 B,$17.02 B,$15.34 B,$12.81 B,
hess,,$8.62 B,$7.02 B,$6.33 B,$9.70 B,$10.88 B,$12.35 B,$15.59 B,$20.40 B,$22.32 B,$24.78 B,$21.39 B,$18.56 B,$16.80 B,$13.52 B,$12.30 B,$9.77 B,$8.11 B,$6.28 B,$5.59 B,$5.34 B,$4.24 B,$4.90 B
kimberly-clark,,$0.70 B,$0.73 B,$0.86 B,$0.19 B,$-46 M,$0.88 B,$0.11 B,$40 M,$0.99 B,$5.14 B,$5.28 B,$5.52 B,$6.20 B,$5.69 B,$4.28 B,$5.70 B,$6.52 B,$5.95 B,$6.99 B,$7.06 B,$5.90 B,$5.95 B
jiangsu-hengrui-medicine,,$5.56 B,$5.58 B,$4.72 B,$3.56 B,$2.87 B,$2.45 B,$1.85 B,$1.59 B,$1.33 B,$1.09 B,$0.87 B,$0.69 B,$0.52 B,$0.39 B,$0.29 B,$0.22 B,$0.16 B,$0.13 B,$0.12 B,$0.10 B,$97.85 M,$91.58 M
hoya,$6.11 B,$6.46 B,$6.09 B,$5.82 B,$5.65 B,$4.99 B,$4.61 B,$4.43 B,$4.96 B,$5.27 B,$4.99 B,$4.64 B,$4.54 B,$3.75 B,$3.41 B,$3.95 B,$3.11 B,$2.37 B,$2.60 B,$2.10 B,$1.90 B,$1.64 B,$1.54 B
