Company,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
mfhc,,$9.78 B,$11.87 B,$11.63 B,$10.77 B,$10.28 B,$10.05 B,$9.00 B,$9.17 B,$8.51 B,$8.05 B,$7.37 B,$6.89 B,$6.92 B,$6.14 B,$5.41 B,$6.00 B,$6.15 B,,,,,
vertiv-holdings,,$1.44 B,$1.41 B,$0.66 B,$-0.71 B,$0.67 B,$0.02 M,$0.02 M,,,,,,,,,,,,,,,
sbi-life-insurance,$1.58 B,$1.53 B,$1.41 B,$1.15 B,$1.09 B,$1.00 B,$0.85 B,$0.71 B,$0.64 B,$0.56 B,$0.50 B,,,,,,,,,,,,
zto-express,,$7.89 B,$7.67 B,$7.52 B,$5.49 B,$4.98 B,$3.29 B,$2.84 B,$1.21 B,$0.54 B,,,,,,,,,,,,,
ems-chemie,,$1.99 B,$2.00 B,$1.84 B,$1.74 B,$1.67 B,$1.59 B,$1.40 B,$1.32 B,$1.28 B,$1.35 B,$1.26 B,$1.12 B,$1.18 B,$0.98 B,$0.93 B,$1.12 B,$0.90 B,$0.82 B,$0.98 B,$1.19 B,$1.50 B,
warner-music-group,,$0.16 B,$46 M,$-45 M,$-0.27 B,$-0.32 B,$0.30 B,$0.21 B,$0.23 B,$0.39 B,$0.74 B,$0.94 B,$1.08 B,$-0.22 B,$-0.15 B,$-86 M,$-24 M,$58 M,$89 M,$0.48 B,$1.58 B,$3.00 B,
arca-continental,,$7.60 B,$7.33 B,$7.41 B,$7.47 B,$7.10 B,$7.20 B,$3.87 B,$3.93 B,$3.35 B,$3.16 B,$3.20 B,$2.81 B,$1.59 B,$1.20 B,$1.06 B,$1.14 B,$1.05 B,$0.97 B,$0.85 B,$0.77 B,$0.50 B,
carlsberg,,$5.00 B,$7.42 B,$7.16 B,$6.90 B,$7.33 B,$7.98 B,$7.59 B,$6.92 B,$9.14 B,$13.23 B,$13.05 B,$12.47 B,$12.42 B,$12.35 B,$11.40 B,$3.90 B,$3.36 B,$3.08 B,$2.93 B,$3.02 B,$2.49 B,
yankuang-energy,,$18.57 B,$15.14 B,$12.23 B,$11.95 B,$12.35 B,$11.87 B,$7.35 B,$6.63 B,$7.04 B,$7.03 B,$7.69 B,$6.82 B,$5.56 B,$4.16 B,$3.87 B,$2.69 B,$2.31 B,$2.13 B,$1.84 B,$1.33 B,$1.16 B,$1.05 B
expeditors,,$3.11 B,$3.49 B,$2.66 B,$2.19 B,$1.98 B,$1.99 B,$1.84 B,$1.69 B,$1.87 B,$2.08 B,$2.03 B,$2.01 B,$1.74 B,$1.56 B,$1.38 B,$1.24 B,$1.08 B,$0.92 B,$0.81 B,$0.64 B,$0.52 B,$0.41 B
sonova,$2.44 B,$2.63 B,$2.94 B,$2.11 B,$2.38 B,$2.59 B,$2.13 B,$1.97 B,$1.93 B,$2.00 B,$1.72 B,$1.63 B,$1.46 B,$1.33 B,$0.90 B,$0.92 B,$0.73 B,$0.47 B,$0.37 B,$0.27 B,$0.21 B,$0.41 B,
olympus,$4.81 B,$4.19 B,$3.58 B,$3.44 B,$3.98 B,$4.17 B,$3.85 B,$3.41 B,$2.97 B,$3.21 B,$1.61 B,$0.57 B,$2.00 B,$2.31 B,$1.70 B,$3.68 B,$2.92 B,$2.55 B,$2.37 B,$2.43 B,$1.89 B,$1.52 B,$1.53 B
ypf,,$10.57 B,$8.25 B,$8.12 B,$9.15 B,$9.61 B,$7.99 B,$7.46 B,$9.30 B,$8.60 B,$7.40 B,$6.37 B,$4.35 B,$4.80 B,$4.68 B,$5.99 B,$8.35 B,$7.95 B,$7.43 B,$7.56 B,$7.81 B,$6.03 B,$2.80 B
fresenius,,$34.50 B,$33.16 B,$32.00 B,$29.77 B,$28.60 B,$26.07 B,$22.74 B,$20.71 B,$19.65 B,$18.96 B,$17.40 B,$13.70 B,$11.76 B,$10.96 B,$9.70 B,$4.87 B,$4.10 B,$3.28 B,$2.17 B,$4.04 B,$3.62 B,
aker-bp,,$12.42 B,$2.34 B,$1.98 B,$2.36 B,$2.98 B,$2.98 B,$2.44 B,$0.33 B,$0.65 B,$0.52 B,$0.66 B,$0.61 B,$0.53 B,$0.66 B,$0.53 B,$0.65 B,$0.12 B,$25.31 M,,,,
wsp-global,,$4.44 B,$3.66 B,$3.20 B,$2.55 B,$2.39 B,$2.35 B,$2.12 B,$2.09 B,$1.85 B,$0.91 B,$0.92 B,$0.49 B,$0.27 B,$0.38 B,$0.24 B,$0.23 B,$0.16 B,,,,,
huntington-bancshares,,$17.76 B,$19.31 B,$12.99 B,$11.79 B,$11.10 B,$10.81 B,$10.28 B,$6.59 B,$6.32 B,$6.09 B,$5.79 B,$5.41 B,$4.98 B,$5.33 B,$7.19 B,$5.94 B,$3.01 B,$2.55 B,$2.53 B,$2.27 B,$2.60 B,$2.71 B
hormel-foods,,$7.54 B,$6.97 B,$6.43 B,$5.92 B,$5.60 B,$4.93 B,$4.45 B,$4.00 B,$3.61 B,$3.31 B,$2.82 B,$2.65 B,$2.40 B,$2.12 B,$2.00 B,$1.88 B,$1.80 B,$1.57 B,$1.39 B,$1.25 B,$1.11 B,$0.99 B
standard-bank-group,,$15.38 B,$15.28 B,$14.70 B,$14.85 B,$13.80 B,$15.42 B,$13.05 B,$11.51 B,$13.98 B,$14.65 B,$15.36 B,$14.56 B,$15.58 B,$13.42 B,$10.64 B,$10.06 B,$7.89 B,$6.33 B,$6.83 B,$4.90 B,$1.56 B,
waters-corporation,,$0.50 B,$0.36 B,$0.23 B,$-0.22 B,$1.56 B,$2.23 B,$2.30 B,$2.05 B,$1.89 B,$1.76 B,$1.46 B,$1.22 B,$1.06 B,$0.84 B,$0.66 B,$0.58 B,$0.36 B,$0.28 B,$0.67 B,$0.59 B,$0.66 B,$0.58 B
hdfc-life,$1.58 B,$2.05 B,$1.17 B,$0.90 B,$0.81 B,$0.72 B,$0.59 B,$0.46 B,$0.40 B,$0.40 B,$0.55 B,,,,,,,,,,,,
akamai,,$4.36 B,$4.53 B,$4.25 B,$3.65 B,$3.19 B,$3.31 B,$3.22 B,$3.12 B,$2.94 B,$2.62 B,$2.34 B,$2.15 B,$2.17 B,$1.75 B,$1.56 B,$1.35 B,$0.95 B,$0.62 B,$-0.13 B,$-0.18 B,$-0.17 B,$17.23 M
southwest-airlines,,$10.68 B,$10.41 B,$8.87 B,$9.83 B,$9.85 B,$10.43 B,$8.44 B,$7.35 B,$6.77 B,$7.33 B,$6.96 B,$6.87 B,$6.23 B,$5.46 B,$4.95 B,$6.94 B,$6.44 B,$6.67 B,$5.52 B,$5.05 B,$4.42 B,$4.01 B
guotai-junan-securities,,$23.75 B,$23.64 B,$22.42 B,$20.91 B,$19.43 B,$20.55 B,$15.94 B,$15.68 B,$7.63 B,$5.78 B,$5.22 B,$4.49 B,$4.04 B,$3.41 B,$2.49 B,$3.21 B,$0.57 B,$0.34 B,$0.28 B,$0.51 B,$0.50 B,
kakao,,$10.73 B,$11.42 B,$6.83 B,$4.96 B,$5.04 B,$4.22 B,$3.07 B,$2.19 B,$2.24 B,$0.52 B,$0.50 B,$0.39 B,$0.31 B,$0.18 B,$0.13 B,$0.12 B,,,,,,
abiomed,,$1.50 B,$1.32 B,$1.06 B,$0.93 B,$0.68 B,$0.45 B,$0.36 B,$0.29 B,$0.16 B,$0.13 B,$0.12 B,$0.10 B,$0.10 B,$0.11 B,$93.59 M,$0.12 B,$69.48 M,$56.17 M,$54.33 M,$62.09 M,$79.32 M,$0.10 B
royalty-pharma,,$9.52 B,$10.24 B,$9.89 B,$6.14 B,$4.55 B,,,,,,,,,,,,,,,,,
ctbc-financial-holding,,$12.81 B,$16.36 B,$14.43 B,$12.67 B,$10.31 B,$10.82 B,$8.69 B,$8.67 B,$7.48 B,$6.42 B,$5.86 B,$5.81 B,$5.54 B,$4.68 B,$4.26 B,$4.41 B,$3.78 B,,,,,
tdk,$10.98 B,$10.68 B,$9.12 B,$7.85 B,$7.96 B,$7.81 B,$7.17 B,$6.09 B,$6.31 B,$6.33 B,$6.15 B,$6.17 B,$6.49 B,$5.87 B,$5.68 B,$7.19 B,$6.58 B,$6.12 B,$6.02 B,$5.46 B,$4.64 B,$4.41 B,$5.14 B
hydro-one,,$8.42 B,$8.61 B,$8.33 B,$7.55 B,$7.07 B,$8.14 B,$7.51 B,$7.15 B,$6.84 B,$6.96 B,$6.86 B,$6.32 B,$5.98 B,$5.14 B,$4.21 B,$4.89 B,$4.14 B,$4.04 B,,,,
snam,,$8.05 B,$8.19 B,$7.96 B,$7.01 B,$6.84 B,$7.42 B,$6.83 B,$8.29 B,$8.72 B,$8.27 B,$7.84 B,$7.50 B,$7.86 B,$8.17 B,$4.99 B,$5.12 B,$4.88 B,$4.69 B,$7.89 B,$7.15 B,,
nan-ya-plastics,,$12.85 B,$15.50 B,$12.70 B,$11.82 B,$12.66 B,$12.38 B,$10.82 B,$10.56 B,$10.89 B,$9.84 B,$8.88 B,$9.40 B,$10.16 B,$8.25 B,$7.25 B,$9.34 B,$8.09 B,,,,,
ck-asset--holdings,,$50.48 B,$49.53 B,$47.36 B,$46.38 B,$43.54 B,$39.56 B,$35.62 B,$34.79 B,$12.77 B,$11.49 B,$10.53 B,,,,,,,,,,,
atmos-energy,$10.87 B,$9.41 B,$7.90 B,$6.79 B,$5.75 B,$4.76 B,$3.89 B,$3.46 B,$3.19 B,$3.08 B,$2.58 B,$2.35 B,$2.25 B,$2.17 B,$2.17 B,$2.05 B,$1.96 B,$1.64 B,$1.60 B,$1.13 B,$0.85 B,$0.57 B,$0.58 B
safco,,$5.57 B,$4.54 B,$2.17 B,$2.13 B,$2.10 B,$1.82 B,$1.86 B,$2.02 B,$2.09 B,$2.20 B,$2.36 B,$2.18 B,$1.90 B,$1.87 B,$2.14 B,$1.62 B,$1.26 B,,,,,
tyler-technologies,,$2.62 B,$2.32 B,$1.98 B,$1.61 B,$1.32 B,$1.16 B,$0.91 B,$0.85 B,$0.33 B,$0.24 B,$0.14 B,$78.11 M,$0.10 B,$0.13 B,$0.11 B,$0.13 B,$0.12 B,$0.11 B,$0.11 B,$0.11 B,$0.11 B,$0.10 B
wilmar,,$22.60 B,$22.60 B,$21.38 B,$17.87 B,$16.76 B,$16.98 B,$15.37 B,$16.07 B,$16.41 B,$15.88 B,$15.19 B,$14.24 B,$12.55 B,$11.41 B,$9.97 B,$8.18 B,$0.60 B,$0.27 B,,,,
mitsubishi-estate,$17.86 B,$18.32 B,$18.68 B,$17.96 B,$17.63 B,$17.67 B,$15.81 B,$14.76 B,$13.66 B,$14.06 B,$14.48 B,$16.57 B,$15.81 B,$13.96 B,$12.87 B,$13.49 B,$10.70 B,$9.90 B,$8.92 B,$8.92 B,$7.49 B,$6.56 B,$4.41 B
check-point-software,,$2.92 B,$3.25 B,$3.46 B,$3.56 B,$3.77 B,$3.60 B,$3.49 B,$3.53 B,$3.63 B,$3.60 B,$3.34 B,$3.07 B,$2.71 B,$2.31 B,$2.01 B,$1.85 B,$1.71 B,$1.77 B,$1.63 B,$1.46 B,$1.18 B,$0.91 B
brookfield-renewable-partners,,$26.28 B,$23.99 B,$21.76 B,$20.48 B,$17.20 B,$14.28 B,$12.67 B,$8.76 B,$8.88 B,$7.53 B,$7.83 B,$7.20 B,$0.83 B,$0.89 B,$0.28 B,$0.32 B,$0.34 B,$0.35 B,$0.38 B,$0.37 B,$0.33 B,$0.22 B
factset,$1.62 B,$1.33 B,$1.01 B,$0.89 B,$0.67 B,$0.52 B,$0.55 B,$0.51 B,$0.53 B,$0.51 B,$0.54 B,$0.55 B,$0.51 B,$0.50 B,$0.50 B,$0.46 B,$0.40 B,$0.35 B,$0.26 B,$0.16 B,$0.21 B,$0.17 B,$0.13 B
inpex,,$30.86 B,$29.08 B,$29.10 B,$29.34 B,$29.71 B,$28.69 B,$28.28 B,$27.40 B,$29.11 B,$28.32 B,$27.92 B,$25.22 B,$15.93 B,$13.76 B,$12.40 B,$9.17 B,$4.60 B,$4.16 B,,,,
cms-energy,,$7.59 B,$7.18 B,$6.07 B,$5.05 B,$4.79 B,$4.47 B,$4.29 B,$3.97 B,$3.70 B,$3.49 B,$3.23 B,$3.07 B,$2.83 B,$2.93 B,$2.75 B,$2.43 B,$2.58 B,$2.91 B,$3.06 B,$1.65 B,$1.15 B,$1.97 B
aristocrat,$4.32 B,$3.92 B,$2.78 B,$2.27 B,$1.44 B,$1.25 B,$1.05 B,$0.82 B,$0.64 B,$0.61 B,$0.34 B,,$0.25 B,$0.19 B,$0.13 B,$0.13 B,$0.28 B,$0.28 B,$0.26 B,$0.24 B,$0.14 B,$0.26 B,$0.23 B
cooper-companies,,$7.17 B,$6.94 B,$3.82 B,$3.62 B,$3.30 B,$3.17 B,$2.70 B,$2.67 B,$2.58 B,$2.42 B,$2.21 B,$1.93 B,$1.66 B,$1.54 B,$1.41 B,$1.42 B,$1.37 B,$1.27 B,$0.54 B,$0.42 B,$0.31 B,$0.25 B
westlake-chemical,,$10.46 B,$8.52 B,$6.57 B,$6.40 B,$6.07 B,$5.36 B,$3.89 B,$3.56 B,$3.20 B,$2.41 B,$1.87 B,$1.75 B,$1.50 B,$1.28 B,$1.23 B,$1.28 B,$1.17 B,$0.99 B,$0.76 B,$0.46 B,$0.45 B,
bank-of-jiangsu,,$31.23 B,$31.08 B,$27.91 B,$19.53 B,$18.10 B,$17.34 B,$12.12 B,$10.11 B,$9.05 B,$7.91 B,$5.49 B,$4.42 B,$3.43 B,$2.20 B,$1.64 B,$1.28 B,$1.15 B,$0.53 B,,,,
draftkings,,$1.32 B,$1.67 B,$2.69 B,$-0.31 B,$-0.19 B,,,,,,,,,,,,,,,,,
everest-re,,$8.44 B,$10.13 B,$9.72 B,$9.13 B,$7.90 B,$8.36 B,$8.07 B,$7.60 B,$7.45 B,$6.96 B,$6.73 B,$6.07 B,$6.28 B,$6.10 B,$4.96 B,$5.68 B,$5.10 B,$4.13 B,$3.71 B,$3.16 B,$2.36 B,$1.72 B
lpl-financial,,$2.16 B,$1.67 B,$1.31 B,$1.02 B,$0.97 B,$0.96 B,$0.82 B,$0.71 B,$0.97 B,$1.09 B,$1.14 B,$1.34 B,$1.17 B,$0.85 B,$0.79 B,$0.74 B,$0.62 B,,,,,
elm-company,,$0.81 B,$0.74 B,$0.59 B,$0.40 B,$0.32 B,$0.31 B,$0.31 B,,,,,,,,,,,,,,,
htsc,,$24.33 B,$23.85 B,$20.28 B,$17.98 B,$15.23 B,$13.61 B,$12.33 B,$12.57 B,$6.77 B,$6.00 B,$5.55 B,$5.34 B,$5.02 B,$2.06 B,$1.45 B,$1.39 B,$0.48 B,,,,,
bt-group,$17.97 B,$20.09 B,$16.05 B,$18.26 B,$13.24 B,$14.46 B,$10.40 B,$14.92 B,$1.19 B,$-0.99 B,$-0.4 B,$2.09 B,$3.13 B,$-3.99 B,$0.24 B,$10.77 B,$8.45 B,$2.79 B,$0.17 B,$5.73 B,$3.39 B,$-0.36 B,$18.27 B
skyworks-solutions,$6.08 B,$5.46 B,$5.29 B,$4.16 B,$4.12 B,$4.09 B,$4.06 B,$3.54 B,$3.15 B,$2.53 B,$2.10 B,$1.90 B,$1.60 B,$1.31 B,$1.10 B,$0.94 B,$0.78 B,$0.72 B,$0.79 B,$0.75 B,$0.67 B,$0.29 B,$0.29 B
varun-beverages,,$0.63 B,$0.56 B,$0.49 B,$0.47 B,$0.28 B,$0.27 B,$0.27 B,$-35.41 M,,,,,,,,,,,,,,
seagate,$-1.2 B,$0.10 B,$0.63 B,$1.78 B,$2.16 B,$1.66 B,$1.36 B,$1.59 B,$3.01 B,$2.83 B,$3.50 B,$3.49 B,$2.46 B,$2.72 B,$1.52 B,$4.58 B,$4.73 B,$5.21 B,$2.54 B,$1.85 B,$1.31 B,$0.64 B,$0.65 B
seres-group,,$1.42 B,$1.21 B,$0.86 B,$1.12 B,$1.04 B,$0.89 B,$0.65 B,$0.49 B,$0.44 B,$0.40 B,$0.34 B,$0.29 B,,,,,,,,,,
sun-communities,,$7.88 B,$6.73 B,$5.62 B,$3.87 B,$3.16 B,$2.66 B,$2.36 B,$1.53 B,$0.94 B,$0.39 B,$0.21 B,$-0.11 B,$-0.14 B,$-0.12 B,$-59.89 M,$26.04 M,$91.58 M,$0.16 B,$0.29 B,$0.42 B,$0.47 B,$0.47 B
hubbell,,$2.37 B,$2.24 B,$2.08 B,$1.96 B,$1.79 B,$1.64 B,$1.60 B,$1.74 B,$1.93 B,$1.91 B,$1.66 B,$1.47 B,$1.46 B,$1.30 B,$1.00 B,$1.08 B,$1.01 B,$0.99 B,$0.94 B,$0.82 B,$0.74 B,$0.73 B
ntt-data,$17.99 B,$10.88 B,$10.21 B,$9.13 B,$8.71 B,$8.17 B,$7.42 B,$6.88 B,$6.71 B,$6.89 B,$7.25 B,$7.71 B,$7.58 B,$6.57 B,$5.98 B,$5.63 B,$4.64 B,$4.29 B,$4.49 B,$4.46 B,$3.71 B,$3.10 B,$3.08 B
align-technology,,$3.60 B,$3.62 B,$3.23 B,$1.34 B,$1.25 B,$1.15 B,$0.99 B,$0.84 B,$0.75 B,$0.63 B,$0.58 B,$0.49 B,$0.37 B,$0.27 B,$0.21 B,$0.16 B,$83.55 M,$93.43 M,$85.73 M,$62.97 M,$70.62 M,$99.4 M
terna,,$6.60 B,$5.33 B,$5.43 B,$4.74 B,$4.63 B,$4.59 B,$3.74 B,$3.65 B,$3.76 B,$4.06 B,$3.69 B,$3.56 B,$3.67 B,$3.58 B,$3.02 B,$3.31 B,$2.51 B,$2.24 B,$2.46 B,$3.73 B,,
vanke,,$58.72 B,$61.63 B,$53.63 B,$38.73 B,$34.26 B,$28.69 B,$23.28 B,$21.03 B,$18.71 B,$17.42 B,$13.17 B,$10.79 B,$8.25 B,$6.64 B,$5.69 B,$4.65 B,$2.17 B,$1.06 B,$0.76 B,$0.57 B,$0.41 B,$0.37 B
northern-trust,,$11.25 B,$12.01 B,$11.68 B,$11.09 B,$10.50 B,$10.21 B,$9.77 B,$8.70 B,$8.44 B,$7.91 B,$7.52 B,$7.11 B,$6.83 B,$6.31 B,$6.38 B,$4.50 B,$3.94 B,$3.60 B,$3.29 B,$3.05 B,$2.99 B,$2.77 B
yum-china,,$7.16 B,$7.92 B,$6.47 B,$3.17 B,$2.97 B,$2.84 B,$2.44 B,$1.98 B,$1.95 B,,,,,,,,,,,,,
hologic,$5.01 B,$4.87 B,$4.21 B,$2.70 B,$2.27 B,$2.42 B,$2.78 B,$2.14 B,$2.07 B,$2.06 B,$1.94 B,$2.96 B,$2.93 B,$2.69 B,$2.51 B,$4.64 B,$0.80 B,$0.60 B,$0.21 B,$0.16 B,$0.14 B,$0.14 B,$0.11 B
weichai-power,,$15.09 B,$16.15 B,$12.33 B,$9.98 B,$9.05 B,$8.66 B,$6.41 B,$6.43 B,$6.59 B,$5.67 B,$5.03 B,$4.59 B,$3.53 B,$2.29 B,$1.66 B,$1.28 B,$N/A,$0.30 B,$0.26 B,$54.66 M,$26.27 M,
sungrow-power-supply,,$2.86 B,$2.62 B,$1.66 B,$1.25 B,$1.13 B,$1.07 B,$0.85 B,$0.43 B,$0.38 B,$0.33 B,$0.29 B,$0.28 B,$59.4 M,$21.69 M,$16.58 M,,,,,,,
siemens-india,,$1.42 B,$1.39 B,$1.28 B,$1.28 B,$1.14 B,$1.17 B,$0.98 B,$0.77 B,$0.71 B,$0.64 B,$0.74 B,$0.78 B,$0.73 B,$0.58 B,$0.49 B,$0.46 B,$0.27 B,$0.21 B,$0.15 B,,,
hindustan-zinc,$1.57 B,$4.52 B,$4.39 B,$5.34 B,$4.84 B,$5.51 B,$4.75 B,$5.63 B,$6.93 B,$6.25 B,$5.94 B,$5.28 B,$5.05 B,$4.04 B,$2.82 B,$2.97 B,$1.76 B,$0.77 B,$0.47 B,,,,
regions-financial,,$15.95 B,$18.32 B,$18.11 B,$16.29 B,$15.09 B,$16.19 B,$16.66 B,$16.84 B,$16.98 B,$15.76 B,$15.49 B,$16.49 B,$16.73 B,$17.88 B,$16.81 B,$19.82 B,$20.70 B,$10.61 B,$10.74 B,$4.45 B,$4.17 B,$4.03 B
grasim-industries,$14.97 B,$15.32 B,$13.96 B,$12.06 B,$11.97 B,$12.85 B,$6.34 B,$5.17 B,$4.93 B,$4.77 B,$4.76 B,$4.38 B,$4.24 B,$3.63 B,$2.60 B,$2.61 B,$1.73 B,$1.20 B,$1.05 B,,,,
kubota,,$15.87 B,$15.51 B,$15.26 B,$14.11 B,$12.92 B,$12.29 B,$10.89 B,$9.82 B,$9.72 B,$8.59 B,$8.53 B,$8.19 B,$7.18 B,$6.22 B,$6.90 B,$5.89 B,$5.42 B,$4.70 B,$3.83 B,$2.73 B,$2.96 B,$3.49 B
zte,,$8.63 B,$8.36 B,$7.07 B,$5.43 B,$4.79 B,$6.97 B,$5.88 B,$6.68 B,$4.24 B,$3.90 B,$3.63 B,$4.18 B,$3.77 B,$2.62 B,$2.22 B,$1.76 B,$1.44 B,$1.31 B,$1.16 B,$0.63 B,$0.54 B,$0.47 B
booz-allen-hamilton,$0.99 B,$1.04 B,$1.07 B,$0.85 B,$0.67 B,$0.55 B,$0.57 B,$0.40 B,$0.18 B,$0.17 B,$0.22 B,$1.18 B,$0.90 B,$0.50 B,$1.06 B,,,,,,,,
george-weston,,$9.74 B,$10.30 B,$10.52 B,$10.08 B,$10.42 B,$11.69 B,$11.00 B,$10.76 B,$12.27 B,$8.37 B,$8.11 B,$7.52 B,$8.73 B,$8.85 B,$6.72 B,$7.08 B,$6.27 B,$6.32 B,$5.36 B,$4.83 B,$4.39 B,$3.67 B
formosa-plastics,,$11.67 B,$14.57 B,$11.84 B,$11.60 B,$11.63 B,$11.63 B,$9.65 B,$8.98 B,$9.32 B,$8.74 B,$7.80 B,$8.18 B,$8.98 B,$7.05 B,$5.48 B,$7.68 B,$5.91 B,,,,,
bollore,,$39.16 B,$38.97 B,$31.96 B,$29.06 B,$32.26 B,$38.24 B,$10.82 B,$12.33 B,$11.92 B,$12.86 B,$9.60 B,$5.33 B,$5.36 B,$4.40 B,$3.45 B,$5.13 B,$5.14 B,$3.56 B,$1.76 B,,,
omnicom,,$4.15 B,$3.77 B,$3.57 B,$3.37 B,$3.10 B,$3.15 B,$2.65 B,$2.88 B,$3.32 B,$4.06 B,$3.95 B,$4.18 B,$4.09 B,$4.66 B,$3.75 B,$4.33 B,$4.07 B,$4.12 B,$4.27 B,$3.65 B,$2.74 B,$2.33 B
jacobs-engineering,,$6.73 B,$6.63 B,$5.85 B,$5.76 B,$5.95 B,$4.48 B,$4.33 B,$4.35 B,$4.50 B,$4.24 B,$3.76 B,$5.48 B,$2.86 B,$2.63 B,$2.25 B,$1.84 B,$1.43 B,$1.14 B,$1.01 B,$0.84 B,$0.69 B,$0.59 B
sompo-holdings,$14.03 B,$16.72 B,$18.41 B,$14.92 B,$16.03 B,$18.02 B,$16.72 B,$14.70 B,$15.24 B,$13.51 B,$13.61 B,$12.07 B,$12.98 B,,,,,,,,,,
china-longyuan-power-group,,$11.61 B,$11.41 B,$10.25 B,$8.69 B,$8.25 B,$8.21 B,$6.91 B,$6.90 B,$6.66 B,$6.39 B,$5.99 B,$4.94 B,$4.27 B,$3.87 B,$1.06 B,$0.86 B,$0.64 B,,,,,
cincinnati-financial,,$10.53 B,$13.10 B,$10.78 B,$9.86 B,$7.83 B,$8.24 B,$7.06 B,$6.42 B,$6.57 B,$6.07 B,$5.45 B,$5.05 B,$5.03 B,$4.76 B,$4.18 B,$5.92 B,$6.80 B,$6.08 B,$6.24 B,$6.20 B,$5.59 B,$5.99 B
wuxi-biologics,,$5.25 B,$5.13 B,$3.20 B,$1.84 B,$1.16 B,$0.61 B,$38.95 M,$22.52 M,$60.05 M,,,,,,,,,,,,,
nomura-research-institute,$3.02 B,$2.80 B,$3.02 B,$2.61 B,$3.82 B,$4.07 B,$4.00 B,$3.78 B,$3.36 B,$3.22 B,$3.08 B,$3.11 B,$2.77 B,$2.35 B,$2.07 B,$2.07 B,$1.83 B,$1.77 B,$2.16 B,,,,
best-buy,$2.79 B,$3.02 B,$4.58 B,$3.47 B,$3.30 B,$3.61 B,$4.70 B,$4.37 B,$5.00 B,$3.98 B,,$4.36 B,$7.29 B,$6.96 B,$5.15 B,$4.52 B,$6.23 B,$5.25 B,$4.44 B,$3.42 B,$2.73 B,$2.52 B,$1.82 B
erie-indemnity,,$1.44 B,$1.34 B,$1.18 B,$1.13 B,$0.97 B,$0.85 B,$0.81 B,$0.76 B,$7.98 B,$7.55 B,$6.79 B,$6.29 B,$6.33 B,$0.90 B,$0.79 B,$1.05 B,$1.16 B,$1.27 B,$1.26 B,$1.16 B,$0.98 B,$0.86 B
watsco,,$2.24 B,$1.99 B,$1.77 B,$1.71 B,$1.60 B,$1.55 B,$1.25 B,$1.20 B,$1.13 B,$1.12 B,$1.02 B,$1.00 B,$0.90 B,$0.89 B,$0.57 B,$0.54 B,$0.51 B,$0.45 B,$0.40 B,$0.36 B,$0.32 B,$0.32 B
entegris,,$3.21 B,$1.71 B,$1.37 B,$1.16 B,$1.01 B,$0.99 B,$0.89 B,$0.80 B,$0.74 B,$0.75 B,$0.69 B,$0.60 B,$0.46 B,$0.34 B,$0.33 B,$0.85 B,$1.01 B,$1.02 B,$0.37 B,$0.33 B,$0.32 B,$0.31 B
jeronimo-martins,,$2.76 B,$2.86 B,$2.77 B,$2.49 B,$2.30 B,$2.41 B,$2.09 B,$1.74 B,$1.99 B,$2.27 B,$1.98 B,$1.84 B,$1.50 B,$1.52 B,$1.30 B,$1.26 B,$1.01 B,$0.79 B,$0.77 B,$0.35 B,,
symrise,,$3.86 B,$3.68 B,$2.90 B,$2.76 B,$2.22 B,$2.12 B,$1.82 B,$1.73 B,$1.74 B,$1.31 B,$1.15 B,$1.18 B,$1.12 B,$0.98 B,$0.90 B,$0.93 B,$0.72 B,$30.4 M,,,,
vinfast-auto,,$-1.56 B,$-3.38 B,$0.26 B,,,,,,,,,,,,,,,,,,,
ptt-exploration-and-production,,$13.56 B,$12.46 B,$11.84 B,$11.91 B,$11.99 B,$11.81 B,$11.40 B,$11.35 B,$12.58 B,$11.72 B,$10.97 B,$6.33 B,$5.76 B,$4.34 B,$3.92 B,$3.58 B,$2.50 B,$1.75 B,$1.47 B,,,
first-solar,,$5.83 B,$5.95 B,$5.52 B,$5.09 B,$5.21 B,$5.09 B,$5.21 B,$5.54 B,$5.02 B,$4.50 B,$3.60 B,$3.64 B,$3.45 B,$2.65 B,$1.51 B,$1.09 B,$0.41 B,$13.12 M,$22.64 M,,$-43.63 M,$-17.42 M
air-china,,$3.12 B,$10.33 B,$12.85 B,$14.51 B,$14.62 B,$14.59 B,$11.01 B,$10.27 B,$9.60 B,$9.57 B,$8.65 B,$7.87 B,$6.30 B,$3.50 B,$2.97 B,$4.31 B,$4.47 B,$2.80 B,$2.37 B,$0.67 B,$0.44 B,
dynatrace,$1.60 B,$1.30 B,$1.11 B,$0.96 B,$-0.4 B,$-0.27 B,,,,,,,,,,,,,,,,,
continental,,$14.70 B,$14.31 B,$15.54 B,$17.78 B,$20.97 B,$19.55 B,$15.51 B,$14.44 B,$13.40 B,$12.87 B,$12.09 B,$9.77 B,$8.25 B,$5.81 B,$7.73 B,$10.01 B,$6.22 B,$4.48 B,$3.98 B,,,
sodexo,$4.97 B,$4.43 B,$3.74 B,$3.30 B,$4.94 B,$3.88 B,$4.24 B,$4.12 B,$4.19 B,$4.22 B,$3.94 B,$3.83 B,$3.70 B,$3.46 B,$3.32 B,$3.16 B,$3.13 B,$2.78 B,$2.65 B,$2.69 B,$2.76 B,$2.65 B,$2.72 B
